PROJECT_CONFIG_ID, AGENT_ROUTING_GROUP_ID,ROUTING_GROUP_NUMBER, ROUTING_GROUP_NAME, ROUTING_GROUP_TYPE, INTERVAL_MINUTES
0,0,0,Unknown,Unknown,0
