TABLE_CATALOG	TABLE_SCHEMA	TABLE_NAME	COLUMN_NAME	ORDINAL_POSITION	COLUMN_DEFAULT	IS_NULLABLE	DATA_TYPE	CHARACTER_MAXIMUM_LENGTH	CHARACTER_OCTET_LENGTH	NUMERIC_PRECISION	NUMERIC_PRECISION_RADIX	NUMERIC_SCALE	DATETIME_PRECISION	CHARACTER_SET_CATALOG	CHARACTER_SET_SCHEMA	CHARACTER_SET_NAME	COLLATION_CATALOG	COLLATION_SCHEMA	COLLATION_NAME	DOMAIN_CATALOG	DOMAIN_SCHEMA	DOMAIN_NAME
acn_awdb	dbo	Route_Call_Detail	Variable8	37	NULL	YES	varchar	40	40	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	Variable9	38	NULL	YES	varchar	40	40	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	Variable10	39	NULL	YES	varchar	40	40	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	TargetLabelID	40	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	RouterCallKeySequenceNumber	41	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	RouterQueueTime	42	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	VruScripts	43	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	Label	44	NULL	YES	varchar	32	32	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	TargetLabel	45	NULL	YES	varchar	32	32	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	DialedNumberString	46	NULL	YES	varchar	32	32	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	BeganRoutingDateTime	47	NULL	YES	datetime	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	BeganCallTypeDateTime	48	NULL	YES	datetime	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	TargetType	49	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	MRDomainID	50	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	RequeryResult	51	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	VruProgress	52	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	DbDateTime	53	NULL	YES	datetime	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Route_Call_Detail	ECCPayloadID	54	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group	SkillTargetID	1	NULL	NO	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	DBINT
acn_awdb	dbo	Skill_Group	ScheduleID	2	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	DBINT
acn_awdb	dbo	Skill_Group	PeripheralID	3	NULL	NO	smallint	NULL	NULL	5	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	DBSMALLINT
acn_awdb	dbo	Skill_Group	EnterpriseName	4	NULL	NO	varchar	32	32	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	acn_awdb	dbo	VNAME32
acn_awdb	dbo	Skill_Group	PeripheralNumber	5	NULL	NO	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	DBINT
acn_awdb	dbo	Skill_Group	PeripheralName	6	NULL	NO	varchar	32	32	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	acn_awdb	dbo	VNAME32
acn_awdb	dbo	Skill_Group	AvailableHoldoffDelay	7	NULL	NO	smallint	NULL	NULL	5	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	DBSMALLINT
acn_awdb	dbo	Skill_Group	Priority	8	NULL	NO	smallint	NULL	NULL	5	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	DBSMALLINT
acn_awdb	dbo	Skill_Group	BaseSkillTargetID	9	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	DBINT
acn_awdb	dbo	Skill_Group	Extension	10	NULL	YES	varchar	10	10	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	acn_awdb	dbo	VTELNO10
acn_awdb	dbo	Skill_Group	SubGroupMaskType	11	NULL	NO	smallint	NULL	NULL	5	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	DBSMALLINT
acn_awdb	dbo	Skill_Group	SubSkillGroupMask	12	NULL	YES	varchar	64	64	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group	ConfigParam	13	NULL	YES	varchar	255	255	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group	Description	14	NULL	YES	varchar	255	255	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	acn_awdb	dbo	DESCRIPTION
acn_awdb	dbo	Skill_Group	Deleted	15	NULL	NO	char	1	1	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	acn_awdb	dbo	DBCHAR
acn_awdb	dbo	Skill_Group	MRDomainID	16	NULL	NO	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	DBINT
acn_awdb	dbo	Skill_Group	IPTA	17	NULL	NO	char	1	1	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	acn_awdb	dbo	DBCHAR
acn_awdb	dbo	Skill_Group	DefaultEntry	18	NULL	NO	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	DBINT
acn_awdb	dbo	Skill_Group	UserDeletable	19	NULL	NO	char	1	1	NULL	NULL	NULL	NULL	NULL	NULL	iso_1	NULL	NULL	Latin1_General_BIN	acn_awdb	dbo	DBCHAR
acn_awdb	dbo	Skill_Group	ServiceLevelThreshold	20	NULL	NO	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	DBINT
acn_awdb	dbo	Skill_Group	ServiceLevelType	21	NULL	NO	smallint	NULL	NULL	5	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	DBSMALLINT
acn_awdb	dbo	Skill_Group	BucketIntervalID	22	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	DBINT
acn_awdb	dbo	Skill_Group	ChangeStamp	23	NULL	NO	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	acn_awdb	dbo	CHANGESTAMP
acn_awdb	dbo	Skill_Group_Interval	DateTime	1	NULL	NO	smalldatetime	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	SkillTargetID	2	NULL	NO	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	TimeZone	3	NULL	NO	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	CallbackMessages	4	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	CallbackMessagesTime	5	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AvgHandledCallsTalkTime	6	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	HoldTime	7	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	HandledCallsTalkTime	8	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	InternalCalls	9	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	InternalCallsTime	10	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	CallsHandled	11	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	SupervAssistCalls	12	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AvgHandledCallsTime	13	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	SupervAssistCallsTime	14	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	HandledCallsTime	15	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	PercentUtilization	16	NULL	YES	real	NULL	NULL	24	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AgentOutCallsTime	17	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	TalkInTime	18	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	LoggedOnTime	19	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AgentOutCalls	20	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	TalkOutTime	21	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	TalkOtherTime	22	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AvailTime	23	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	NotReadyTime	24	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	TransferInCalls	25	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	TalkTime	26	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	TransferInCallsTime	27	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	WorkReadyTime	28	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	TransferOutCalls	29	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	WorkNotReadyTime	30	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	RecoveryDay	31	NULL	NO	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	RecoveryKey	32	NULL	NO	float	NULL	NULL	53	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	BusyOtherTime	33	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	CallsAnswered	34	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ReservedStateTime	35	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AnswerWaitTime	36	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AbandonRingCalls	37	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AbandonRingTime	38	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AbandonHoldCalls	39	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AgentOutCallsTalkTime	40	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AgentOutCallsOnHold	41	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AgentOutCallsOnHoldTime	42	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AgentTerminatedCalls	43	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ConsultativeCalls	44	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ConsultativeCallsTime	45	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ConferencedInCalls	46	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ConferencedInCallsTime	47	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ConferencedOutCalls	48	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ConferencedOutCallsTime	49	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	IncomingCallsOnHoldTime	50	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	IncomingCallsOnHold	51	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	InternalCallsOnHoldTime	52	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	InternalCallsOnHold	53	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	InternalCallsRcvdTime	54	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	InternalCallsRcvd	55	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	RedirectNoAnsCalls	56	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	RedirectNoAnsCallsTime	57	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ShortCalls	58	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	RouterCallsAbandQ	59	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	RouterQueueCalls	60	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AutoOutCalls	61	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AutoOutCallsTime	62	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AutoOutCallsTalkTime	63	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AutoOutCallsOnHold	64	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AutoOutCallsOnHoldTime	65	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	PreviewCalls	66	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	PreviewCallsTime	67	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	PreviewCallsTalkTime	68	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	PreviewCallsOnHold	69	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	PreviewCallsOnHoldTime	70	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ReserveCalls	71	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ReserveCallsTime	72	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ReserveCallsTalkTime	73	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ReserveCallsOnHold	74	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ReserveCallsOnHoldTime	75	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	TalkAutoOutTime	76	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	TalkPreviewTime	77	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	TalkReserveTime	78	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	BargeInCalls	79	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	InterceptCalls	80	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	MonitorCalls	81	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	WhisperCalls	82	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	EmergencyAssists	83	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	CallsOffered	84	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	CallsQueued	85	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	InterruptedTime	86	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	AbandonHoldCallsOut	87	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	NetConsultativeCalls	88	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	NetConsultativeCallsTime	89	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	NetConferencedOutCalls	90	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	NetConfOutCallsTime	91	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	NetTransferOutCalls	92	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	DbDateTime	93	NULL	YES	datetime	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	RouterCallsOffered	94	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	RouterCallsAbandToAgent	95	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	RouterCallsDequeued	96	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	RouterError	97	NULL	YES	int	NULL	NULL	10	10	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
acn_awdb	dbo	Skill_Group_Interval	ServiceLevel	98	NULL	YES	real	NULL	NULL	24	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
