INTERVAL_DATE,QUEUE_NAME,INTERVAL_START_TIME,CONTACTS_RECEIVED_FROM_IVR,CONTACTS_OFFERED,CONTACTS_HANDLED,CONTACTS_ABANDONED,MIN_HANDLE_TIME,MAX_HANDLE_TIME,MEAN_HANDLE_TIME,MEDIAN_HANDLE_TIME,STDDEV_HANDLE_TIME,MIN_SPEED_TO_HANDLE,MAX_SPEED_TO_HANDLE,MEAN_SPEED_TO_HANDLE,MEDIAN_SPEED_TO_HANDLE,STDDEV_SPEED_TO_HANDLE,MIN_SPEED_OF_ANSWER,MAX_SPEED_OF_ANSWER,MEAN_SPEED_OF_ANSWER,MEDIAN_SPEED_OF_ANSWER,STDDEV_SPEED_OF_ANSWER,SPEED_OF_ANSWER_PERIOD_1,SPEED_OF_ANSWER_PERIOD_2,SPEED_OF_ANSWER_PERIOD_3,SPEED_OF_ANSWER_PERIOD_4,SPEED_OF_ANSWER_PERIOD_5,SPEED_OF_ANSWER_PERIOD_6,SPEED_OF_ANSWER_PERIOD_7,SPEED_OF_ANSWER_PERIOD_8,SPEED_OF_ANSWER_PERIOD_9,SPEED_OF_ANSWER_PERIOD_10,CALLS_ABANDONED_PERIOD_1,CALLS_ABANDONED_PERIOD_2,CALLS_ABANDONED_PERIOD_3,CALLS_ABANDONED_PERIOD_4,CALLS_ABANDONED_PERIOD_5,CALLS_ABANDONED_PERIOD_6,CALLS_ABANDONED_PERIOD_7,CALLS_ABANDONED_PERIOD_8,CALLS_ABANDONED_PERIOD_9,CALLS_ABANDONED_PERIOD_10,LABOR_MINUTES_TOTAL,LABOR_MINUTES_WAITING,HEADCOUNT_AVAILABLE,CONTACTS_TRANSFERRED,ANSWER_WAIT_TIME_TOTAL,ABANDON_TIME_TOTAL,SERVICE_LEVEL_ANSWERED_PERCENT,SERVICE_LEVEL_ANSWERED_COUNT,SERVICE_LEVEL_ABANDONED,CALLS_ON_HOLD,HOLD_TIME_TOTAL,SHORT_ABANDONS,TALK_TIME_TOTAL,AFTER_CALL_WORK_TIME_TOTAL,CALL_TYPE,IVR_TIME_TOTAL
5/16/2014,Webchat,5:00:00,0,1,1,0,11,11,11,0,0,17,17,17,0,0,6,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,1,0,6,0,100,1,0,0,0,0,11,0,2,0
5/16/2014,Webchat,5:30:00,0,2,2,0,486,500,493,0,9.9,505,603,554,0,69.3,5,117,61,5,79.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.62,0,1,0,122,0,50,1,0,0,0,0,986,0,2,0
5/16/2014,Webchat,6:00:00,0,3,2,0,0,1014,677.5,341,515.98,0,1019,643.67,0,559.99,0,571,192,0,328.23,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.07,0,1,0,576,0,50,1,0,0,0,0,1355,0,2,0
5/16/2014,InboundAban,6:30:00,0,0,0,0,0,0,0,0,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,Inbound,81
5/16/2014,Webchat,6:30:00,0,1,1,0,1664,1664,1664,0,0,1670,1670,1670,0,0,6,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,1,0,6,0,100,1,0,0,0,0,1664,0,2,0
5/16/2014,InboundAban,7:00:00,0,0,0,0,0,0,0,0,0,15,20,0,20,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,Inbound,35
5/16/2014,InboundAban,7:30:00,0,0,0,0,0,0,0,0,0,15,65,0,0,15.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,2,0,0,0,0,0,0,0,0,0,0,0,Inbound,222
5/16/2014,Labor,7:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.81,0.06,2,0,0,0,0,0,0,0,0,0,0,0,,0
5/16/2014,Webchat,7:30:00,0,1,1,0,79,79,79,0,0,85,85,85,0,0,6,6,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2,0,6,0,100,1,0,0,0,0,79,0,2,0
5/16/2014,InboundAban,8:00:00,0,0,0,0,0,0,0,0,0,18,275,0,0,110.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,10,0,0,0,0,0,0,0,0,0,0,0,Inbound,466
5/16/2014,Labor,8:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,4.85,10,0,0,0,0,0,0,0,0,0,0,0,,0
5/16/2014,MAXHIHIX_English_Individual_Plans_vcall,8:00:00,0,0,0,0,,2,0,0,0,,9,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,10,1,0,0,0,0,0,0,0,0,0,2,Consult,0
5/16/2014,MAXHIHIX_English_Individual_Plans_vcall,8:00:00,5,5,5,0,94,1297,849.4,0,534.95,196,1351,890.4,0,462.89,3,4,3.2,0,0.45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,10,1,2,0,100,5,0,1,12,0,3891,344,Inbound,533
5/16/2014,MAXHIHIX_English_Individual_Tech_Diff_vcall,8:00:00,1,1,1,0,574,574,574,0,0,519,519,519,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,10,0,1,0,100,1,0,0,0,0,409,165,Inbound,107
5/16/2014,MAXHIHIX_English_Individual_vcall,8:00:00,0,0,0,0,,1,0,0,0.58,,8,0,0,2.38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,10,2,0,0,0,0,0,0,0,0,0,2,Consult,0
5/16/2014,MAXHIHIX_English_Individual_vcall,8:00:00,5,5,5,0,29,343,143.2,124,118.76,198,474,293.4,0,110.15,3,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,10,2,2,0,100,5,0,2,94,0,615,7,Inbound,743
5/16/2014,Outbound,8:00:00,0,0,0,0,224,3477,0,0,2300.22,229,3483,0,0,2300.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,10,0,0,0,0,0,0,1,219,0,3482,0,Outbound,0
5/16/2014,Webchat,8:00:00,0,3,3,0,26,243,148.33,0,111.11,31,248,153.67,0,111.24,5,6,5.33,0,0.58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,10,0,16,0,100,3,0,0,0,0,445,0,2,0
5/16/2014,InboundAban,8:30:00,0,0,0,0,0,0,0,0,0,12,122,0,0,31.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,9,0,0,0,0,0,0,0,0,0,0,0,Inbound,505
5/16/2014,Labor,8:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11,2.19,9,0,0,0,0,0,0,0,0,0,0,0,,0
5/16/2014,MAXHIHIX_English_General_vcall,8:30:00,1,1,1,0,75,75,75,75,0,195,195,195,195,0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,9,0,1,0,100,1,0,0,0,0,72,3,Inbound,120
5/16/2014,MAXHIHIX_English_Individual_Plans_vcall,8:30:00,6,6,4,2,0,2253,1095.75,0,890.95,124,2305,1084.75,0,859.92,0,4,25.75,0,1.72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.23,0,9,0,3,90,100,4,33,0,0,0,3743,640,Inbound,493
5/16/2014,MAXHIHIX_English_Individual_vcall,8:30:00,16,16,12,4,0,1218,524.67,0,436.81,120,1285,521.58,0,349.31,0,5,18.08,0,1.49,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2.96,0,9,1,6,180,100,12,25,2,307,0,4491,1498,Inbound,1244
5/16/2014,MAXHIHIX_English_Shop_vcall,8:30:00,2,2,0,2,0,0,0,0,0,130,332,0,332,142.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.26,0,9,0,0,90,0,0,100,0,0,0,0,0,Inbound,372
5/16/2014,MAXHIHIX_Kokua_vcall,8:30:00,1,1,1,0,265,265,265,0,0,133,133,133,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,9,0,1,0,100,1,0,0,0,0,119,146,Inbound,11
5/16/2014,Outbound,8:30:00,0,0,0,0,72,72,0,72,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,9,0,0,0,0,0,0,0,0,0,72,0,Outbound,0
5/16/2014,InboundAban,9:00:00,0,0,0,0,0,0,0,0,0,26,178,0,0,52.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,10,0,0,0,0,0,0,0,0,0,0,0,Inbound,684
5/16/2014,Labor,9:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73,4.61,10,0,0,0,0,0,0,0,0,0,0,0,,0
5/16/2014,MAXHIHIX_English_Individual_Plans_vcall,9:00:00,0,0,0,0,,3,0,0,0,,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,10,1,0,0,0,0,0,0,0,0,0,3,Consult,0
5/16/2014,MAXHIHIX_English_Individual_Plans_vcall,9:00:00,6,6,4,2,0,3695,1044.25,0,1471.61,132,2901,998.75,194,1097,0,3,25.5,0,1.55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.97,0,10,1,2,90,100,4,33,1,18,0,3180,979,Inbound,695
5/16/2014,MAXHIHIX_English_Individual_vcall,9:00:00,0,0,0,0,,2,0,2,0,,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,10,1,0,0,0,0,0,0,0,0,0,2,Consult,0
5/16/2014,MAXHIHIX_English_Individual_vcall,9:00:00,5,5,5,0,220,1239,481,0,428.94,290,759,439.8,0,189.96,2,3,2.6,0,0.55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,10,0,1,0,100,5,0,0,0,0,1774,631,Inbound,412
5/16/2014,MAXHIHIX_English_Shop_vcall,9:00:00,1,1,1,0,258,258,258,0,0,347,347,347,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,10,0,0,0,100,1,0,0,0,0,254,4,Inbound,91
5/16/2014,MAXHIHIX_Kokua_vcall,9:00:00,1,1,1,0,94,94,94,0,0,106,106,106,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,10,0,0,0,100,1,0,0,0,0,93,1,Inbound,10
5/16/2014,MAXHIHIX_Other_General_vcall,9:00:00,0,0,0,0,,2,0,2,0,,9,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,10,1,0,0,0,0,0,0,0,0,0,2,Consult,0
5/16/2014,MAXHIHIX_Other_General_vcall,9:00:00,1,1,1,0,302,302,302,0,0,342,342,342,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,10,1,0,0,100,1,0,1,13,0,289,0,Inbound,37
5/16/2014,Outbound,9:00:00,0,0,0,0,25,182,0,0,80.58,33,198,0,0,83.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,10,0,0,0,0,0,0,0,0,0,342,0,Outbound,0
5/16/2014,InboundAban,9:30:00,0,0,0,0,0,0,0,0,0,12,150,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,8,0,0,0,0,0,0,0,0,0,0,0,Inbound,677
5/16/2014,Labor,9:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,1.93,8,0,0,0,0,0,0,0,0,0,0,0,,0
5/16/2014,MAXHIHIX_English_Individual_Plans_vcall,9:30:00,11,11,6,5,0,2683,771.5,66,787.54,114,2397,932.5,0,662.96,0,18,41.67,0,5.2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2.77,0,8,0,17,218,100,6,45,0,0,0,4204,425,Inbound,1141
5/16/2014,MAXHIHIX_English_Individual_vcall,9:30:00,0,0,0,0,,48,0,0,25.58,,27,0,0,12.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,8,2,0,0,0,0,0,0,0,0,0,56,Consult,0
5/16/2014,MAXHIHIX_English_Individual_vcall,9:30:00,15,15,12,3,0,768,297.83,24,223.58,112,549,365,178,133.87,0,46,21.42,0,15.23,10,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.71,0,8,2,92,135,100,12,20,3,156,0,2377,1041,Inbound,1590
5/16/2014,MAXHIHIX_English_Shop_Application_billing_vcall,9:30:00,1,1,0,1,0,0,0,0,0,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07,0,8,0,0,45,0,0,100,0,0,0,0,0,Inbound,82
5/16/2014,MAXHIHIX_Hawaiian_General_vcall,9:30:00,1,1,1,0,453,453,453,0,0,522,522,522,0,0,47,47,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,8,0,45,0,100,1,0,0,0,0,448,5,Inbound,27
5/16/2014,MAXHIHIX_Kokua_vcall,9:30:00,1,1,1,0,606,606,606,0,0,407,407,407,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,8,0,0,0,100,1,0,0,0,0,393,213,Inbound,11
5/16/2014,MAXHIHIX_Other_General_vcall,9:30:00,2,2,1,1,0,135,135,0,95.46,73,173,246,0,70.71,0,3,48,0,2.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12,0,8,0,0,45,100,1,50,0,0,0,134,1,Inbound,64
5/16/2014,Outbound,9:30:00,0,0,0,0,38,881,0,82,474.51,69,900,0,0,474.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,8,0,0,0,0,0,0,0,0,0,976,25,Outbound,0
5/16/2014,InboundAban,10:00:00,0,0,0,0,0,0,0,0,0,17,153,0,0,47.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,9,0,0,0,0,0,0,0,0,0,0,0,Inbound,933
5/16/2014,Labor,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32,1.57,9,0,0,0,0,0,0,0,0,0,0,0,,0
5/16/2014,MAXHIHIX_English_General_vcall,10:00:00,1,1,0,1,0,0,0,0,0,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,9,0,0,45,0,0,100,0,0,0,0,0,Inbound,129
5/16/2014,MAXHIHIX_English_Individual_Plans_vcall,10:00:00,7,7,5,2,0,1318,626.4,0,490.17,131,969,679.4,0,343.58,0,45,32.8,0,16.86,3,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.63,0,9,0,61,90,100,5,29,1,39,0,2597,496,Inbound,597
5/16/2014,MAXHIHIX_English_Individual_vcall,10:00:00,0,0,0,0,,1,0,0,0.5,,8,0,0,2.52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,9,1,0,0,0,0,0,0,0,0,0,1,Consult,0
5/16/2014,MAXHIHIX_English_Individual_vcall,10:00:00,14,14,10,4,0,1372,454.1,0,416.21,116,1447,641.9,0,389.67,0,3,21.4,0,1.44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3.08,0,9,1,3,180,100,10,29,2,366,0,3972,203,Inbound,1867
5/16/2014,MAXHIHIX_English_Shop_Plans_vcall,10:00:00,1,1,1,0,260,260,260,0,0,347,347,347,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,9,0,1,0,100,1,0,0,0,0,259,1,Inbound,85
5/16/2014,MAXHIHIX_Kokua_vcall,10:00:00,1,1,1,0,183,183,183,0,0,194,194,194,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,9,0,1,0,100,1,0,0,0,0,182,1,Inbound,9
5/16/2014,MAXHIHIX_Other_General_vcall,10:00:00,0,0,0,0,,7,0,7,0,,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,9,0,0,0,0,0,0,0,0,0,0,7,Consult,0
5/16/2014,MAXHIHIX_Other_General_vcall,10:00:00,4,4,3,1,0,2425,1039.67,137,1122.14,82,2462,1104.67,172,1112.01,0,3,17.67,0,1.41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.78,0,9,0,1,45,100,3,25,2,232,0,2885,2,Inbound,144
5/16/2014,Outbound,10:00:00,0,0,0,0,4,6715,0,0,2843.73,11,6726,0,0,2941.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07,0,9,0,0,0,0,0,0,0,0,0,7248,1046,Outbound,0
5/16/2014,InboundAban,10:30:00,0,0,0,0,0,0,0,0,0,0,108,0,0,27.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,12,0,0,0,0,0,0,0,0,0,0,0,Inbound,523
5/16/2014,Labor,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.22,2.38,12,0,0,0,0,0,0,0,0,0,0,0,,0
5/16/2014,MAXHIHIX_English_Individual_Plans_vcall,10:30:00,0,0,0,0,,1,0,0,0,,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,12,0,0,0,0,0,0,0,0,0,0,1,Consult,0
5/16/2014,MAXHIHIX_English_Individual_Plans_vcall,10:30:00,2,2,2,0,303,841,572,0,380.42,397,967,682,0,403.05,3,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,12,0,1,0,100,2,0,1,218,0,925,1,Inbound,215
5/16/2014,MAXHIHIX_English_Individual_vcall,10:30:00,0,0,0,0,,2,0,1,0.71,,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,12,2,0,0,0,0,0,0,0,0,0,3,Consult,0
5/16/2014,MAXHIHIX_English_Individual_vcall,10:30:00,15,15,15,0,65,1935,516.07,0,597.19,143,2014,630.13,0,585.4,2,6,3.07,0,0.96,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,0,12,2,9,0,100,15,0,2,28,0,7626,87,Inbound,1752
5/16/2014,MAXHIHIX_English_Shop_Application_billing_vcall,10:30:00,1,1,1,0,235,235,235,235,0,339,339,339,339,0,20,20,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,12,0,17,0,100,1,0,0,0,0,234,1,Inbound,85
5/16/2014,MAXHIHIX_Kokua_vcall,10:30:00,1,1,1,0,310,310,310,0,0,326,326,326,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,12,0,1,0,100,1,0,1,107,0,202,1,Inbound,14
5/16/2014,MAXHIHIX_Other_General_vcall,10:30:00,0,0,0,0,,7,0,7,0,,6,0,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,12,0,0,0,0,0,0,0,0,0,0,7,Consult,0
5/16/2014,MAXHIHIX_Other_General_vcall,10:30:00,2,2,2,0,31,68,49.5,0,26.16,66,98,82,0,22.63,3,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,12,0,1,0,100,2,0,0,0,0,97,2,Inbound,61
5/16/2014,Outbound,10:30:00,0,0,0,0,54,5828,0,0,2834,57,372,0,89,149.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,12,0,0,0,0,0,0,0,0,0,568,5760,Outbound,0
5/16/2014,Webchat,10:30:00,0,2,2,0,11,326,168.5,0,222.74,16,332,174,0,223.45,5,6,5.5,0,0.71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,12,0,11,0,100,2,0,0,0,0,337,0,2,0
5/16/2014,InboundAban,11:00:00,0,0,0,0,0,0,0,0,0,1,177,0,0,65.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,14,0,0,0,0,0,0,0,0,0,0,0,Inbound,943
5/16/2014,Labor,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,2.36,14,0,0,0,0,0,0,0,0,0,0,0,,0
5/16/2014,MAXHIHIX_English_Individual_Plans_vcall,11:00:00,0,0,0,0,,6,0,0,0,,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,14,1,0,0,0,0,0,0,0,0,0,6,Consult,0
5/16/2014,MAXHIHIX_English_Individual_Plans_vcall,11:00:00,9,9,6,3,0,628,205.17,0,209.66,79,759,346.5,0,219.18,0,43,31.5,0,13.92,5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.88,0,14,1,41,135,100,6,33,1,19,0,1203,9,Inbound,668
5/16/2014,MAXHIHIX_English_Individual_Tech_Diff_vcall,11:00:00,3,3,1,2,0,1603,1603,0,925.49,165,1656,2191,0,808.18,0,3,93,0,1.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.15,0,14,0,0,90,100,1,67,0,0,0,1521,82,Inbound,577
5/16/2014,MAXHIHIX_English_Individual_vcall,11:00:00,0,0,0,0,,2,0,0,1,,5,0,0,1.29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,14,1,0,0,0,0,0,0,0,0,0,2,Consult,0
5/16/2014,MAXHIHIX_English_Individual_vcall,11:00:00,11,11,8,3,0,1481,581.75,0,455.49,117,1608,732.38,0,471.78,0,46,27.5,0,13.98,6,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.79,0,14,2,66,135,100,8,27,2,198,0,4443,13,Inbound,998
5/16/2014,MAXHIHIX_English_Individual_WebChat_Issues_vcall,11:00:00,1,1,1,0,34,34,34,34,0,346,346,346,346,0,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,14,0,0,0,100,1,0,0,0,0,32,2,Inbound,311
5/16/2014,MAXHIHIX_English_Shop_Application_billing_vcall,11:00:00,1,1,0,1,0,0,0,0,0,217,217,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12,0,14,0,0,45,0,0,100,0,0,0,0,0,Inbound,172
5/16/2014,MAXHIHIX_Kokua_vcall,11:00:00,2,2,2,0,100,1299,699.5,0,847.82,111,1269,690,0,818.83,3,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,14,0,0,0,100,2,0,1,599,0,754,46,Inbound,21
5/16/2014,MAXHIHIX_Other_General_vcall,11:00:00,0,0,0,0,,239,0,0,119.33,,106,0,5,51.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,14,1,0,0,0,0,0,0,101,0,0,139,Consult,0
5/16/2014,MAXHIHIX_Other_General_vcall,11:00:00,4,4,4,0,206,3132,1010.5,0,1420.16,246,3168,1047.75,0,1417.71,3,30,9.75,0,13.5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,14,1,31,0,100,4,0,2,514,0,3496,32,Inbound,142
5/16/2014,Outbound,11:00:00,0,0,0,0,4,436,0,0,152.7,7,440,0,0,153.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,14,0,0,0,0,0,0,0,0,0,994,0,Outbound,0
5/16/2014,InboundAban,11:30:00,0,0,0,0,0,0,0,0,0,0,191,0,0,61.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,13,0,0,0,0,0,0,0,0,0,0,0,Inbound,725
5/16/2014,Labor,11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16,4.36,13,0,0,0,0,0,0,0,0,0,0,0,,0
5/16/2014,MAXHIHIX_English_Individual_Plans_vcall,11:30:00,10,10,8,2,0,1732,696.63,0,534.58,116,1606,743.75,341,465.12,0,3,13.88,0,1.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.85,0,13,1,0,90,100,8,20,1,10,0,4792,771,Inbound,1037
5/16/2014,MAXHIHIX_English_Individual_vcall,11:30:00,0,0,0,0,,23,0,0,0,,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,23,Consult,0
5/16/2014,MAXHIHIX_English_Individual_vcall,11:30:00,10,10,10,0,54,2060,794.7,240,738.13,134,1923,838.3,0,697.13,2,12,3.9,0,2.92,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,13,0,12,0,100,10,0,2,77,0,7377,493,Inbound,890
