activity_type_id, activity_type_name, activity_type_description, activity_type_category, is_paid_flag, is_available_flag, is_ready_flag, is_absence_flag, record_eff_dt, record_end_dt
0,Unknown,Unknown,Unknown,0,0,0,0,1/1/1900,12/31/2999
