"InteractionID",Client,"MediaType",submittedTime,CompletedTime,"connID",CRMActivityID
"592561FC01E7D9818076000000124578",,"epVmail",12/05/2017 00:28:21,12/05/2017 00:31:32,,
"ED376D7201E7D981B089000000124578",,"epVmail",12/05/2017 00:29:37,12/05/2017 00:29:55,,
"6BD593F601E7D981874F000000124578",,"epVmail",12/05/2017 00:42:21,12/05/2017 00:42:25,,
"489FA00001E7D9918233000000124578",,"epVmail",12/05/2017 02:05:03,12/05/2017 02:05:23,,
"1F2E632801E7D9A1BC98000000124578",,"epVmail",12/05/2017 02:46:30,12/05/2017 02:52:07,,
"C79D117401E7D9B19932000000124578",,"epVmail",12/05/2017 04:47:25,12/05/2017 04:48:49,,
"5F7A978201E7D9B1B704000000124578",,"epVmail",12/05/2017 06:02:30,12/05/2017 06:03:07,,
"2B05F70201E7D9B1984E000000124578",,"epVmail",12/05/2017 06:10:27,12/05/2017 06:10:30,,
"2EACD99201E7D9C1B431000000124578",,"epVmail",12/05/2017 06:50:48,12/05/2017 06:51:03,,
"38DC262001E7D9C18D0E000000124578",,"epVmail",12/05/2017 07:28:15,12/05/2017 07:28:59,,
"8E2DCB8601E7D9C1AC3F000000124578",,"epVmail",12/05/2017 07:44:34,12/05/2017 07:45:12,,
"2CEC0D0C01E7D9C1A7A1000000124578",,"epVmail",12/05/2017 08:11:13,12/05/2017 08:13:06,,
"6E4558D001E7D9C1AEDA000000124578",,"epVmail",12/05/2017 08:12:40,12/05/2017 08:13:22,,
"CEDA626201E7D9C18BE3000000124578",,"epVmail",12/05/2017 08:14:19,12/05/2017 08:14:52,,
"139DCEFC01E7D9C1943F000000124578",,"epVmail",12/05/2017 08:16:11,12/05/2017 08:16:42,,
"5D6EF7C601E7D9D19357000000124578",,"epVmail",12/05/2017 08:25:22,12/05/2017 08:25:50,,
"7B6047DC01E7D9D1A28A000000124578",,"epVmail",12/05/2017 08:47:03,12/05/2017 08:47:13,,
"84AF972001E7D9D186B5000000124578",,"epVmail",12/05/2017 08:47:59,12/05/2017 08:48:39,,
"A64F48A201E7D9D1AE5C000000124578",,"epVmail",12/05/2017 08:57:13,12/05/2017 08:57:58,,
"EB4B892001E7D9D1AE16000000124578",,"epVmail",12/05/2017 08:59:42,12/05/2017 08:59:49,,
"2C67457001E7D9D1B7EE000000124578",,"epVmail",12/05/2017 08:59:52,12/05/2017 09:00:24,,
"86BC964801E7D9E19DBA000000124578",,"epVmail",12/05/2017 11:25:49,12/05/2017 11:26:46,,
"FB8B2D5C01E7D9E1B0F4000000124578",,"epVmail",12/05/2017 11:42:36,12/05/2017 11:42:46,,
"45F5C79E01E7D9E194AF000000124578",,"epVmail",12/05/2017 11:43:07,12/05/2017 11:43:17,,
"D11BB68A01E7D9E1BB77000000124578",,"epVmail",12/05/2017 11:47:21,12/05/2017 11:47:29,,
"B406F4EC01E7D9E1911A000000124578",,"epVmail",12/05/2017 11:47:41,12/05/2017 11:47:54,,
"B81BBB8A01E7D9E18585000000124578",,"epVmail",12/05/2017 11:48:08,12/05/2017 11:48:53,,
"2013A43201E7D9E1A58B000000124578",,"epVmail",12/05/2017 11:50:24,12/05/2017 11:51:18,,
"1E9DA75601E7D9E1989D000000124578",,"epVmail",12/05/2017 11:51:21,12/05/2017 11:52:10,,
"699123DC01E7D9E18BC8000000124578",,"epVmail",12/05/2017 11:52:36,12/05/2017 11:52:42,,
"8C8FE6C401E7D9E18F99000000124578",,"epVmail",12/05/2017 12:01:03,12/05/2017 12:01:19,,
"75E6A00601E7D9E1801F000000124578",,"epVmail",12/05/2017 12:07:15,12/05/2017 12:08:17,,
"05B3569C01E7D9F1AA8D000000124578",,"epVmail",12/05/2017 12:25:03,12/05/2017 12:33:18,,
"F55DC87E01E7D9F1A9A3000000124578",,"epVmail",12/05/2017 12:40:41,12/05/2017 12:41:29,,
"626C2EE201E7D9F18D16000000124578",,"epVmail",12/05/2017 12:42:56,12/05/2017 12:43:16,,
"501123FA01E7D9F19707000000124578",,"epVmail",12/05/2017 12:49:33,12/05/2017 12:49:59,,
"01D89AB401E7D9F1B2FE000000124578",,"epVmail",12/05/2017 12:53:32,12/05/2017 12:53:40,,
"1009E4BC01E7D9F18D8B000000124578",,"epVmail",12/05/2017 12:55:12,12/05/2017 12:56:04,,
"910FC3FC01E7D9F198E1000000124578",,"epVmail",12/05/2017 12:56:31,12/05/2017 13:03:41,,
"071FF78201E7D9F1B372000000124578",,"epVmail",12/05/2017 13:00:55,12/05/2017 13:01:02,,
"F8640CC801E7D9F1A70F000000124578",,"epVmail",12/05/2017 13:08:07,12/05/2017 13:08:45,,
"0AA190CC01E7D9F1B469000000124578",,"epVmail",12/05/2017 13:09:41,12/05/2017 13:10:34,,
"3E3B5C1A01E7D9F184E4000000124578",,"epVmail",12/05/2017 13:09:47,12/05/2017 13:10:24,,
"75EA23BC01E7D9F187AC000000124578",,"epVmail",12/05/2017 13:13:56,12/05/2017 13:14:46,,
"E635AD5801E7D9F184F0000000124578",,"epVmail",12/05/2017 13:14:58,12/05/2017 13:15:48,,
"311B480001E7D9F1A1A2000000124578",,"epVmail",12/05/2017 13:18:08,12/05/2017 13:18:58,,
"25B3366201E7D9F1B3BB000000124578",,"epVmail",12/05/2017 13:25:01,12/05/2017 13:34:01,,
"37F67D2A01E7D9F1B083000000124578",,"epVmail",12/05/2017 13:25:21,12/05/2017 13:34:16,,
"C5C4109001E7D9F18BDF000000124578",,"epVmail",12/05/2017 13:27:07,12/05/2017 13:34:12,,
"D6D1812801E7D9F18A27000000124578",,"epVmail",12/05/2017 13:29:56,12/05/2017 13:30:46,,
"3AF59F2C01E7D9F1B6C9000000124578",,"epVmail",12/05/2017 13:31:21,12/05/2017 13:32:14,,
"452F222401E7D9F1A994000000124578",,"epVmail",12/05/2017 13:31:31,12/05/2017 13:31:52,,
"ECD9CCA401E7D9F1AED3000000124578",,"epVmail",12/05/2017 13:36:19,12/05/2017 13:37:06,,
"6EDA468A01E7D9F18E07000000124578",,"epVmail",12/05/2017 13:42:06,12/05/2017 13:49:20,,
"C836DD9601E7D9F1AA8D000000124578",,"epVmail",12/05/2017 13:42:17,12/05/2017 13:42:57,,
"27892B6401E7D9F1952E000000124578",,"epVmail",12/05/2017 13:46:21,12/05/2017 13:47:06,,
"93EA3A1401E7D9F19C22000000124578",,"epVmail",12/05/2017 13:47:08,12/05/2017 13:47:21,,
"9A59193801E7D9F1B560000000124578",,"epVmail",12/05/2017 13:49:19,12/05/2017 13:49:27,,
"14240EE801E7D9F1A3CC000000124578",,"epVmail",12/05/2017 13:59:06,12/05/2017 14:00:04,,
"207E775E01E7D9F18C1E000000124578",,"epVmail",12/05/2017 14:06:26,12/05/2017 14:07:07,,
"CFACF99E01E7D9F1B6FD000000124578",,"epVmail",12/05/2017 14:09:32,12/05/2017 14:09:42,,
"5FACF61C01E7D9F18459000000124578",,"epVmail",12/05/2017 14:10:49,12/05/2017 14:13:13,,
"E4A9E09801E7DA01A0EA000000124578",,"epVmail",12/05/2017 14:30:08,12/05/2017 14:30:26,,
"FBBA468E01E7DA0199BA000000124578",,"epVmail",12/05/2017 15:03:56,12/05/2017 15:04:43,,
"5D4B322A01E7DA0189A0000000124578",,"epVmail",12/05/2017 15:25:18,12/05/2017 15:26:12,,
"08A583FE01E7DA019C0E000000124578",,"epVmail",12/05/2017 15:37:40,12/05/2017 15:37:57,,
"0050DA8C01E7DA018A07000000124578",,"epVmail",12/05/2017 15:38:10,12/05/2017 15:38:36,,
"10F9603401E7DA11AD72000000124578",,"epVmail",12/05/2017 16:24:44,12/05/2017 16:37:59,,
"0FD4EBD201E7DA21BFA2000000124578",,"epVmail",12/05/2017 18:02:21,12/05/2017 18:02:24,,
"CC3F508C01E7DA21ACC4000000124578",,"epVmail",12/05/2017 18:08:06,12/05/2017 18:08:23,,
"C8A6CA0401E7DA21B104000000124578",,"epVmail",12/05/2017 18:08:14,12/05/2017 18:08:45,,
"3C7250FC01E7DA21A4B6000000124578",,"epVmail",12/05/2017 18:11:44,12/05/2017 18:11:52,,
"80EFE5B401E7DA2183CA000000124578",,"epVmail",12/05/2017 18:13:30,12/05/2017 18:14:06,,
"A7A4A24E01E7DA21A7EC000000124578",,"epVmail",12/05/2017 18:13:47,12/05/2017 18:13:55,,
"F32C94E201E7DA219541000000124578",,"epVmail",12/05/2017 18:16:18,12/05/2017 18:16:29,,
"DC8A5FDA01E7DA21A11D000000124578",,"epVmail",12/05/2017 18:16:36,12/05/2017 18:17:32,,
"0D0EDC1201E7DA219579000000124578",,"epVmail",12/05/2017 18:17:05,12/05/2017 18:17:21,,
"BE288AA201E7DA218C33000000124578",,"epVmail",12/05/2017 18:22:18,12/05/2017 18:23:14,,
"A4CD4E4E01E7DA21BD5A000000124578",,"epVmail",12/05/2017 18:22:22,12/05/2017 18:22:22,,
"E50B47A801E7DA21B541000000124578",,"epVmail",12/05/2017 18:29:44,12/05/2017 18:29:51,,
"A04ABF1C01E7DA21BB2F000000124578",,"epVmail",12/05/2017 18:36:35,12/05/2017 18:36:38,,
"1FCBA05C01E7DA218AFD000000124578",,"epVmail",12/05/2017 18:46:28,12/05/2017 18:46:48,,
"10530EB201E7DA21A3DC000000124578",,"epVmail",12/05/2017 18:46:30,12/05/2017 18:47:15,,
"5A6C368001E7DA21A3A4000000124578",,"epVmail",12/05/2017 18:55:37,12/05/2017 18:56:23,,
"A58F20C801E7DA21B5CF000000124578",,"epVmail",12/05/2017 18:56:33,12/05/2017 18:56:35,,
"B2CC476601E7DA21AD39000000124578",,"epVmail",12/05/2017 18:56:56,12/05/2017 18:56:59,,
"C592763601E7DA219BE3000000124578",,"epVmail",12/05/2017 18:57:35,12/05/2017 18:57:45,,
"2FF4141C01E7DA218ECD000000124578",,"epVmail",12/05/2017 19:00:47,12/05/2017 19:00:53,,
"5FD1560E01E7DA21994F000000124578",,"epVmail",12/05/2017 19:05:22,12/05/2017 19:05:39,,
"E11A432E01E7DA21B936000000124578",,"epVmail",12/05/2017 19:05:58,12/05/2017 19:06:03,,
"BBC8482C01E7DA21B0D6000000124578",,"epVmail",12/05/2017 19:12:43,12/05/2017 19:13:03,,
"F9D7014E01E7DA21A11F000000124578",,"epVmail",12/05/2017 19:13:51,12/05/2017 19:14:10,,
"70B68C7001E7DA218E9C000000124578",,"epVmail",12/05/2017 19:24:21,12/05/2017 19:24:41,,
"03C0C3C801E7DA21A196000000124578",,"epVmail",12/05/2017 19:28:47,12/05/2017 19:29:12,,
"E31E3D0001E7DA21B3B3000000124578",,"epVmail",12/05/2017 19:49:20,12/05/2017 19:49:59,,
"E52AE66A01E7DA3183DD000000124578",,"epVmail",12/05/2017 19:55:39,12/05/2017 19:55:47,,
"3963C15601E7DA31ADFC000000124578",,"epVmail",12/05/2017 20:05:45,12/05/2017 20:06:04,,
"2832756801E7DA41A48D000000124578",,"epVmail",12/05/2017 21:46:04,12/05/2017 21:46:12,,
"440B392801E7DA4195C0000000124578",,"epVmail",12/05/2017 21:46:21,12/05/2017 21:46:41,,
"8E227F1C01E7DA41A7F9000000124578",,"epVmail",12/05/2017 21:48:48,12/05/2017 21:48:54,,
"0070125201E7DA419059000000124578",,"epVmail",12/05/2017 23:24:39,12/05/2017 23:25:01,,
