"InteractionID",Client,"MediaType",submittedTime,CompletedTime,"connID",CRMActivityID
"95B13EC001E88E31854F000000124578",,"epVmail",07/23/2018 00:00:00,07/23/2018 00:05:37,,
"B18417B601E88E319F2B000000124578",,"epVmail",07/23/2018 00:01:18,07/23/2018 00:01:32,,
"83FBE9AA01E88E519824000000124578",,"epVmail",07/23/2018 02:15:22,07/23/2018 02:15:30,,
"248C09C601E88E71AB16000000124578",,"epVmail",07/23/2018 07:19:24,07/23/2018 07:25:22,,
"DC71A44601E88E81907D000000124578",,"epVmail",07/23/2018 08:02:23,07/23/2018 08:03:13,,
"7271AB0601E88E81979A000000124578",,"epVmail",07/23/2018 08:21:19,07/23/2018 08:22:12,,
"7E5190C001E88E818BE8000000124578",,"epVmail",07/23/2018 08:29:48,07/23/2018 08:31:48,,
"DCA2551A01E88E81912D000000124578",,"epVmail",07/23/2018 08:31:19,07/23/2018 08:32:09,,
"F2B8ED8201E88E8188D1000000124578",,"epVmail",07/23/2018 08:31:28,07/23/2018 08:31:49,,
"A521ACF201E88E818F69000000124578",,"epVmail",07/23/2018 08:36:37,07/23/2018 08:37:08,,
"BED56B7001E88E8196AD000000124578",,"epVmail",07/23/2018 08:37:27,07/23/2018 08:37:50,,
"A510C1A801E88E819FE0000000124578",,"epVmail",07/23/2018 08:37:41,07/23/2018 08:38:26,,
"53B2FFFA01E88E819490000000124578",,"epVmail",07/23/2018 08:41:57,07/23/2018 08:42:45,,
"EC4EB9D401E88E81BFFC000000124578",,"epVmail",07/23/2018 08:45:56,07/23/2018 08:46:27,,
"4017D63601E88E81ABE3000000124578",,"epVmail",07/23/2018 08:47:11,07/23/2018 08:47:12,,
"59F8F01601E88E81B7FB000000124578",,"epVmail",07/23/2018 08:55:07,07/23/2018 08:55:07,,
"D3075F2E01E88E818CDF000000124578",,"epVmail",07/23/2018 08:59:53,07/23/2018 08:59:59,,
"2093E94001E88E918F2E000000124578",,"epVmail",07/23/2018 11:07:24,07/23/2018 11:07:32,,
"AAC6894001E88EB1BDF1000000124578",,"epVmail",07/23/2018 14:27:17,07/23/2018 14:33:35,,
"BD9D206E01E88ED19CC7000000124578",,"epVmail",07/23/2018 18:02:40,07/23/2018 18:03:07,,
"0103787601E88ED182D0000000124578",,"epVmail",07/23/2018 18:04:35,07/23/2018 18:04:47,,
"27DB52DE01E88ED19AF1000000124578",,"epVmail",07/23/2018 18:05:11,07/23/2018 18:05:31,,
"7652E1A201E88ED1807B000000124578",,"epVmail",07/23/2018 18:07:51,07/23/2018 18:08:35,,
"BF9401C401E88ED19332000000124578",,"epVmail",07/23/2018 18:17:02,07/23/2018 18:17:22,,
"D5E41F0E01E88ED19146000000124578",,"epVmail",07/23/2018 18:17:43,07/23/2018 18:18:07,,
"798B6ED201E88ED180CD000000124578",,"epVmail",07/23/2018 18:22:02,07/23/2018 18:22:13,,
"43787D9E01E88ED18250000000124578",,"epVmail",07/23/2018 18:22:39,07/23/2018 18:23:36,,
"9E8ADD8001E88ED19B4A000000124578",,"epVmail",07/23/2018 18:23:10,07/23/2018 18:23:14,,
"D7D3295801E88ED1B3BD000000124578",,"epVmail",07/23/2018 18:24:47,07/23/2018 18:24:52,,
"2DF2E8C801E88ED18F0D000000124578",,"epVmail",07/23/2018 18:26:59,07/23/2018 18:27:05,,
"96BB142A01E88ED19C2F000000124578",,"epVmail",07/23/2018 18:29:59,07/23/2018 18:30:05,,
"18B7957001E88ED1A1EA000000124578",,"epVmail",07/23/2018 18:33:42,07/23/2018 18:34:01,,
"3593514801E88ED1A614000000124578",,"epVmail",07/23/2018 18:35:09,07/23/2018 18:35:23,,
"956B47A601E88ED1A5EE000000124578",,"epVmail",07/23/2018 18:36:34,07/23/2018 18:36:40,,
"A63621D201E88ED1B4FB000000124578",,"epVmail",07/23/2018 18:37:32,07/23/2018 18:37:40,,
"D4128C1201E88ED1858E000000124578",,"epVmail",07/23/2018 18:39:04,07/23/2018 18:39:23,,
"E4EEF97601E88ED1B53D000000124578",,"epVmail",07/23/2018 18:39:40,07/23/2018 18:39:58,,
"46C8B4DE01E88ED1ADDE000000124578",,"epVmail",07/23/2018 18:41:41,07/23/2018 18:41:55,,
"E7819DB801E88ED1B92F000000124578",,"epVmail",07/23/2018 18:53:57,07/23/2018 18:54:20,,
"BCE7D66E01E88ED1A41C000000124578",,"epVmail",07/23/2018 19:14:30,07/23/2018 19:15:07,,
"06286E6A01E88ED1B9C0000000124578",,"epVmail",07/23/2018 19:15:57,07/23/2018 19:16:03,,
"E0D8E90401E88ED1AB61000000124578",,"epVmail",07/23/2018 19:21:50,07/23/2018 19:21:57,,
"F69E301E01E88ED18DC4000000124578",,"epVmail",07/23/2018 19:23:13,07/23/2018 19:24:19,,
"078C967201E88EE18230000000124578",,"epVmail",07/23/2018 19:24:04,07/23/2018 19:24:49,,
"C23998A801E88EE1BB0C000000124578",,"epVmail",07/23/2018 19:28:36,07/23/2018 19:28:57,,
"8F7F83EE01E88EE18BE1000000124578",,"epVmail",07/23/2018 19:42:26,07/23/2018 19:43:06,,
"D11C273E01E88EE19784000000124578",,"epVmail",07/23/2018 19:50:49,07/23/2018 19:51:12,,
"F9B1668201E88EE1ABE4000000124578",,"epVmail",07/23/2018 19:52:01,07/23/2018 19:52:42,,
"18D5B51201E88EE1B7DC000000124578",,"epVmail",07/23/2018 19:58:57,07/23/2018 19:58:57,,
"D6FEE04A01E88EE18270000000124578",,"epVmail",07/23/2018 20:05:23,07/23/2018 20:05:57,,
"7CB1D69801E88EE1A1E6000000124578",,"epVmail",07/23/2018 20:31:13,07/23/2018 20:31:37,,
"A93218C601E88EE1BA71000000124578",,"epVmail",07/23/2018 20:38:45,07/23/2018 20:38:49,,
"68FF6F0801E88EF18AF3000000124578",,"epVmail",07/23/2018 22:46:37,07/23/2018 22:47:01,,
