"DBDateTime","AppName","ElementName",Count
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","1SiteMenuClosed",1
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","7to10Days_MSG",6
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_1",24
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_10",7
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_11",1
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_12",1
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_14",6
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_15",6
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_16",7
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_17",5
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_18",5
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_2",112
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_20",2
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_22",1
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_23",7
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_3",13
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_30",6
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_4",7
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_5",3
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_6",1
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_7",1
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_9",34
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","APM_ARB",2
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","APM_ARM",2
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","APM_ENG",414
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","APM_SPA",33
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_CAM",3
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_CAN",2
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_FAR",1
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_HMO",1
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_KOR",3
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_MAN",1
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_RUS",4
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_VIE",4
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","Audio_01",117
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","CaliZipCode",1
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","CaptureSSNDOB.3rdDOBAttempt",10
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","CaptureSSNDOB.3rdSSNCINAttempt",7
"2019-06-08 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","CaptureSSNDOB.CaptureSSNDOB",44
