"InteractionID",Client,"MediaType",submittedTime,CompletedTime,"connID",CRMActivityID
"40E64E3801E7F371837B000000124578",,"epVmail",01/07/2018 00:16:33,01/07/2018 00:16:41,,
"3BD4344801E7F3B18DF3000000124578",,"epVmail",01/07/2018 07:10:38,01/07/2018 07:11:20,,
"F0A50D7401E7F3B182D2000000124578",,"epVmail",01/07/2018 07:58:39,01/07/2018 07:59:22,,
"A0783E1401E7F3C19168000000124578",,"epVmail",01/07/2018 08:46:31,01/07/2018 08:47:13,,
"4C2BE3FE01E7F3C1BC13000000124578",,"epVmail",01/07/2018 09:34:16,01/07/2018 09:34:57,,
"3880D70001E7F3C199BF000000124578",,"epVmail",01/07/2018 09:40:15,01/07/2018 09:41:13,,
"FA3E3C0201E7F3C1AF86000000124578",,"epVmail",01/07/2018 10:22:07,01/07/2018 10:22:52,,
"829D94EE01E7F3C1AD3C000000124578",,"epVmail",01/07/2018 10:24:07,01/07/2018 10:24:22,,
"961537F201E7F3C18F71000000124578",,"epVmail",01/07/2018 10:24:28,01/07/2018 10:24:30,,
"3CBCFE7201E7F3D18552000000124578",,"epVmail",01/07/2018 10:36:53,01/07/2018 10:37:00,,
"A62371C601E7F3D1A9B2000000124578",,"epVmail",01/07/2018 11:09:50,01/07/2018 11:10:32,,
"4E9088F201E7F3D1B7AB000000124578",,"epVmail",01/07/2018 11:20:30,01/07/2018 11:20:46,,
"793CEDB601E7F3D19E60000000124578",,"epVmail",01/07/2018 11:21:26,01/07/2018 11:21:34,,
"2E00EB5C01E7F3D1A16F000000124578",,"epVmail",01/07/2018 11:34:02,01/07/2018 11:34:30,,
"5705812C01E7F3D191EB000000124578",,"epVmail",01/07/2018 11:57:46,01/07/2018 11:58:30,,
"4CBCD04801E7F3D18819000000124578",,"epVmail",01/07/2018 12:02:44,01/07/2018 12:02:50,,
"9CA7A3A401E7F3E1A21D000000124578",,"epVmail",01/07/2018 12:34:59,01/07/2018 12:35:56,,
"0CBE501001E7F3E1B117000000124578",,"epVmail",01/07/2018 12:44:16,01/07/2018 12:44:22,,
"06D38FD001E7F3E19D7C000000124578",,"epVmail",01/07/2018 12:45:38,01/07/2018 12:46:23,,
"B11FE41601E7F3E1A0ED000000124578",,"epVmail",01/07/2018 12:48:34,01/07/2018 12:48:39,,
"B6D72CC401E7F3E1B043000000124578",,"epVmail",01/07/2018 13:33:28,01/07/2018 13:34:10,,
"939C5BF201E7F3E186E7000000124578",,"epVmail",01/07/2018 13:38:10,01/07/2018 13:38:18,,
"A2AC03AC01E7F3E1910A000000124578",,"epVmail",01/07/2018 13:52:31,01/07/2018 13:52:37,,
"9F1260BA01E7F3E1837C000000124578",,"epVmail",01/07/2018 13:53:05,01/07/2018 13:53:50,,
"83DAD0E201E7F3E1BEDD000000124578",,"epVmail",01/07/2018 13:58:49,01/07/2018 13:58:49,,
"9B8C135801E7F3E1BCB3000000124578",,"epVmail",01/07/2018 14:07:23,01/07/2018 14:07:50,,
"7109373601E7F3E1B9A8000000124578",,"epVmail",01/07/2018 14:13:13,01/07/2018 14:13:17,,
"621C52F201E7F3F1BE7C000000124578",,"epVmail",01/07/2018 14:21:15,01/07/2018 14:21:59,,
"2F84FD9801E7F3F187B1000000124578",,"epVmail",01/07/2018 14:25:06,01/07/2018 14:25:11,,
"8FEA937801E7F3F1878E000000124578",,"epVmail",01/07/2018 14:28:53,01/07/2018 14:29:04,,
"04A07AAE01E7F3F18E47000000124578",,"epVmail",01/07/2018 14:52:58,01/07/2018 14:53:04,,
"F0E0BAC201E7F3F1B025000000124578",,"epVmail",01/07/2018 15:06:12,01/07/2018 15:06:13,,
"154CBEB001E7F3F1A3DA000000124578",,"epVmail",01/07/2018 15:09:10,01/07/2018 15:09:51,,
"3A008D1201E7F3F1B9F1000000124578",,"epVmail",01/07/2018 15:16:20,01/07/2018 15:16:50,,
"FF9BF67C01E7F3F1AAF1000000124578",,"epVmail",01/07/2018 15:36:12,01/07/2018 15:36:16,,
"CBD5F8EE01E7F3F18A95000000124578",,"epVmail",01/07/2018 15:57:13,01/07/2018 15:57:54,,
"6397C7B601E7F3F1A359000000124578",,"epVmail",01/07/2018 16:00:40,01/07/2018 16:01:29,,
