"InteractionID",Client,"MediaType",submittedTime,CompletedTime,"connID",CRMActivityID
"BB36B25E01E8A6B1B03F000000124578",,"epVmail",08/23/2018 03:00:47,08/23/2018 03:00:55,,
"A50E64EC01E8A6D18E3D000000124578",,"epVmail",08/23/2018 06:54:47,08/23/2018 06:55:12,,
"FD8FE0F401E8A6D1BD34000000124578",,"epVmail",08/23/2018 07:06:08,08/23/2018 07:06:53,,
"9CF1045201E8A6D19D0A000000124578",,"epVmail",08/23/2018 07:14:38,08/23/2018 07:20:37,,
"E9A100DE01E8A6D1B1B3000000124578",,"epVmail",08/23/2018 07:25:54,08/23/2018 07:26:22,,
"0FB7D8B001E8A6D1953A000000124578",,"epVmail",08/23/2018 07:28:20,08/23/2018 07:28:52,,
"C825424401E8A6D1AFD2000000124578",,"epVmail",08/23/2018 07:30:09,08/23/2018 07:36:09,,
"A4F28CD001E8A6D183BE000000124578",,"epVmail",08/23/2018 07:39:24,08/23/2018 07:39:40,,
"4C21403A01E8A6D19E30000000124578",,"epVmail",08/23/2018 07:58:26,08/23/2018 07:59:11,,
"4D5A284C01E8A6D1B79F000000124578",,"epVmail",08/23/2018 08:18:57,08/23/2018 08:19:33,,
"34ECE94601E8A6E1B479000000124578",,"epVmail",08/23/2018 08:32:06,08/23/2018 08:32:12,,
"58DEDE2201E8A6E1BB9D000000124578",,"epVmail",08/23/2018 08:34:24,08/23/2018 08:34:30,,
"C5037D6A01E8A6E182A8000000124578",,"epVmail",08/23/2018 08:36:40,08/23/2018 08:37:22,,
"3186372601E8A6E1B27A000000124578",,"epVmail",08/23/2018 08:37:26,08/23/2018 08:43:24,,
"3706A47801E8A6E1BE5D000000124578",,"epVmail",08/23/2018 08:39:42,08/23/2018 08:40:11,,
"4F5B702601E8A6E19A47000000124578",,"epVmail",08/23/2018 08:40:07,08/23/2018 08:40:22,,
"955BB82801E8A6E1923E000000124578",,"epVmail",08/23/2018 08:50:35,08/23/2018 08:51:20,,
"A53CD7DA01E8A6E19307000000124578",,"epVmail",08/23/2018 08:57:07,08/23/2018 08:57:58,,
"D338808401E8A731ABEE000000124578",,"epVmail",08/23/2018 18:02:34,08/23/2018 18:03:11,,
"DAFF282C01E8A7318985000000124578",,"epVmail",08/23/2018 18:02:48,08/23/2018 18:03:19,,
"111AEE1E01E8A731A650000000124578",,"epVmail",08/23/2018 18:05:37,08/23/2018 18:06:19,,
"D9109AE601E8A73194B8000000124578",,"epVmail",08/23/2018 18:06:04,08/23/2018 18:06:09,,
"5CDEF98A01E8A7319599000000124578",,"epVmail",08/23/2018 18:06:22,08/23/2018 18:06:56,,
"E296ABDC01E8A7318CF5000000124578",,"epVmail",08/23/2018 18:07:58,08/23/2018 18:13:57,,
"8A3174C601E8A731AF9F000000124578",,"epVmail",08/23/2018 18:08:05,08/23/2018 18:09:00,,
"1021C9E601E8A731A478000000124578",,"epVmail",08/23/2018 18:10:53,08/23/2018 18:11:01,,
"24F275AA01E8A7319CEC000000124578",,"epVmail",08/23/2018 18:11:38,08/23/2018 18:11:57,,
"3FD84BCE01E8A731AB46000000124578",,"epVmail",08/23/2018 18:12:19,08/23/2018 18:12:25,,
"3548204E01E8A73196B2000000124578",,"epVmail",08/23/2018 18:12:41,08/23/2018 18:13:27,,
"5206676801E8A731AB75000000124578",,"epVmail",08/23/2018 18:12:52,08/23/2018 18:13:06,,
"AFC719B001E8A7319AD6000000124578",,"epVmail",08/23/2018 18:15:52,08/23/2018 18:16:32,,
