"DBDateTime","AppName","ElementName",Count
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","1SiteMenuOpen",192
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","2SiteMenuClosed",1
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","2SiteMenuOpen",72
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","3rdDOBAttempt",107
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","3rdDOBAttempt2",139
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","3rdSSNCINAttempt",217
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","3SiteMenuOpen",48
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","4SiteMenuOpen",1
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","5SiteMenuOpen",2
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_1",2351
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_10",207
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_12",98
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_14",166
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_15",69
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_16",309
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_17",194
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_18",426
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_19",1
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_2",169
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_20",95
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_21",162
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_22",316
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_23",6141
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_24",37
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_3",408
"2017-08-01 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_4",817
