"DBDateTime","AppName","ElementName",Count
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","1SiteMenuClosed",1
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","2SiteMenuClosed",1
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","3SiteMenuClosed",1
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_1",13
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_10",7
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_12",1
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_16",2
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_17",1
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_18",3
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_2",100
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_20",1
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_21",1
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_22",3
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_23",7
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_3",3
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_4",3
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_5",1
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_6",1
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_7",2
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_9",24
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","APM_ARB",1
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","APM_ARM",2
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","APM_ENG",396
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","APM_SPA",24
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_CAM",4
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_CAN",1
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_FAR",3
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_HMO",3
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_KOR",3
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_MAN",3
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_RUS",2
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_TAG",1
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_VIE",3
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","Audio_01",83
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","CaliZipCode",4
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","CaptureSSNDOB.3rdDOBAttempt",2
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","CaptureSSNDOB.3rdSSNCINAttempt",1
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","CaptureSSNDOB.CaptureSSNDOB",29
"2019-05-11 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","CaptureSSNDOB.DOBCount",2
