"DBDateTime","AppName","ElementName",Count
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","2SiteMenuClosed",4
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","Access_Closed",1
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_1",25
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_10",5
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_11",4
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_14",1
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_16",1
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_18",5
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_2",29
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_21",2
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_22",4
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_23",4
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_3",8
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_31",1
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_4",10
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_5",6
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_6",4
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_7",1
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_9",24
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","APM_ARB",6
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","APM_ARM",1
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","APM_ENG",280
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","APM_SPA",39
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_CAM",5
"2018-11-17 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","ARM_CAN",3
