ID	WORKRESOURCEID	EMPLOYEEFILTERID
1723298966	57567	6860
1723298967	57570	6860
1723298968	57739	6860
1723298969	57787	6860
1723298970	57797	6860
1723298971	57801	6860
1723298972	57803	6860
1723298973	57826	6860
1723298974	57833	6860
1723298975	57883	6860
1723298976	57887	6860
1723298977	57888	6860
1723298978	57903	6860
1723298979	57906	6860
1723298980	57907	6860
1723298981	57908	6860
1723298982	57924	6860
1723298983	57987	6860
1723298984	57993	6860
1723298985	58031	6860
1723298986	58032	6860
1723298987	58043	6860
1723298988	58052	6860
1723298989	58058	6860
1723298990	58061	6860
1723298991	58073	6860
1723298992	58075	6860
1723298993	58081	6860
1723298994	58082	6860
1723298995	90651	6860
1723298996	90804	6860
1723298997	77	6864
1723298998	111	6864
1723298999	141	6864
1723299000	153	6864
1723299001	18260	6864
1723299002	18280	6864
1723299003	18730	6864
1723299004	18918	6864
1723299005	19859	6864
1723299006	20023	6864
1723299007	20032	6864
1723299008	22142	6864
1723299009	22145	6864
1723299010	22149	6864
1723299011	22955	6864
1723299012	22957	6864
1723299013	22966	6864
1723299014	22967	6864
1723299015	23073	6864
1723299016	23077	6864
1723299017	23078	6864
1723299018	23081	6864
1723299019	23223	6864
1723299020	23227	6864
1723299021	23455	6864
1723299022	23456	6864
1723299023	24547	6864
1723299024	24551	6864
1723299025	24556	6864
1723299026	25185	6864
1723299027	25331	6864
1723299028	26179	6864
1723299029	26184	6864
1723878637	41055	20091
1723878638	45015	20091
1723878639	54551	20091
1723878640	54552	20091
1723878641	54554	20091
1723878642	54555	20091
1723878643	54556	20091
1723878644	54557	20091
1723878645	54558	20091
1723878646	54559	20091
1723878647	54562	20091
1723878648	54565	20091
1723878649	54566	20091
1723878650	54567	20091
1723878651	54572	20091
1723878652	54573	20091
1723878653	54574	20091
1723878654	54575	20091
1723878655	54577	20091
1723878656	54578	20091
1723878657	54588	20091
1723878658	54589	20091
1723878659	54590	20091
1723878660	54595	20091
1723878661	54596	20091
1723878662	54597	20091
1723878663	54598	20091
1723878664	54599	20091
1723878665	54602	20091
1723878666	54603	20091
1723878667	54606	20091
1723878668	54607	20091
1723878669	54609	20091
1723878670	54612	20091
1723878671	54613	20091
1723878672	54614	20091
1723878673	54615	20091
1723878674	54616	20091
1723878675	54617	20091
1723878676	54618	20091
1723878677	54621	20091
1723878678	54625	20091
1723878679	54626	20091
1723878680	54628	20091
1723878681	54633	20091
1723878682	54634	20091
1723878683	54636	20091
1723878684	54637	20091
1723878685	54638	20091
1723878686	54640	20091
1723878687	54641	20091
1723878688	54644	20091
1723878689	54645	20091
1723878690	54646	20091
1723878691	54649	20091
1723878692	54652	20091
1723878693	54656	20091
1723878694	54657	20091
1723878695	54658	20091
1723878696	54659	20091
1723878697	54661	20091
1723878698	54662	20091
1723878699	54663	20091
1723878700	54769	20091
1723878701	54773	20091
1723878702	54774	20091
1723878703	54775	20091
1723878704	54777	20091
1723878705	54779	20091
1723878706	54781	20091
1723878707	54784	20091
1723878708	54789	20091
1723878709	54790	20091
1723878710	54791	20091
1723878711	54793	20091
1723878712	54804	20091
1723878713	54806	20091
1723878714	54808	20091
1723878715	54809	20091
1723878716	54810	20091
1723878717	54813	20091
1723878718	54814	20091
1723878719	54815	20091
1723878720	54819	20091
1723878721	54821	20091
1723878722	54822	20091
1723878723	54824	20091
1723878724	54825	20091
1723878725	56827	20091
1723878726	56828	20091
1723878727	56832	20091
1723878728	56833	20091
1723878729	56835	20091
1723878730	56836	20091
1723878731	56838	20091
1723878732	56840	20091
1723878733	56843	20091
1723878734	56844	20091
1723878735	56846	20091
1723878736	56847	20091
1723878737	56848	20091
1723878738	56849	20091
1723878739	56850	20091
1723878740	56851	20091
1723878741	56852	20091
1723878742	56855	20091
1723878743	56858	20091
1723878744	56866	20091
1723878745	56869	20091
1723878746	56870	20091
1723878747	56872	20091
1723878748	56876	20091
1723878749	56881	20091
1723878750	56886	20091
1723878751	56887	20091
1723878752	56888	20091
1723878753	56889	20091
1723878754	56890	20091
1723878755	56893	20091
1723878756	56894	20091
1723878757	56895	20091
1723878758	57532	20091
1723878759	57679	20091
1723878760	57680	20091
1723878761	57681	20091
1723878762	57683	20091
1723878763	57684	20091
1723878764	57685	20091
1723878765	57686	20091
1723878766	57688	20091
1723878767	57689	20091
1723878768	57690	20091
1723878769	57695	20091
1723878770	57696	20091
1723878771	57697	20091
1723878772	57700	20091
1723878773	57701	20091
1723878774	57704	20091
1723878775	57707	20091
1723878776	57709	20091
1723878777	57711	20091
1723878778	57713	20091
1723878779	57716	20091
1723878780	57717	20091
1723878781	57721	20091
1723878782	57722	20091
1723878783	57724	20091
1723878784	57725	20091
1723878785	57726	20091
1723878786	57728	20091
1723878787	57729	20091
1723878788	57732	20091
1723878789	57734	20091
1723878790	57738	20091
1723878791	57864	20091
1723878792	57865	20091
1723878793	57866	20091
1723878794	57871	20091
1723878795	57872	20091
1723878796	57876	20091
1723878797	57877	20091
1723878798	57880	20091
1723878799	57881	20091
1723878800	57999	20091
1723878801	58000	20091
1723878802	58001	20091
1723878803	58002	20091
1723878804	58004	20091
1723878805	58005	20091
1723878806	58007	20091
1723878807	58011	20091
1723878808	58012	20091
1723878809	58013	20091
1723878810	58014	20091
1723878811	58017	20091
1723878812	58019	20091
1723878813	58020	20091
1723878814	58021	20091
1723878815	58022	20091
1723878816	58026	20091
1723878817	58101	20091
1723220944	1315	21103
1723220945	19786	21103
1723220946	24009	21103
1723220947	32020	21103
1723220948	32054	21103
1723220949	39291	21103
1723220950	41118	21103
1723220951	42554	21103
1723220952	44423	21103
1723220953	44426	21103
1723220954	51382	21103
1723220955	51385	21103
1723220956	51395	21103
1723220957	51396	21103
1723220958	57196	21103
1723424246	20023	21389
1723424247	23466	21389
1723424248	35012	21389
1723424249	36661	21389
1723424250	51657	21389
1723424251	51689	21389
1723424252	51695	21389
1723424253	51715	21389
1723424254	54742	21389
1723424255	57570	21389
1723424256	91883	21389
1723424257	91884	21389
1724341621	19767	18692
1724341622	40066	18692
1724341623	41148	18692
1724341624	44410	18692
1724341625	57179	18692
1724341626	57183	18692
1724341627	57186	18692
1724341628	85631	18692
1724341629	90902	18692
1724341630	91984	18692
1724341631	94704	18692
1724341632	94719	18692
1724341633	94861	18692
1724341634	94862	18692
1724341635	94875	18692
1724341636	97020	18692
1724341637	97443	18692
1724341638	97449	18692
1724341639	98096	18692
1724341717	41055	16441
1724341718	54551	16441
1724341719	54552	16441
1724341720	54554	16441
1724341721	54556	16441
1724341722	54559	16441
1724341723	54565	16441
1724341724	54566	16441
1724341725	54567	16441
1724341726	54573	16441
1724341727	54577	16441
1724341728	54578	16441
1724341729	54589	16441
1724341730	54596	16441
1724341731	54597	16441
1724341732	54602	16441
1724341733	54603	16441
1724341734	54606	16441
1724341735	54607	16441
1724341736	54609	16441
1724341737	54615	16441
1724341738	54616	16441
1724341739	54617	16441
1724341740	54618	16441
1724341741	54621	16441
1724341742	54625	16441
1724341743	54626	16441
1724341744	54633	16441
1724341745	54637	16441
1724341746	54641	16441
1724341747	54644	16441
1724341748	54646	16441
1724341749	54652	16441
1724341750	54657	16441
1724341751	54659	16441
1724341752	54661	16441
1724341753	54663	16441
1724341754	54769	16441
1724341755	54773	16441
1724341756	54774	16441
1724341757	54777	16441
1724341758	54779	16441
1724341759	54781	16441
1724341760	54784	16441
1724341761	54790	16441
1724341762	54791	16441
1724341763	54793	16441
1724341764	54804	16441
1724341765	54806	16441
1724341766	54808	16441
1724341767	54809	16441
1724341768	54810	16441
1724341769	54815	16441
1724341770	54819	16441
1724341771	54821	16441
1724341772	54822	16441
1724341773	54824	16441
1724341774	54825	16441
1724341775	56828	16441
1724341776	56832	16441
1724341777	56833	16441
1724341778	56838	16441
1724341779	56840	16441
1724341780	56843	16441
1724341781	56844	16441
1724341782	56846	16441
1724341783	56847	16441
1724341784	56850	16441
1724341785	56851	16441
1724341786	56852	16441
1724341787	56858	16441
1724341788	56872	16441
1724341789	56876	16441
1724341790	56881	16441
1724341791	56887	16441
1724341792	56888	16441
1724341793	56889	16441
1724341794	56890	16441
1724341795	56894	16441
1724341796	56895	16441
1724341797	57679	16441
1724341798	57680	16441
1724341799	57683	16441
1724341800	57684	16441
1724341801	57686	16441
1724341802	57690	16441
1724341803	57695	16441
1724341804	57696	16441
1724341805	57697	16441
1724341806	57700	16441
1724341807	57704	16441
1724341808	57707	16441
1724341809	57709	16441
1724341810	57711	16441
1724341811	57721	16441
1724341812	57722	16441
1724341813	57724	16441
1724341814	57726	16441
1724341815	57728	16441
1724341816	57729	16441
1724341817	57734	16441
1724341818	57864	16441
1724341819	57865	16441
1724341820	57866	16441
1724341821	57871	16441
1724341822	57872	16441
1724341823	57877	16441
1724341824	57880	16441
1724341825	57881	16441
1724341826	57999	16441
1724341827	58000	16441
1724341828	58001	16441
1724341829	58002	16441
1724341830	58004	16441
1724341831	58005	16441
1724341832	58007	16441
1724341833	58011	16441
1724341834	58012	16441
1724341835	58013	16441
1724341836	58014	16441
1724341837	58017	16441
1724341838	58019	16441
1724341839	58020	16441
1724341840	58021	16441
1724341841	58022	16441
1724341842	58101	16441
1724341843	58102	16441
1724341844	58107	16441
1724341845	58110	16441
1724341846	58111	16441
1724341847	58114	16441
1724341848	58117	16441
1724341849	58119	16441
1724341850	58124	16441
1724341851	58126	16441
1724341852	58128	16441
1724341853	58131	16441
1724341854	70990	16441
1724341855	70991	16441
1724341856	70992	16441
1724341857	70995	16441
1724341858	70996	16441
1724341859	70997	16441
1724341860	70998	16441
1724341861	70999	16441
1724341862	71000	16441
1724341863	71001	16441
1724341864	71003	16441
1724341865	71005	16441
1724341866	71006	16441
1724341867	71007	16441
1724341868	71016	16441
1724341869	71017	16441
1724341870	71018	16441
1724341871	71020	16441
1724341872	71099	16441
1724341873	87634	16441
1724341874	87635	16441
1724341875	87636	16441
1724341876	87640	16441
1724341877	87641	16441
1724341878	87642	16441
1724341879	87643	16441
1724341880	87645	16441
1724341881	87646	16441
1724341882	87647	16441
1724341883	87649	16441
1724341884	87650	16441
1724341885	87652	16441
1724341886	87653	16441
1724341887	87654	16441
1724341888	87655	16441
1724341889	87656	16441
1724341890	87657	16441
1724341891	87660	16441
1724341892	87719	16441
1724341893	90928	16441
1724341894	90929	16441
1724341895	90931	16441
1724341896	90933	16441
1724341897	90934	16441
1724341898	90936	16441
1724341899	90937	16441
1724341900	90938	16441
1724341901	90939	16441
1724341902	90942	16441
1724341903	90943	16441
1724341904	90945	16441
1724341905	90946	16441
1724341906	90947	16441
1724341907	90948	16441
1724341908	90949	16441
1724341909	90950	16441
1724341910	90951	16441
1724341911	90952	16441
1724341912	90953	16441
1724341913	90954	16441
1724341914	91837	16441
1724341915	91839	16441
1724341916	91840	16441
1724341917	91841	16441
1724341918	91842	16441
1724341919	91843	16441
1724341920	91844	16441
1724341921	91847	16441
1724341922	91848	16441
1724341923	91851	16441
1724341924	91854	16441
1724341925	91855	16441
1724341926	91856	16441
1724341927	91862	16441
1724341928	91864	16441
1724341929	91865	16441
1724341930	91866	16441
1724341931	91867	16441
1724341932	91868	16441
1724341933	91870	16441
1724341934	91871	16441
1724341935	91872	16441
1724341936	91873	16441
1724341937	91874	16441
1724341938	91875	16441
1724341939	93808	16441
1724341940	93809	16441
1724341941	93810	16441
1724341942	93812	16441
1724341943	93813	16441
1724341944	93814	16441
1724341945	93815	16441
1724341946	93816	16441
1724341947	93817	16441
1724341948	93818	16441
1724341949	93819	16441
1724341950	93820	16441
1724341951	93821	16441
1724341952	93822	16441
1724341953	93823	16441
1724341954	93824	16441
1724341955	93825	16441
1724341956	93826	16441
1724341957	93827	16441
1724341958	93828	16441
1724341959	93829	16441
1724341960	93830	16441
1724341961	93831	16441
1724341962	93832	16441
1724341963	93836	16441
1724341964	93837	16441
1724341965	97025	16441
1724341966	97026	16441
1724341967	97027	16441
1724341968	97028	16441
1724341969	97029	16441
1724341970	97030	16441
1724341971	97031	16441
1724341972	97032	16441
1724341973	97033	16441
1724341974	97035	16441
1724341975	97036	16441
1724341976	97037	16441
1724341977	97039	16441
1724341978	97040	16441
1724341979	97042	16441
1724341980	97043	16441
1724341981	97044	16441
1724341982	97045	16441
1724341983	97046	16441
1724341984	97048	16441
1724341985	97050	16441
1724341986	97051	16441
1724341987	97052	16441
1724341988	97053	16441
1724341989	97054	16441
1724341990	97055	16441
1724341991	97056	16441
1724341992	97057	16441
1724341993	97058	16441
1724341994	97059	16441
1724341995	97060	16441
1724341996	97061	16441
1724341997	97062	16441
1724341998	97063	16441
1724341999	97064	16441
1724342000	97065	16441
1724342001	97066	16441
1724342002	97450	16441
1724342003	97451	16441
1724342004	97452	16441
1724342005	97453	16441
1724342006	97454	16441
1724342007	97455	16441
1724342008	97456	16441
1724342009	97457	16441
1724342010	97458	16441
1724342011	97459	16441
1724342012	97460	16441
1724342013	97461	16441
1724342014	97462	16441
1724342015	97463	16441
1724342016	97464	16441
1724342017	97466	16441
1724342018	97467	16441
1724342019	97468	16441
1724342020	97469	16441
1724342021	97470	16441
1724342022	97471	16441
1724342023	97473	16441
1724342024	97474	16441
1722748623	41055	16618
1722748624	45015	16618
1722748625	54551	16618
1722748626	54552	16618
1722748627	54554	16618
1722748628	54555	16618
1722748629	54556	16618
1722748630	54557	16618
1722748631	54559	16618
1722748632	54563	16618
1722748633	54565	16618
1722748634	54566	16618
1722748635	54567	16618
1722748636	54568	16618
1722748637	54573	16618
1722748638	54576	16618
1722748639	54577	16618
1722748640	54578	16618
1722748641	54583	16618
1722748642	54586	16618
1722748643	54587	16618
1722748644	54589	16618
1722748645	54596	16618
1722748646	54597	16618
1722748647	54600	16618
1722748648	54602	16618
1722748649	54603	16618
1722748650	54606	16618
1722748651	54607	16618
1722748652	54608	16618
1722748653	54609	16618
1722748654	54615	16618
1722748655	54616	16618
1722748656	54617	16618
1722748657	54618	16618
1722748658	54621	16618
1722748659	54625	16618
1722748660	54626	16618
1722748661	54629	16618
1722748662	54633	16618
1722748663	54634	16618
1722748664	54637	16618
1722748665	54641	16618
1722748666	54643	16618
1722748667	54644	16618
1722748668	54646	16618
1722748669	54649	16618
1722748670	54652	16618
1722748671	54653	16618
1722748672	54657	16618
1722748673	54658	16618
1722748674	54659	16618
1722748675	54661	16618
1722748676	54663	16618
1722748677	54769	16618
1722748678	54771	16618
1722748679	54772	16618
1722748680	54773	16618
1722748681	54774	16618
1722748682	54776	16618
1722748683	54777	16618
1722748684	54778	16618
1722748685	54779	16618
1722748686	54780	16618
1722748687	54781	16618
1722748688	54782	16618
1722748689	54784	16618
1722748690	54785	16618
1722748691	54786	16618
1722748692	54790	16618
1722748693	54791	16618
1722748694	54793	16618
1722748695	54801	16618
1722748696	54802	16618
1722748697	54803	16618
1722748698	54804	16618
1722748699	54806	16618
1722748700	54808	16618
1722748701	54810	16618
1722748702	54811	16618
1722748703	54812	16618
1722748704	54815	16618
1722748705	54816	16618
1722748706	54819	16618
1722748707	54821	16618
1722748708	54822	16618
1722748709	54824	16618
1722748710	54825	16618
1722748711	54826	16618
1722748712	56827	16618
1722748713	56828	16618
1722748714	56831	16618
1722748715	56832	16618
1722748716	56833	16618
1722748717	56835	16618
1722748718	56836	16618
1722748719	56838	16618
1722748720	56840	16618
1722748721	56842	16618
1722748722	56843	16618
1722748723	56844	16618
1722748724	56845	16618
1722748725	56846	16618
1722748726	56847	16618
1722748727	56849	16618
1722748728	56850	16618
1722748729	56851	16618
1722748730	56852	16618
1722748731	56853	16618
1722748732	56854	16618
1722748733	56858	16618
1722748734	56872	16618
1722748735	56876	16618
1722748736	56881	16618
1722748737	56885	16618
1722748738	56886	16618
1722748739	56887	16618
1722748740	56888	16618
1722748741	56889	16618
1722748742	56890	16618
1722748743	56893	16618
1722748744	56894	16618
1722748745	56895	16618
1722748746	57679	16618
1722748747	57680	16618
1722748748	57683	16618
1722748749	57684	16618
1722748750	57685	16618
1722748751	57686	16618
1722748752	57687	16618
1722748753	57688	16618
1722748754	57689	16618
1722748755	57690	16618
1722748756	57691	16618
1722748757	57695	16618
1722748758	57696	16618
1722748759	57697	16618
1722748760	57698	16618
1722748761	57700	16618
1722748762	57701	16618
1722748763	57703	16618
1722748764	57704	16618
1722748765	57706	16618
1722748766	57707	16618
1722748767	57708	16618
1722748768	57709	16618
1722748769	57711	16618
1722748770	57713	16618
1722748771	57719	16618
1722748772	57721	16618
1722748773	57722	16618
1722748774	57723	16618
1722748775	57724	16618
1722748776	57725	16618
1722748777	57726	16618
1722748778	57727	16618
1722748779	57728	16618
1722748780	57729	16618
1722748781	57731	16618
1722748782	57732	16618
1722748783	57734	16618
1722748784	57737	16618
1722748785	57738	16618
1722748786	57854	16618
1722748787	57858	16618
1722748788	57864	16618
1722748789	57865	16618
1722748790	57866	16618
1722748791	57869	16618
1722748792	57871	16618
1722748793	57872	16618
1722748794	57876	16618
1722748795	57877	16618
1722748796	57880	16618
1722748797	57881	16618
1722748798	57999	16618
1722748799	58000	16618
1722748800	58001	16618
1722748801	58002	16618
1722748802	58004	16618
1722748803	58005	16618
1722748804	58007	16618
1722748805	58010	16618
1722748806	58011	16618
1722748807	58012	16618
1722748808	58013	16618
1722748809	58014	16618
1722748810	58015	16618
1722748811	58016	16618
1722748812	58017	16618
1722748813	58018	16618
1722748814	58019	16618
1722748815	58020	16618
1722748816	58021	16618
1722748817	58022	16618
1722748818	58026	16618
1722748819	58101	16618
1722748820	58102	16618
1722748821	58107	16618
1722748822	58110	16618
1722748823	58111	16618
1722748824	58113	16618
1722748825	58114	16618
1722748826	58115	16618
1722748827	58117	16618
1722748828	58119	16618
1722748829	58122	16618
1722748830	58123	16618
1722748831	58124	16618
1722748832	58125	16618
1722748833	58126	16618
1722748834	58127	16618
1722748835	58128	16618
1722748836	58131	16618
1722748837	70990	16618
1722748838	70991	16618
1722748839	70992	16618
1722748840	70994	16618
1722748841	70995	16618
1722748842	70996	16618
1722748843	70997	16618
1722748844	70998	16618
1722748845	70999	16618
1722748846	71000	16618
1722748847	71001	16618
1722748848	71003	16618
1722748849	71005	16618
1722748850	71006	16618
1722748851	71007	16618
1722748852	71008	16618
1722748853	71010	16618
1722748854	71012	16618
1722748855	71013	16618
1722748856	71015	16618
1722748857	71016	16618
1722748858	71017	16618
1722748859	71018	16618
1722748860	71020	16618
1722748861	71099	16618
1722748862	81963	16618
1722919816	21063	19977
1722778496	20023	20207
1722778497	23466	20207
1722778498	35012	20207
1722778499	35109	20207
1722778500	35760	20207
1722778501	36661	20207
1722778502	46662	20207
1722778503	51657	20207
1722778504	51689	20207
1722778505	51695	20207
1722778506	51715	20207
1722778507	54742	20207
1722778508	57570	20207
1722778545	10	19981
1722778546	16	19981
1722778547	107	19981
1722778548	18763	19981
1722778549	21282	19981
1722778550	22132	19981
1722778551	24001	19981
1722778552	25314	19981
1722778553	26182	19981
1722778554	31319	19981
1722778555	39617	19981
1722778556	39711	19981
1722778557	45259	19981
1722778558	46645	19981
1722778559	57551	19981
1722778560	57907	19981
1723249096	14004	21097
1723249097	18104	21097
1723249098	18999	21097
1723249099	24610	21097
1723249100	24622	21097
1723249101	26172	21097
1723249102	34998	21097
1723249103	40056	21097
1723249104	40972	21097
1723249105	42417	21097
1723249106	46565	21097
1723249107	51387	21097
1723249108	57178	21097
1723249109	85638	21097
1723249110	85659	21097
1723249111	85665	21097
1723249112	90915	21097
1723249113	90923	21097
1723104718	54490	16760
1723104719	56621	16760
1723104720	56633	16760
1723104721	56650	16760
1723104722	57818	16760
1723104723	81574	16760
1723048126	30273	18062
1723048127	39809	18062
1723048128	42372	18062
1723048129	42375	18062
1723048130	43419	18062
1723048131	43420	18062
1723048132	46675	18062
1723048133	51406	18062
1723048134	51422	18062
1723048135	57045	18062
1723048136	57654	18062
1723048137	57657	18062
1723048138	57675	18062
1723048139	58141	18062
1723048140	82092	18062
1723048141	82093	18062
1723048142	82097	18062
1723048143	82103	18062
1723048144	85715	18062
1723048145	85717	18062
1723048146	85718	18062
1723048147	85720	18062
1723048148	85722	18062
1723048149	85723	18062
1723048150	85724	18062
1723048151	85726	18062
1723048152	85727	18062
1723048153	85728	18062
1724357809	56680	22662
1724357811	1115	19954
1724357812	3487	19954
1724357813	22037	19954
1724357814	23200	19954
1724357815	24253	19954
1724357816	30283	19954
1724357817	41145	19954
1724357818	41508	19954
1724357819	42370	19954
1724357820	46984	19954
1724357838	56680	22663
1723250385	16734	18999
1723250386	25687	18999
1723250387	32913	18999
1723250388	33493	18999
1723250389	35159	18999
1723250390	40065	18999
1723250391	41112	18999
1723250392	42560	18999
1723250393	46548	18999
1723250394	51354	18999
1723250395	56671	18999
1723250396	85632	18999
1723250397	85639	18999
1723250398	85651	18999
1723250399	85657	18999
1723250400	90907	18999
1723250401	90918	18999
1723253516	56633	21228
1723269892	12342	16742
1723269893	54453	16742
1723269894	54455	16742
1723269895	54457	16742
1723269896	64258	16742
1723269897	81577	16742
1723269898	81578	16742
1723269899	81582	16742
1723658320	40563	19209
1723453321	90905	21437
1723269900	82073	16742
1723269901	82076	16742
1723269902	82078	16742
1723269903	82083	16742
1723269904	85616	16742
1723269905	90658	16742
1723269906	90661	16742
1723269907	41768	16741
1723269908	54465	16741
1723269909	54475	16741
1723269910	54476	16741
1723269911	54487	16741
1723269912	56611	16741
1723269913	56625	16741
1723269914	57844	16741
1723269915	64264	16741
1723269916	64269	16741
1723269917	64270	16741
1723269918	82071	16741
1723269919	85621	16741
1723269920	90656	16741
1723269921	90663	16741
1723303706	24593	14666
1723303707	33495	14666
1723303708	35062	14666
1723303709	39209	14666
1723303710	40567	14666
1723303711	41653	14666
1723303712	41665	14666
1723303713	41673	14666
1723303714	41763	14666
1723303715	41769	14666
1723303716	42379	14666
1723303717	43442	14666
1723303718	44973	14666
1723303719	46490	14666
1723303720	51429	14666
1723303721	54527	14666
1723303722	57668	14666
1723303723	58145	14666
1723303724	85710	14666
1723303725	85717	14666
1723303726	85718	14666
1723953142	35114	2873
1723953143	35772	2873
1723953144	39277	2873
1723953145	39603	2873
1723953146	39607	2873
1723953147	39617	2873
1723953148	39711	2873
1723953149	41902	2873
1723953150	41906	2873
1723953151	41914	2873
1723953152	42303	2873
1723953153	44958	2873
1723953154	44959	2873
1723953155	45255	2873
1723953156	45257	2873
1723953157	45263	2873
1723953158	46575	2873
1723953159	46577	2873
1723953160	46665	2873
1723953161	51464	2873
1723953162	51466	2873
1723953163	51662	2873
1723953164	51664	2873
1723953165	51670	2873
1723953166	51671	2873
1723953167	51674	2873
1723953168	51675	2873
1723953169	51686	2873
1723953170	51688	2873
1723953171	51695	2873
1723953172	51720	2873
1723953173	51727	2873
1723953174	51728	2873
1723953175	51747	2873
1723953176	51749	2873
1723953177	51753	2873
1723953178	54668	2873
1723953179	54677	2873
1723953180	54711	2873
1723953181	54734	2873
1723953182	54742	2873
1723953183	54745	2873
1723953184	54751	2873
1723953185	56694	2873
1723953186	56697	2873
1723953187	56700	2873
1723953188	56704	2873
1723953189	56716	2873
1723953190	56720	2873
1723953191	56721	2873
1723953192	56726	2873
1723953193	56729	2873
1723953194	56736	2873
1723953195	56791	2873
1723953196	56792	2873
1723953197	56796	2873
1723953198	56800	2873
1723953199	56802	2873
1723953200	56873	2873
1723953201	56877	2873
1723953202	56904	2873
1723953203	57091	2873
1723953204	57095	2873
1723953205	57098	2873
1723953206	57103	2873
1723953207	57104	2873
1723953208	57105	2873
1723953209	57218	2873
1723953210	57237	2873
1723953211	57251	2873
1723953212	57256	2873
1723953213	57280	2873
1723953214	57286	2873
1723953215	57296	2873
1723953216	57304	2873
1723953217	57309	2873
1723953218	57325	2873
1723953219	57331	2873
1723953220	57334	2873
1723953221	57527	2873
1723953222	57538	2873
1723953223	57548	2873
1723953224	57554	2873
1723953225	57559	2873
1723953226	57566	2873
1723953227	57567	2873
1723953228	57797	2873
1723953229	57803	2873
1723953230	57888	2873
1723953231	57903	2873
1723953232	57907	2873
1723953233	57924	2873
1723953234	57987	2873
1723953235	58073	2873
1723953236	90804	2873
1723953237	91877	2873
1723953238	91879	2873
1723953239	91880	2873
1723953240	91881	2873
1723953241	91885	2873
1723953242	91887	2873
1723953243	91888	2873
1723953244	91892	2873
1723953245	91893	2873
1723953246	93782	2873
1723953247	93783	2873
1723953248	93786	2873
1723953249	93787	2873
1723953250	93795	2873
1723953251	93801	2873
1723953252	93802	2873
1723953253	94676	2873
1723953254	94677	2873
1723953255	94680	2873
1723953256	94681	2873
1723953257	94683	2873
1723953258	94684	2873
1723953259	94685	2873
1723953260	94689	2873
1723902845	697	21987
1723902846	948	21987
1723902847	1180	21987
1723902848	1344	21987
1723902849	1392	21987
1723902850	1471	21987
1723902851	2547	21987
1723902852	8054	21987
1723902853	8064	21987
1723902854	12370	21987
1723902855	12417	21987
1723902856	14004	21987
1723902857	16732	21987
1723902858	16734	21987
1723902859	18104	21987
1723902860	18999	21987
1723902861	19004	21987
1723902862	19767	21987
1723902863	19783	21987
1723902864	19847	21987
1723902865	21165	21987
1723902866	22039	21987
1723902867	22048	21987
1723902868	22224	21987
1723902869	22239	21987
1723902870	22240	21987
1723902871	22244	21987
1723902872	22973	21987
1723902873	22977	21987
1723902874	23257	21987
1723902875	23983	21987
1723902876	24571	21987
1723902877	24594	21987
1723902878	24610	21987
1723902879	25262	21987
1723902880	25300	21987
1723902881	25683	21987
1723902882	25685	21987
1723902883	25687	21987
1723902884	26186	21987
1723902885	30386	21987
1723902886	30409	21987
1723902887	30414	21987
1723902888	32912	21987
1723902889	32913	21987
1723902890	32924	21987
1723902891	33493	21987
1723902892	33495	21987
1723902893	34982	21987
1723902894	34998	21987
1723902895	35062	21987
1723902896	35159	21987
1723902897	39209	21987
1723902898	39268	21987
1723902899	39271	21987
1723902900	39292	21987
1723902901	39761	21987
1723902902	39809	21987
1723902903	39825	21987
1723902904	39829	21987
1723902905	40053	21987
1723902906	40057	21987
1723902907	40058	21987
1723902908	40061	21987
1723902909	40065	21987
1723902910	40066	21987
1723902911	40069	21987
1723902912	40074	21987
1723902913	40502	21987
1723902914	40516	21987
1723902915	40564	21987
1723902916	40565	21987
1723902917	40567	21987
1723902918	40954	21987
1723902919	40970	21987
1723902920	40972	21987
1723902921	41001	21987
1723902922	41055	21987
1723902923	41058	21987
1723902924	41112	21987
1723902925	41127	21987
1723902926	41148	21987
1723902927	41504	21987
1723902928	41514	21987
1723902929	41653	21987
1723902930	41665	21987
1723902931	41673	21987
1723902932	41679	21987
1723902933	41763	21987
1723902934	41764	21987
1723902935	41769	21987
1723902936	42353	21987
1723902937	42366	21987
1723902938	42372	21987
1723902939	42373	21987
1723902940	42379	21987
1723902941	42392	21987
1723902942	42400	21987
1723902943	42416	21987
1723902944	42417	21987
1723902945	42427	21987
1723902946	42432	21987
1723902947	42557	21987
1723902948	42560	21987
1723902949	43414	21987
1723902950	43419	21987
1723902951	43420	21987
1723902952	43442	21987
1723902953	43444	21987
1723902954	43446	21987
1723902955	43451	21987
1723902956	43461	21987
1723902957	43464	21987
1723902958	44356	21987
1723902959	44403	21987
1723902960	44405	21987
1723902961	44407	21987
1723902962	44409	21987
1723902963	44410	21987
1723902964	44413	21987
1723902965	44414	21987
1723902966	44416	21987
1723902967	44973	21987
1723902968	44990	21987
1723902969	44994	21987
1723902970	45021	21987
1723902971	46490	21987
1723902972	46515	21987
1723902973	46524	21987
1723902974	46540	21987
1723902975	46542	21987
1723902976	46543	21987
1723902977	46548	21987
1723902978	46557	21987
1723902979	46560	21987
1723902980	46672	21987
1723902981	46675	21987
1723902982	46690	21987
1723902983	46727	21987
1723902984	46728	21987
1723902985	46972	21987
1723902986	46980	21987
1723902987	46986	21987
1723902988	46997	21987
1723902989	46998	21987
1723902990	51353	21987
1723902991	51354	21987
1723902992	51358	21987
