ID	WORKRESOURCEID	EMPLOYEEFILTERID
1722477209	36663	1824
1722477210	37702	1824
1722477211	37704	1824
1722477212	37706	1824
1722477213	37708	1824
1722477214	37709	1824
1722477215	37710	1824
1722477216	37711	1824
1722477217	39603	1824
1722477218	39617	1824
1722477219	39620	1824
1722477220	39706	1824
1722477221	39708	1824
1722477222	39711	1824
1722477223	41552	1824
1722477224	41554	1824
1722477225	41555	1824
1722477226	41556	1824
1722477227	41570	1824
1722477228	41854	1824
1722477229	41919	1824
1722477230	42303	1824
1722477231	44960	1824
1722477232	44964	1824
1722477233	44967	1824
1722477234	45156	1824
1722477235	45158	1824
1722477236	45159	1824
1722477237	45161	1824
1722477238	45163	1824
1722477239	45172	1824
1722477240	45259	1824
1722477241	45263	1824
1722477242	46573	1824
1722477243	46575	1824
1722477244	46582	1824
1722477245	46584	1824
1722477246	46643	1824
1722477247	46645	1824
1722477248	46648	1824
1722477249	46649	1824
1722477250	46651	1824
1722477251	46665	1824
1722477252	51461	1824
1722477253	51465	1824
1722477254	51474	1824
1722477255	51717	1824
1722477256	25701	4557
1722477257	25703	4557
1722477258	33401	4557
1722477259	43557	4557
1722477260	43941	4557
1722477261	44429	4557
1722477262	51603	4557
1722477263	10	10005
1722477264	16	10005
1722477265	107	10005
1722477266	18763	10005
1722477267	21282	10005
1722477268	22132	10005
1722477269	24001	10005
1722477270	25314	10005
1722477271	26182	10005
1722477272	31319	10005
1722477273	39617	10005
1722477274	39711	10005
1722477275	45259	10005
1722477276	46645	10005
1722477277	57551	10005
1722477278	57907	10005
1722477279	1115	5963
1722477280	3487	5963
1722477281	18742	5963
1722477282	24253	5963
1722477283	30283	5963
1722477284	39211	5963
1722477285	39215	5963
1722477286	41510	5963
1722477287	43428	5963
1722477288	46521	5963
1722477289	46682	5963
1722477308	22973	5966
1722477309	22977	5966
1722477310	24571	5966
1722477311	32893	5966
1722477312	42398	5966
1722477313	42971	5966
1722477314	43446	5966
1722477315	43454	5966
1722477316	44994	5966
1722477317	46502	5966
1722477318	46524	5966
1722477319	56910	5966
1722477320	56913	5966
1722477321	56917	5966
1722477322	56919	5966
1722477323	57050	5966
1722477324	57066	5966
1722477325	57229	5966
1722477326	54557	18098
1722477327	54559	18098
1722477328	54583	18098
1722477329	54643	18098
1722477330	54646	18098
1722477331	54781	18098
1722477332	54785	18098
1722477333	56853	18098
1722477334	58102	18098
1722477335	58113	18098
1722477336	71001	18098
1722477337	71004	18098
1722477338	10	2906
1722477339	16	2906
1722477340	107	2906
1722477341	18763	2906
1722477342	21282	2906
1722477343	22132	2906
1722477344	24001	2906
1722477345	25314	2906
1722477346	26182	2906
1722477347	31319	2906
1722477348	39617	2906
1722477349	39711	2906
1722477350	45259	2906
1722477351	46645	2906
1722477352	57551	2906
1722477353	57907	2906
1722477354	18260	2908
1722477355	18280	2908
1722477356	22933	2908
1722477357	35761	2908
1722477358	41552	2908
1722477359	45253	2908
1722477360	51468	2908
1722477361	51696	2908
1722477362	54697	2908
1722477363	54738	2908
1722477364	57296	2908
1722477365	57883	2908
1722477366	58079	2908
1722477367	58081	2908
1722477368	58082	2908
1722477369	22070	15272
1722477370	24437	15272
1722477371	32131	15272
1722477372	33473	15272
1722477373	34984	15272
1722477374	35163	15272
1722477375	35172	15272
1722477376	39269	15272
1722477377	40955	15272
1722477378	41126	15272
1722477379	41140	15272
1722477380	42430	15272
1722477381	51357	15272
1722477382	51364	15272
1722477383	51370	15272
1722477384	33495	15276
1722477385	948	15276
1722477386	25300	15276
1722477387	42370	15276
1722477388	42372	15276
1722477389	51422	15276
1722477390	41508	15276
1722477391	42971	15276
1722477392	18140	15276
1722477393	24571	15276
1722477394	30273	15276
1722477395	24593	15276
1722477396	41764	15276
1722477397	46675	15276
1722477398	41058	15276
1722477399	41763	15276
1722477400	43420	15276
1722477401	46524	15276
1722477402	43442	15276
1722477403	46490	15276
1722477404	46518	15276
1722477405	46980	15276
1722477406	51418	15276
1722477407	18264	2910
1722477408	18719	2910
1722477409	19859	2910
1722477410	23964	2910
1722477411	35015	2910
1722477412	35765	2910
1722477413	41570	2910
1722477414	45154	2910
1722477415	45255	2910
1722477416	45261	2910
1722477417	46647	2910
1722477418	51652	2910
1722477419	54745	2910
1722477420	57212	2910
1722477421	57217	2910
1722477422	57266	2910
1722477423	57519	2910
1722477424	20028	2911
1722477425	24551	2911
1722477426	35114	2911
1722477427	37706	2911
1722477428	39706	2911
1722477429	41554	2911
1722477430	41902	2911
1722477431	45171	2911
1722477432	45173	2911
1722477433	45257	2911
1722477434	45258	2911
1722477435	54691	2911
1722477436	54734	2911
1722477437	54739	2911
1722477438	54751	2911
1722477439	56701	2911
1722477440	56800	2911
1722477441	57103	2911
1722477442	141	2920
1722477443	8061	2920
1722477444	8070	2920
1722477445	8072	2920
1722477446	12442	2920
1722477447	15528	2920
1722477448	18282	2920
1722477449	18716	2920
1722477450	18719	2920
1722477451	18729	2920
1722477452	18918	2920
1722477453	21297	2920
1722477454	21502	2920
1722477455	22145	2920
1722477456	22149	2920
1722477457	23077	2920
1722477458	23214	2920
1722477459	23217	2920
1722477460	23225	2920
1722477461	23231	2920
1722477462	23462	2920
1722477463	23466	2920
1722477464	23969	2920
1722477465	23972	2920
1722477466	24006	2920
1722477467	25188	2920
1722477468	25192	2920
1722477469	31323	2920
1722477470	35019	2920
1722477471	35108	2920
1722477472	35109	2920
1722477473	35114	2920
1722477474	35115	2920
1722477475	35119	2920
1722477476	36664	2920
1722477477	39277	2920
1722477478	39282	2920
1722477479	39285	2920
1722477480	39606	2920
1722477481	39607	2920
1722477482	39612	2920
1722477483	39619	2920
1722477484	39707	2920
1722477485	41551	2920
1722477486	41902	2920
1722477487	41904	2920
1722477488	41906	2920
1722477489	41914	2920
1722477490	41916	2920
1722477491	44956	2920
1722477492	44957	2920
1722477493	44958	2920
1722477494	44959	2920
1722477495	45154	2920
1722477496	45160	2920
1722477497	45168	2920
1722477498	45171	2920
1722477499	45173	2920
1722477500	45253	2920
1722477501	45255	2920
1722477502	45257	2920
1722477503	45258	2920
1722477504	45261	2920
1722477505	45264	2920
1722477506	45270	2920
1722477507	45271	2920
1722477508	45273	2920
1722477509	46570	2920
1722477510	46574	2920
1722477511	46577	2920
1722477512	46587	2920
1722477513	46647	2920
1722477514	46650	2920
1722477515	46658	2920
1722477516	46659	2920
1722477517	46662	2920
1722477518	46663	2920
1722477519	51464	2920
1722477520	51466	2920
1722477521	51468	2920
1722477522	51469	2920
1722477523	51470	2920
1722477524	51475	2920
1722477525	51652	2920
1722477526	51657	2920
1722477527	51658	2920
1722477528	51662	2920
1722477529	51664	2920
1722477530	51666	2920
1722477531	51670	2920
1722477532	51671	2920
1722477533	51672	2920
1722477534	51674	2920
1722477535	51675	2920
1722477536	51685	2920
1722477537	51686	2920
1722477538	51688	2920
1722477539	51689	2920
1722477540	51691	2920
1722477541	51693	2920
1722477542	51695	2920
1722477543	51696	2920
1722477544	51698	2920
1722477545	51715	2920
1722477546	51718	2920
1722477547	51720	2920
1722477548	51721	2920
1722477549	51727	2920
1722477550	51728	2920
1722477551	51746	2920
1722477552	51747	2920
1722477553	51749	2920
1722477554	51753	2920
1722477555	54668	2920
1722477556	54677	2920
1722477557	54686	2920
1722477558	54691	2920
1722477559	54697	2920
1722477560	54711	2920
1722477561	54714	2920
1722477562	54724	2920
1722477563	54726	2920
1722477564	54730	2920
1722477565	54734	2920
1722477566	54736	2920
1722477567	54738	2920
1722477568	54739	2920
1722477569	54742	2920
1722477570	54745	2920
1722477571	54751	2920
1722477572	54763	2920
1722477573	56665	2920
1722477574	56694	2920
1722477575	56695	2920
1722477576	56697	2920
1722477577	56700	2920
1722477578	56701	2920
1722477579	56703	2920
1722477580	56704	2920
1722477581	56716	2920
1722477582	56720	2920
1722477583	56721	2920
1722477584	56726	2920
1722477585	56729	2920
1722477586	56730	2920
1722477587	56736	2920
1722477588	56772	2920
1722477589	56773	2920
1722477590	56790	2920
1722477591	56791	2920
1722477592	56792	2920
1722477593	56795	2920
1722477594	56796	2920
1722477595	56800	2920
1722477596	56802	2920
1722477597	56824	2920
1722477598	56864	2920
1722477599	56873	2920
1722477600	56877	2920
1722477601	56904	2920
1722477602	57091	2920
1722477603	57095	2920
1722477604	57098	2920
1722477605	57102	2920
1722477606	57103	2920
1722477607	57104	2920
1722477608	57105	2920
1722477609	57210	2920
1722477610	57212	2920
1722477611	57217	2920
1722477612	57218	2920
1722477613	57219	2920
1722477614	57237	2920
1722477615	57241	2920
1722477616	57251	2920
1722477617	57256	2920
1722477618	57266	2920
1722477619	57274	2920
1722477620	57280	2920
1722477621	57286	2920
1722477622	57296	2920
1722477623	57304	2920
1722477624	57309	2920
1722477625	57314	2920
1722477626	57325	2920
1722477627	57327	2920
1722477628	57330	2920
1722477629	57331	2920
1722477630	57334	2920
1722477631	57519	2920
1722477632	57527	2920
1722477633	57532	2920
1722477634	57538	2920
1722477635	57548	2920
1722477636	57551	2920
1722477637	57554	2920
1722477638	57555	2920
1722477639	57558	2920
1722477640	57559	2920
1722477641	57566	2920
1722477642	57567	2920
1722477643	57570	2920
1722477644	57609	2920
1722477645	57739	2920
1722477646	57787	2920
1722477647	57789	2920
1722477648	57797	2920
1722477649	57801	2920
1722477650	57803	2920
1722477651	57826	2920
1722477652	57833	2920
1722477653	57883	2920
1722477654	57887	2920
1722477655	57888	2920
1722477656	57903	2920
1722477657	57906	2920
1722477658	57907	2920
1722477659	57908	2920
1722477660	57914	2920
1722477661	57924	2920
1722477662	57987	2920
1722477663	57993	2920
1722477664	58031	2920
1722477665	58032	2920
1722477666	58043	2920
1722477667	58048	2920
1722477668	58052	2920
1722477669	58058	2920
1722477670	58061	2920
1722477671	58073	2920
1722477672	58075	2920
1722477673	58079	2920
1722477674	58081	2920
1722477675	58082	2920
1722477676	127	3083
1722477677	23073	3083
1722477678	23227	3083
1722477679	35016	3083
1722477680	37708	3083
1722477681	39603	3083
1722477682	39707	3083
1722477683	51465	3083
1722477684	51666	3083
1722477685	51749	3083
1722477686	54677	3083
1722477687	56726	3083
1722477688	56790	3083
1722477689	57091	3083
1722477690	57286	3083
1722477691	58048	3083
1722477692	10	3084
1722477693	16	3084
1722477694	77	3084
1722477695	86	3084
1722477696	107	3084
1722477697	111	3084
1722477698	141	3084
1722477699	153	3084
1722477700	12442	3084
1722477701	15528	3084
1722477702	18260	3084
1722477703	18280	3084
1722477704	18282	3084
1722477705	18716	3084
1722477706	18719	3084
1722477707	18722	3084
1722477708	18729	3084
1722477709	18730	3084
1722477710	18763	3084
1722477711	18918	3084
1722477712	19859	3084
1722477713	20023	3084
1722477714	20032	3084
1722477715	21297	3084
1722477716	21502	3084
1722477717	21758	3084
1722477718	21765	3084
1722477719	21772	3084
1722477720	22132	3084
1722477721	22142	3084
1722477722	22145	3084
1722477723	22149	3084
1722477724	22955	3084
1722477725	22957	3084
1722477726	22966	3084
1722477727	22967	3084
1722477728	23073	3084
1722477729	23077	3084
1722477730	23078	3084
1722477731	23081	3084
1722477732	23214	3084
1722477733	23217	3084
1722477734	23220	3084
1722477735	23223	3084
1722477736	23225	3084
1722477737	23227	3084
1722477738	23231	3084
1722477739	23455	3084
1722477740	23456	3084
1722477741	23462	3084
1722477742	23466	3084
1722477743	23964	3084
1722477744	23969	3084
1722477745	23972	3084
1722477746	24001	3084
1722477747	24006	3084
1722477748	24547	3084
1722477749	24551	3084
1722477750	24556	3084
1722477751	25185	3084
1722477752	25188	3084
1722477753	25192	3084
1722477754	25314	3084
1722477755	25331	3084
1722477756	26179	3084
1722477757	26182	3084
1722477758	26184	3084
1722477759	31319	3084
1722477760	31322	3084
1722477761	31323	3084
1722477762	33521	3084
1722477763	33522	3084
1722477764	33523	3084
1722477765	34962	3084
1722477766	35012	3084
1722477767	35015	3084
1722477768	35016	3084
1722477769	35019	3084
1722477770	35020	3084
1722477771	35108	3084
1722477772	35109	3084
1722477773	35114	3084
1722477774	35115	3084
1722477775	35119	3084
1722477776	35760	3084
1722477777	35761	3084
1722477778	35765	3084
1722477779	35771	3084
1722477780	35772	3084
1722477781	35773	3084
1722477782	35774	3084
1722477783	36663	3084
1722477784	36664	3084
1722477785	37702	3084
1722477786	37704	3084
1722477787	37706	3084
1722477788	37708	3084
1722477789	37709	3084
1722477790	37710	3084
1722477791	37711	3084
1722477792	39277	3084
1722477793	39282	3084
1722477794	39285	3084
1722477795	39603	3084
1722477796	39606	3084
1722477797	39607	3084
1722477798	39612	3084
1722477799	39617	3084
1722477800	39619	3084
1722477801	39620	3084
1722477802	39706	3084
1722477803	39707	3084
1722477804	39708	3084
1722477805	39711	3084
1722477806	41551	3084
1722477807	41552	3084
1722477808	41554	3084
1722477809	41555	3084
1722477810	41556	3084
1722477811	41570	3084
1722477812	41854	3084
1722477813	41902	3084
1722477814	41904	3084
1722477815	41906	3084
1722477816	41914	3084
1722477817	41916	3084
1722477818	41919	3084
1722477819	42303	3084
1722477820	44956	3084
1722477821	44957	3084
1722477822	44958	3084
1722477823	44959	3084
1722477824	44960	3084
1722477825	44964	3084
1722477826	44967	3084
1722477827	45154	3084
1722477828	45156	3084
1722477829	45158	3084
1722477830	45159	3084
1722477831	45160	3084
1722477832	45161	3084
1722477833	45163	3084
1722477834	45168	3084
1722477835	45171	3084
1722477836	45172	3084
1722477837	45173	3084
1722477838	45253	3084
1722477839	45255	3084
1722477840	45257	3084
1722477841	45258	3084
1722477842	45259	3084
1722477843	45261	3084
1722477844	45263	3084
1722477845	45264	3084
1722477846	45270	3084
1722477847	45271	3084
1722477848	45273	3084
1722477849	46570	3084
1722477850	46573	3084
1722477851	46574	3084
1722477852	46575	3084
1722477853	46577	3084
1722477854	46582	3084
1722477855	46584	3084
1722477856	46587	3084
1722477857	46643	3084
1722477858	46645	3084
1722477859	46647	3084
1722477860	46648	3084
1722477861	46649	3084
1722477862	46650	3084
1722477863	46651	3084
1722477864	46658	3084
1722477865	46659	3084
1722477866	46662	3084
1722477867	46663	3084
1722477868	46665	3084
1722477869	51461	3084
1722477870	51464	3084
1722477871	51465	3084
1722477872	51466	3084
1722477873	51468	3084
1722477874	51469	3084
1722477875	51470	3084
1722477876	51474	3084
1722477877	51475	3084
1722477878	51652	3084
1722477879	51657	3084
1722477880	51658	3084
1722477881	51662	3084
1722477882	51664	3084
1722477883	51666	3084
1722477884	51670	3084
1722477885	51671	3084
1722477886	51672	3084
1722477887	51674	3084
1722477888	51675	3084
1722477889	51685	3084
1722477890	51686	3084
1722477891	51688	3084
1722477892	51689	3084
1722477893	51691	3084
1722477894	51693	3084
1722477895	51695	3084
1722477896	51696	3084
1722477897	51698	3084
1722477898	51715	3084
1722477899	51717	3084
1722477900	51718	3084
1722477901	51720	3084
1722477902	51721	3084
1722477903	51727	3084
1722477904	51728	3084
1722477905	51746	3084
1722477906	51747	3084
1722477907	51749	3084
1722477908	51753	3084
1722477909	54668	3084
1722477910	54677	3084
1722477911	54686	3084
1722477912	54691	3084
1722477913	54697	3084
1722477914	54711	3084
1722477915	54714	3084
1722477916	54724	3084
1722477917	54726	3084
1722477918	54730	3084
1722477919	54734	3084
1722477920	54736	3084
1722477921	54738	3084
1722477922	54739	3084
1722477923	54742	3084
1722477924	54745	3084
1722477925	54751	3084
1722477926	54763	3084
1722477927	56665	3084
1722477928	56694	3084
1722477929	56695	3084
1722477930	56697	3084
1722477931	56700	3084
1722477932	56701	3084
1722477933	56703	3084
1722477934	56704	3084
1722477935	56716	3084
1722477936	56720	3084
1722477937	56721	3084
1722477938	56726	3084
1722477939	56729	3084
1722477940	56730	3084
1722477941	56736	3084
1722477942	56772	3084
1722477943	56773	3084
1722477944	56790	3084
1722477945	56791	3084
1722477946	56792	3084
1722477947	56795	3084
1722477948	56796	3084
1722477949	56800	3084
1722477950	56802	3084
1722477951	56824	3084
1722477952	56864	3084
1722477953	56873	3084
1722477954	56877	3084
1722477955	56904	3084
1722477956	57091	3084
1722477957	57095	3084
1722477958	57098	3084
1722477959	57102	3084
1722477960	57103	3084
1722477961	57104	3084
1722477962	57105	3084
1722477963	57210	3084
1722477964	57212	3084
1722477965	57217	3084
1722477966	57218	3084
1722477967	57219	3084
1722477968	57237	3084
1722477969	57241	3084
1722477970	57251	3084
1722477971	57256	3084
1722477972	57266	3084
1722477973	57274	3084
1722477974	57280	3084
1722477975	57286	3084
1722477976	57296	3084
1722477977	57304	3084
1722477978	57309	3084
1722477979	57314	3084
1722477980	57325	3084
1722477981	57327	3084
1722477982	57330	3084
1722477983	57331	3084
1722477984	57334	3084
1722477985	57519	3084
1722477986	57527	3084
1722477987	57532	3084
1722477988	57538	3084
1722477989	57548	3084
1722477990	57551	3084
1722477991	57554	3084
1722477992	57555	3084
1722477993	57558	3084
1722477994	57559	3084
1722477995	57566	3084
1722477996	57567	3084
1722477997	57570	3084
1722477998	57609	3084
1722477999	57739	3084
1722478000	57787	3084
1722478001	57789	3084
1722478002	57797	3084
1722478003	57801	3084
1722478004	57803	3084
1722478005	57826	3084
1722478006	57833	3084
1722478007	57883	3084
1722478008	57887	3084
1722478009	57888	3084
1722478010	57903	3084
1722478011	57906	3084
1722478012	57907	3084
1722478013	57908	3084
1722478014	57914	3084
1722478015	57924	3084
1722478016	57987	3084
1722478017	57993	3084
1722478018	58031	3084
1722478019	58032	3084
1722478020	58043	3084
1722478021	58048	3084
1722478022	58052	3084
1722478023	58058	3084
1722478024	58061	3084
1722478025	58073	3084
1722478026	58075	3084
1722478027	58079	3084
1722478028	58081	3084
1722478029	58082	3084
1722478030	54558	4349
1722478031	54562	4349
1722478032	54572	4349
1722478033	54574	4349
1722478034	54575	4349
1722478035	54588	4349
1722478036	54590	4349
1722478037	54595	4349
1722478038	54598	4349
1722478039	54599	4349
1722478040	54612	4349
1722478041	54613	4349
1722478042	54628	4349
1722478043	54636	4349
1722478044	54638	4349
1722478045	54640	4349
1722478046	54645	4349
1722478047	54656	4349
1722478048	54662	4349
1722478049	71023	4349
1722478053	68	2385
1722478054	21297	2385
1722478055	23220	2385
1722478056	37710	2385
1722478057	39607	2385
1722478058	41914	2385
1722478059	44958	2385
1722478060	45160	2385
1722478061	46663	2385
1722478062	51470	2385
1722478063	51658	2385
1722478064	54668	2385
1722478065	54763	2385
1722478066	56736	2385
1722478067	57219	2385
1722478068	57309	2385
1722478069	57567	2385
1722478070	58043	2385
1722478071	127	2387
1722478072	23073	2387
1722478073	23227	2387
1722478074	35016	2387
1722478075	37708	2387
1722478076	39603	2387
1722478077	39707	2387
1722478078	51465	2387
1722478079	51666	2387
1722478080	51749	2387
1722478081	54677	2387
1722478082	56726	2387
1722478083	56790	2387
1722478084	57091	2387
1722478085	57286	2387
1722478086	58048	2387
1722478087	21329	2593
1722478088	23102	2593
1722478089	24009	2593
1722478090	24029	2593
1722478091	25261	2593
1722478092	30393	2593
1722478093	30415	2593
1722478094	32021	2593
1722478095	32054	2593
1722478096	34994	2593
1722478097	35009	2593
1722478098	39252	2593
1722478099	40960	2593
1722478100	41107	2593
1722478101	41116	2593
1722478102	41145	2593
1722478103	44363	2593
1722478104	51381	2593
1722478105	667	2202
1722478106	712	2202
1722478107	1270	2202
1722478108	1460	2202
1722478109	3294	2202
1722478110	18700	2202
1722478111	18713	2202
1722478112	19029	2202
1722478113	21740	2202
1722478114	22113	2202
1722478115	22114	2202
1722478116	22121	2202
1722478117	22123	2202
1722478118	22124	2202
1722478119	22126	2202
1722478120	22129	2202
1722478121	22897	2202
1722478122	25832	2202
1722478123	25836	2202
1722478124	35122	2202
1722478125	35126	2202
1722478126	35127	2202
1722478127	40503	2202
1722478146	25291	4906
1722478147	1399	5596
1722478148	22239	5596
1722478149	40061	5596
1722478150	40069	5596
1722478151	40954	5596
1722478152	41137	5596
1722478153	42552	5596
1722478154	44413	5596
1722478155	46550	5596
1722478156	46555	5596
1722478157	51372	5596
1722478158	51382	5596
1722478159	51392	5596
1722478160	56675	5596
1722478161	56680	5596
1722478162	57185	5596
1722478666	77	15767
1722478667	21772	15767
1722478668	22142	15767
1722478669	23455	15767
1722478670	35019	15767
1722478671	41555	15767
1722478672	41906	15767
1722478673	44960	15767
1722478674	44967	15767
1722478675	45156	15767
1722478676	46648	15767
1722478677	46665	15767
1722478678	56703	15767
1722478679	56720	15767
1722478680	56730	15767
1722478681	57274	15767
1722478682	57538	15767
1722478683	57548	15767
1722478684	57566	15767
1722478685	57789	15767
1722478686	57797	15767
1722478737	33481	11951
1722478738	30431	11951
1722478739	39287	11951
1722478740	1344	11951
1722478741	34981	11951
1722478742	1392	11951
1722478743	35159	11951
1722478744	41001	11951
1722478745	40954	11951
1722478746	19847	11951
1722478747	12370	11951
1722478748	32136	11951
1722478749	22048	11951
1722478750	30413	11951
1722478751	40964	11951
1722478752	40066	11951
1722478753	42427	11951
1722478754	42428	11951
1722478755	19784	11951
1722478756	46540	11951
1722478757	44356	11951
1722478758	51382	11951
1722478759	51385	11951
1722478760	51395	11951
1722478761	51396	11951
1722478762	33493	11951
1722478763	41103	11951
1722478764	41117	11951
1722478765	42554	11951
1722478766	44427	11951
1722478767	51372	11951
1722478768	39292	11951
1722478769	40968	11951
1722478770	40970	11951
1722478771	42552	11951
1722478772	42557	11951
1722478773	44407	11951
1722478774	44410	11951
1722478775	44413	11951
1722478776	46557	11951
1722478777	56690	11951
1722478778	57200	11951
1722478779	54664	11951
1722478780	56680	11951
1722478781	56683	11951
1722478782	56692	11951
1722478783	56685	11951
1722478784	56672	11951
1722478785	57187	11951
1722478807	19767	18348
1722478808	19784	18348
1722478809	21332	18348
1722478810	39265	18348
1722478811	39751	18348
1722478812	39753	18348
1722478813	40066	18348
1722478814	41148	18348
1722478815	42437	18348
1722478816	44410	18348
1722478817	44426	18348
1722478818	51356	18348
1722478819	51394	18348
1722478820	57179	18348
1722478821	57183	18348
1722478822	57186	18348
1722478823	57193	18348
1722478824	57196	18348
1722478825	54597	17926
1722478826	54625	17926
1722478827	54657	17926
1722478828	54777	17926
1722478829	54779	17926
1722478830	54803	17926
1722478831	54810	17926
1722478832	54815	17926
1722478833	58013	17926
1722478834	58111	17926
1722478835	58118	17926
1722478836	58127	17926
1722478856	41055	18612
1722478857	51374	18612
1722478858	54551	18612
1722478859	54552	18612
1722478860	54555	18612
1722478861	54556	18612
1722478862	54557	18612
1722478863	54559	18612
1722478864	54566	18612
1722478865	54567	18612
1722478866	54568	18612
1722478867	54576	18612
1722478868	54578	18612
1722478869	54583	18612
1722478870	54587	18612
1722478871	54589	18612
1722478872	54603	18612
1722478873	54606	18612
1722478874	54607	18612
1722478875	54616	18612
1722478876	54618	18612
1722478877	54621	18612
1722478878	54625	18612
1722478879	54629	18612
1722478880	54641	18612
1722478881	54643	18612
1722478882	54644	18612
1722478883	54646	18612
1722478884	54649	18612
1722478885	54652	18612
1722478886	54653	18612
1722478887	54654	18612
1722478888	54657	18612
1722478889	54658	18612
1722478890	54659	18612
1722478891	54661	18612
1722478892	54769	18612
1722478893	54771	18612
1722478894	54772	18612
1722478895	54773	18612
1722478896	54774	18612
1722478897	54776	18612
1722478898	54777	18612
1722478899	54778	18612
1722478900	54779	18612
1722478901	54781	18612
1722478902	54782	18612
1722478903	54784	18612
1722478904	54785	18612
1722478905	54786	18612
1722478906	54790	18612
1722478907	54791	18612
1722478908	54799	18612
1722478909	54800	18612
1722478910	54801	18612
1722478911	54802	18612
1722478912	54803	18612
1722478913	54804	18612
1722478914	54806	18612
1722478915	54808	18612
1722478916	54810	18612
1722478917	54812	18612
1722478918	54815	18612
1722478919	54816	18612
1722478920	54819	18612
1722478921	54821	18612
1722478922	54824	18612
1722478923	54825	18612
1722478924	54826	18612
1722478925	56827	18612
1722478926	56828	18612
1722478927	56829	18612
1722478928	56831	18612
1722478929	56832	18612
1722478930	56833	18612
1722478931	56835	18612
1722478932	56836	18612
1722478933	56838	18612
1722478934	56840	18612
1722478935	56842	18612
1722478936	56843	18612
1722478937	56844	18612
1722478938	56845	18612
1722478939	56846	18612
1722478940	56847	18612
1722478941	56849	18612
1722478942	56850	18612
1722478943	56851	18612
1722478944	56852	18612
1722478945	56853	18612
1722478946	56854	18612
1722478947	56858	18612
1722478948	56859	18612
1722478949	56872	18612
1722478950	56876	18612
1722478951	56881	18612
1722478952	56885	18612
1722478953	56886	18612
1722478954	56887	18612
1722478955	56888	18612
1722478956	56889	18612
1722478957	56890	18612
1722478958	56893	18612
1722478959	56894	18612
1722478960	56895	18612
1722478961	57679	18612
1722478962	57680	18612
1722478963	57682	18612
1722478964	57683	18612
1722478965	57684	18612
1722478966	57685	18612
1722478967	57686	18612
1722478968	57687	18612
1722478969	57688	18612
1722478970	57689	18612
1722478971	57690	18612
1722478972	57691	18612
1722478973	57695	18612
1722478974	57696	18612
1722478975	57697	18612
1722478976	57698	18612
1722478977	57700	18612
1722478978	57701	18612
1722478979	57703	18612
1722478980	57704	18612
1722478981	57705	18612
1722478982	57706	18612
1722478983	57707	18612
1722478984	57708	18612
1722478985	57709	18612
1722478986	57711	18612
1722478987	57713	18612
1722478988	57719	18612
1722478989	57721	18612
1722478990	57722	18612
1722478991	57723	18612
1722478992	57724	18612
1722478993	57725	18612
1722478994	57726	18612
1722478995	57727	18612
1722478996	57728	18612
1722478997	57729	18612
1722478998	57731	18612
1722478999	57732	18612
1722479000	57734	18612
1722479001	57737	18612
1722479002	57738	18612
1722479003	57854	18612
1722479004	57858	18612
1722479005	57864	18612
1722479006	57865	18612
1722479007	57866	18612
1722479008	57868	18612
1722479009	57869	18612
1722479010	57871	18612
1722479011	57872	18612
1722479012	57873	18612
1722479013	57876	18612
1722479014	57877	18612
1722479015	57880	18612
1722479016	57881	18612
1722479017	57999	18612
1722479018	58000	18612
1722479019	58001	18612
1722479020	58002	18612
1722479021	58004	18612
1722479022	58005	18612
1722479023	58007	18612
1722479024	58010	18612
1722479025	58011	18612
1722479026	58012	18612
1722479027	58013	18612
1722479028	58014	18612
1722479029	58015	18612
1722479030	58016	18612
1722479031	58017	18612
1722479032	58018	18612
1722479033	58019	18612
1722479034	58020	18612
1722479035	58021	18612
1722479036	58022	18612
1722479037	58026	18612
1722479038	58101	18612
1722479039	58102	18612
1722479040	58107	18612
1722479041	58110	18612
1722479042	58111	18612
1722479043	58113	18612
1722479044	58114	18612
1722479045	58115	18612
1722479046	58117	18612
1722479047	58118	18612
1722479048	58119	18612
1722479049	58122	18612
1722479050	58123	18612
1722479051	58124	18612
1722479052	58125	18612
1722479053	58126	18612
1722479054	58127	18612
1722479055	58128	18612
1722479056	58131	18612
1722479057	70990	18612
1722479058	70991	18612
1722479059	70992	18612
1722479060	70994	18612
1722479061	70995	18612
1722479062	70996	18612
1722479063	70997	18612
1722479064	70998	18612
1722479065	70999	18612
1722479066	71000	18612
1722479067	71001	18612
1722479068	71003	18612
1722479069	71004	18612
1722479070	71005	18612
1722479071	71006	18612
1722479072	71007	18612
1722479073	71008	18612
1722479074	71010	18612
1722479075	71012	18612
1722479076	71013	18612
1722479077	71014	18612
1722479078	71015	18612
1722479079	71016	18612
1722479080	71017	18612
1722479081	71018	18612
1722479082	71020	18612
1722479083	32136	15510
1722479084	19812	18360
1722479085	23200	18360
1722479086	30294	18360
1722479087	32902	18360
1722479088	39821	18360
1722479089	40563	18360
1722479090	41464	18360
1722479091	41470	18360
1722479092	44974	18360
1722479093	46673	18360
1722479094	72902	18360
1722479112	21064	18370
1722479113	40502	18370
1722479114	40504	18370
1722479115	40516	18370
1722479116	45021	18370
1722479117	45027	18370
1722479118	46670	18370
1722479119	46997	18370
1722479120	51418	18370
1722479121	51484	18370
1722479122	54530	18370
1722479123	54540	18370
1722479124	54545	18370
1722479125	56922	18370
1722479126	57062	18370
1722479127	57652	18370
1722479128	57669	18370
1722479129	58155	18370
