ID	PERSONID	EMPLOYEETYPEID	ASSIGNEDPOINTS	BADGE	EMPLOYEENUMBER	STARTTIME	ENDTIME	CHANGECOUNTER	MODIFIEDBY	ISSUPERVISOR	ISTEAMLEAD	PREFERREDSTART
1	1	1	0		NULL	2006-05-17 05:00:00.000	2007-05-01 05:01:00.000	6	julie.bowington	0	0	0
25821	4721	1	0		NULL	2009-04-30 05:00:00.000	2012-04-02 04:59:00.000	7		1	0	0
25826	4726	1	0	NULL	NULL	2009-05-04 05:00:00.000	2011-01-13 05:59:00.000	12	wsuperuser	0	0	0
6	6	1	0		tl5223	2002-08-01 05:00:00.000	2007-05-04 05:00:00.000	19	treycalvert	0	0	0
155	155	5	0	NULL	NULL	2006-05-18 05:00:00.000	2010-04-17 04:59:00.000	39	randywyrick	1	0	1
624	624	4	0	NULL	NULL	2005-10-31 06:00:00.000	NULL	34	micah.wells	0	0	0
1085	1085	4	0	NULL	NULL	2006-05-31 05:00:00.000	2011-04-16 04:59:00.000	31	wsuperuser	0	0	0
2540	1501	1	0	NULL	29292	2006-06-28 05:00:00.000	2012-10-17 04:59:00.000	55	marygaskin	0	0	0
1087	1087	1	0	NULL	NULL	2006-06-05 05:00:00.000	NULL	6	ed.padilla	0	0	0
2541	1502	1	0		27924	2006-06-28 05:00:00.000	2007-06-12 05:00:00.000	16	ed.padilla	0	0	0
12551	2251	NULL	0	NULL	NULL	2007-03-07 06:00:00.000	2007-03-26 05:01:00.000	4	julie.bowington	1	0	0
630	630	1	0	NULL	NULL	2005-11-03 06:00:00.000	2010-09-09 04:59:00.000	28	wsuperuser	0	0	0
631	631	1	0		NULL	2005-11-03 06:00:00.000	2007-11-02 05:01:00.000	23	julie.bowington	0	0	0
25819	4719	1	0	NULL	NULL	2009-01-05 06:00:00.000	2012-03-17 04:59:59.000	48	tammylewis	0	0	0
12604	2304	13	0	NULL	NULL	2007-03-09 06:00:00.000	NULL	15	wsuperuser	0	0	0
634	634	1	0		NULL	2005-11-03 06:00:00.000	2007-08-25 05:01:00.000	25	julie.bowington	0	0	0
635	635	1	0		73026	2005-11-03 06:00:00.000	2008-11-03 06:01:00.000	34	micah.wells	0	0	0
636	636	1	0		NULL	2005-11-03 06:00:00.000	2007-08-20 05:00:00.000	26	ed.padilla	0	0	0
32051	5151	1	0	NULL	NULL	2009-08-12 05:00:00.000	2009-10-23 04:59:00.000	9	tammylewis	0	0	0
638	638	1	0	NULL	NULL	2005-11-03 06:00:00.000	2011-04-04 04:59:00.000	25	tammylewis	0	0	0
32052	5152	1	0	NULL	NULL	2009-08-12 05:00:00.000	2011-04-04 04:59:00.000	22	tammylewis	0	0	0
32053	5153	2	0	NULL	NULL	2009-08-12 05:00:00.000	2011-04-14 04:59:00.000	25	wsuperuser	0	0	0
641	641	1	0	NULL	NULL	2005-11-03 06:00:00.000	2010-10-02 04:59:00.000	33	wsuperuser	0	0	0
82051	11851	1	0	NULL	21158	2012-06-14 05:00:00.000	2013-01-12 05:59:59.000	5	jhunger	0	0	0
13290	2403	1	0		NULL	2007-07-30 05:00:00.000	2009-06-05 04:59:00.000	41	julie.bowington	1	0	0
82064	11864	1	0	NULL	34836	2012-06-15 05:00:00.000	2013-01-12 05:59:59.000	9	wsuperuser	0	0	0
25829	4729	1	0	NULL	NULL	2009-05-04 05:00:00.000	2009-06-16 04:59:00.000	5	paulawilson	0	0	0
32058	5158	1	0	NULL	NULL	2009-08-19 05:00:00.000	2009-09-23 04:59:00.000	9	tammylewis	0	0	0
647	647	1	0		NULL	2005-11-07 06:00:00.000	2008-03-11 05:01:00.000	36	micah.wells	0	0	0
25832	4732	1	0	NULL	NULL	2009-05-04 05:00:00.000	2011-10-08 04:59:00.000	29	christina.bradley	0	0	0
32101	5201	1	0	NULL	NULL	2009-08-12 05:00:00.000	2009-11-10 05:59:00.000	14	tammylewis	0	0	0
25833	4733	1	0	NULL	NULL	2009-05-04 05:00:00.000	2010-08-06 04:59:00.000	7	wsuperuser	0	0	0
1090	1090	12	0		NULL	2006-06-05 05:00:00.000	2008-05-07 05:00:00.000	24	julie.bowington	1	0	0
4590	1643	1	0	NULL	n15191	2002-06-17 05:00:00.000	2012-03-31 04:59:59.000	20	jhunger	0	0	0
25835	4735	1	0	NULL	NULL	2009-05-04 05:00:00.000	2012-03-03 05:59:00.000	43	tammylewis	0	0	0
25838	4738	NULL	0	NULL	NULL	2009-05-01 05:00:00.000	2010-01-01 05:59:00.000	4	ed.padilla	0	0	0
655	655	1	0	NULL	NULL	2005-12-05 06:00:00.000	2011-04-05 04:59:00.000	32	wsuperuser	0	0	0
656	656	1	0		NULL	2005-12-05 06:00:00.000	2007-08-29 05:01:00.000	20	julie.bowington	0	0	0
26155	4751	1	0		NULL	2009-05-11 05:00:00.000	2009-05-19 04:59:00.000	5	tammylewis	0	0	0
4592	1645	4	0	NULL	71081	2006-08-21 05:00:00.000	2078-01-30 05:59:00.000	21	jhunger	1	0	0
26162	4758	1	0	NULL	NULL	2009-05-11 05:00:00.000	NULL	41		0	0	0
1251	1251	1	0		NULL	2006-06-20 05:00:00.000	2007-06-27 05:00:00.000	21	treycalvert	0	0	0
13804	2414	1	0		77189	2007-03-05 06:00:00.000	2007-06-28 05:00:00.000	7	ed.padilla	0	0	0
32108	5208	1	0	NULL	NULL	2009-08-10 05:00:00.000	2010-01-06 05:59:00.000	15	tammylewis	0	0	0
13805	2415	1	0	NULL	77190	2007-03-05 06:00:00.000	2010-08-10 04:59:00.000	21	wsuperuser	0	0	0
32124	5224	1	0	NULL	NULL	2009-08-10 05:00:00.000	2009-10-24 04:59:00.000	17	julie.bowington	0	0	0
1476	1476	4	0		NULL	2006-07-05 05:00:00.000	2007-06-29 05:00:00.000	21	shyra.brown	1	0	0
13811	2421	1	0	NULL	77196	2007-03-05 06:00:00.000	2009-12-24 05:59:00.000	27	paulawilson	0	0	0
667	667	1	0	NULL	73180	2005-12-05 06:00:00.000	2011-10-08 04:59:00.000	57	christina.bradley	0	0	0
13812	2422	1	0		77197	2007-03-05 06:00:00.000	2012-05-23 04:59:00.000	39		1	0	0
669	669	1	0	NULL	73190	2005-12-05 06:00:00.000	NULL	82	jennifer.draper	1	0	0
26167	4763	1	0		NULL	2009-05-11 05:00:00.000	2009-07-22 04:59:00.000	9	tammylewis	0	0	0
2543	1504	1	0		27933	2006-06-28 05:00:00.000	2006-10-10 05:00:00.000	13	chriszink	0	0	0
672	672	2	0	NULL	NULL	2005-12-05 06:00:00.000	2012-04-13 04:59:00.000	68	tammylewis	0	0	0
673	673	1	0		73124	2005-12-05 06:00:00.000	2008-05-20 05:00:00.000	34	micah.wells	0	0	0
2544	1505	1	0		27927	2006-06-28 05:00:00.000	2007-05-23 05:00:00.000	11	ed.padilla	0	0	0
675	675	1	0		NULL	2005-12-05 06:00:00.000	2007-09-12 05:01:00.000	26	julie.bowington	0	0	0
82079	11879	1	0	NULL	51908	2012-06-11 05:00:00.000	2012-07-04 04:59:00.000	6	jennifer.draper	0	0	0
13813	2423	1	0	NULL	NULL	2007-05-21 05:00:00.000	NULL	55	tammylewis	1	0	0
13814	2424	1	0		77199	2007-03-05 06:00:00.000	2007-08-22 05:00:00.000	6	ed.padilla	0	0	0
26170	4766	1	0	NULL	NULL	2009-05-11 05:00:00.000	2010-08-11 04:59:00.000	15	wsuperuser	0	0	0
13853	2453	1	0	NULL	NULL	2007-02-28 06:00:00.000	2010-11-18 05:59:00.000	22	tammylewis	1	0	0
681	681	1	0		NULL	2005-12-05 06:00:00.000	2008-05-01 05:01:00.000	27	micah.wells	0	0	0
13859	2459	1	0		NULL	2007-02-28 06:00:00.000	2007-04-30 05:01:00.000	14	julie.bowington	0	0	0
82091	11891	1	0	NULL	NULL	2012-06-18 05:00:00.000	2012-07-28 04:59:00.000	3	marygaskin	0	0	0
13864	2464	1	0	NULL	71458	2007-04-02 05:00:00.000	NULL	21	wsuperuser	0	1	0
26172	4768	1	0	NULL	NULL	2009-05-11 05:00:00.000	2013-01-11 05:59:00.000	22	tammylewis	0	0	0
2545	1506	1	0		27922	2006-06-28 05:00:00.000	2008-09-04 05:00:00.000	37	paulawilson	0	0	0
1415	1415	1	0		NULL	2006-06-23 05:00:00.000	2006-07-25 05:01:00.000	7	adriancarter	0	0	0
1416	1416	1	0		NULL	2006-06-23 05:00:00.000	2006-11-28 06:01:00.000	11	terryfoley	0	0	0
32451	5401	1	0	NULL	NULL	2009-08-12 05:00:00.000	2010-01-27 05:59:00.000	7	tammylewis	0	0	0
690	690	1	0		NULL	2006-01-17 06:00:00.000	2007-03-12 05:01:00.000	15	julie.bowington	0	0	0
85669	12008	1	0	NULL	26186	2012-07-27 05:00:00.000	NULL	2	jennifer.draper	1	0	0
43505	8105	1	0	NULL	NULL	2011-04-03 05:00:00.000	NULL	3	BPFXEmployeeSync	1	0	0
693	693	1	0		NULL	2006-01-17 06:00:00.000	2007-08-08 05:00:00.000	20	shyra.brown	0	0	0
1420	1420	1	0		NULL	2006-06-23 05:00:00.000	2006-08-23 04:59:00.000	6		0	0	0
1473	1473	1	0		NULL	2006-06-26 05:00:00.000	2006-09-24 04:59:00.000	11		0	0	0
696	696	1	0		NULL	2006-01-17 06:00:00.000	2008-02-08 06:01:00.000	19	julie.bowington	0	0	0
697	697	1	0	NULL	NULL	2006-01-17 06:00:00.000	NULL	80		0	0	0
14001	2467	1	0		77204	2007-03-12 05:00:00.000	2007-05-21 05:00:00.000	5	treycalvert	0	0	0
43577	8177	1	0	NULL	NULL	2011-04-03 05:00:00.000	NULL	7	wsuperuser	0	0	0
700	700	1	0	NULL	NULL	2006-01-17 06:00:00.000	2011-11-08 05:59:00.000	33	marybrown	1	0	0
43658	8258	1	0	NULL	NULL	2011-04-03 05:00:00.000	NULL	6	jhunger	0	0	0
43659	8259	1	0	NULL	NULL	2011-04-03 05:00:00.000	NULL	2	BPFXEmployeeSync	0	0	0
14002	2468	1	0	NULL	77205	2007-03-12 05:00:00.000	2011-04-04 04:59:00.000	17	tammylewis	0	0	0
8531	2052	1	0		NULL	2006-11-15 06:00:00.000	2006-11-16 05:59:00.000	6		1	0	0
14003	2469	1	0		77206	2007-03-12 05:00:00.000	2007-06-09 05:00:00.000	4	ed.padilla	0	0	0
706	706	1	0		NULL	2006-01-30 06:00:00.000	2008-12-15 06:01:00.000	43	julie.bowington	0	1	0
43779	8379	1	0	NULL	NULL	2011-04-03 05:00:00.000	2011-04-16 04:59:00.000	4	wsuperuser	0	0	0
45201	9251	1	0	NULL	NULL	2011-05-02 05:00:00.000	NULL	2	jhunger	0	0	0
9461	2054	1	0		NULL	2006-11-15 06:00:00.000	2006-12-16 05:59:00.000	11		0	0	0
710	710	2	0	NULL	73273	2006-02-13 06:00:00.000	2011-04-05 04:59:00.000	43	wsuperuser	0	0	0
14004	2470	1	0	NULL	NULL	2007-03-12 05:00:00.000	NULL	33		0	0	0
712	712	1	0	NULL	73291	2006-02-13 06:00:00.000	2011-10-08 04:59:00.000	59	christina.bradley	0	0	0
45251	9301	1	0	NULL	45073	2011-05-02 05:00:00.000	2011-08-19 04:59:00.000	4	veronicavidaurri	0	0	0
45253	9303	1	0	NULL	45076	2011-05-02 05:00:00.000	2013-02-16 05:59:59.000	8	kimlewis	0	0	0
45268	9318	1	0	NULL	45128	2011-05-02 05:00:00.000	2011-05-18 04:59:00.000	1	heather.trautman	0	0	0
57856	11356	1	0	NULL	NULL	2011-11-28 06:00:00.000	2012-03-07 05:59:00.000	9	marygaskin	0	0	0
91858	12508	1	0	NULL	NULL	2012-10-22 05:00:00.000	2013-04-04 04:59:00.000	12	maryholt	0	0	0
46512	9362	1	0	NULL	NULL	2011-05-19 05:00:00.000	2011-06-07 04:59:00.000	4	wsuperuser	0	0	0
46519	9369	1	0	NULL	NULL	2011-05-19 05:00:00.000	2011-08-10 04:59:00.000	4	tammylewis	0	0	0
46523	9373	1	0	NULL	NULL	2011-05-19 05:00:00.000	2011-09-16 04:59:00.000	4	tammylewis	0	0	0
46525	9375	1	0	NULL	NULL	2011-05-19 05:00:00.000	2011-07-28 04:59:00.000	3	tammylewis	0	0	0
46530	9380	2	0	NULL	NULL	2011-05-19 05:00:00.000	2012-08-23 04:59:00.000	17	marygaskin	0	0	0
46538	9388	1	0	NULL	NULL	2011-05-19 05:00:00.000	2012-04-18 04:59:00.000	17	marygaskin	0	0	0
46539	9389	2	0	NULL	NULL	2011-05-19 05:00:00.000	2012-06-23 04:59:00.000	11	tammylewis	0	0	0
7	7	1	0	NULL	r27122	2006-04-17 05:00:00.000	2006-09-30 04:59:00.000	20	jennifer.johnson	0	0	0
32059	5159	1	0	NULL	NULL	2009-08-12 05:00:00.000	2009-09-23 04:59:00.000	6	tammylewis	0	0	0
9	9	1	0	NULL	h22630	2005-02-01 06:00:00.000	2006-10-14 04:59:00.000	22	wsuperuser	0	1	0
10	10	1	0	NULL	c14712	2002-03-01 06:00:00.000	NULL	38	jennifer.johnson	0	0	0
11	11	1	0	NULL	r22654	2005-02-01 06:00:00.000	2007-01-13 05:59:00.000	22	jennifer.johnson	0	0	0
12	12	1	0		r14000	2001-10-16 05:00:00.000	2008-04-15 05:00:00.000	20	steven.salazar	0	0	0
13	13	1	0	NULL	n18830	2003-10-16 05:00:00.000	2008-11-01 04:59:00.000	24	jennifer.johnson	0	0	0
14	14	1	0	NULL	m26848	2006-03-21 06:00:00.000	2007-05-01 04:59:00.000	22	jennifer.johnson	0	0	0
26174	4770	NULL	0	NULL	19586	2007-03-01 06:00:00.000	NULL	7	jennifer.johnson	1	0	0
16	16	1	0	NULL	t19517	2004-05-03 05:00:00.000	NULL	50	jennifer.johnson	0	0	0
17	17	1	0	NULL	m27316	2006-05-17 05:00:00.000	2006-09-26 04:59:00.000	20	jennifer.johnson	0	0	0
26175	4771	1	0	NULL	39205	2009-05-04 05:00:00.000	2009-10-28 04:59:00.000	4	shyra.brown	0	0	0
19	19	1	0	NULL	r20916	2004-08-02 05:00:00.000	2007-04-07 04:59:00.000	23	jennifer.johnson	0	0	0
20	20	1	0		v26853	2006-03-21 06:00:00.000	2008-04-15 05:00:00.000	18	steven.salazar	0	0	0
22	22	1	0	NULL	r12332	2001-09-16 05:00:00.000	2007-10-20 04:59:00.000	24	jennifer.johnson	0	0	0
23	23	1	0	NULL	m22211	2004-12-01 06:00:00.000	NULL	32	jennifer.johnson	1	0	0
1417	1417	1	0		NULL	2006-06-23 05:00:00.000	2007-07-09 05:00:00.000	15	shyra.brown	0	0	0
25	25	1	0	NULL	l27318	2006-05-17 05:00:00.000	2011-07-26 04:59:59.000	23		0	0	0
32201	5301	1	0	NULL	NULL	2009-08-19 05:00:00.000	2010-05-29 04:59:00.000	9	wsuperuser	0	0	0
27	27	1	0		f26852	2006-03-21 06:00:00.000	2007-06-02 04:59:00.000	32	shyra.brown	1	0	0
2547	1508	1	0	NULL	27925	2006-06-28 05:00:00.000	NULL	72	tammylewis	0	0	0
26177	4773	1	0	NULL	39208	2009-05-04 05:00:00.000	2009-08-07 04:59:00.000	4	shyra.brown	0	0	0
30	30	1	0		o20279	2004-06-01 05:00:00.000	2007-11-01 05:00:00.000	24	shyra.brown	0	0	0
1419	1419	1	0		NULL	2006-06-23 05:00:00.000	2007-02-01 05:59:00.000	8		0	0	0
7751	2001	1	0		NULL	2006-10-09 05:00:00.000	2009-04-09 04:59:00.000	4	ed.padilla	1	0	0
15579	2485	1	0	NULL	NULL	2007-05-08 05:00:00.000	2011-04-15 04:59:00.000	7	wsuperuser	0	0	0
34	34	1	0		m25930	2006-04-17 05:00:00.000	2008-02-11 06:00:00.000	23	shyra.brown	0	0	0
32401	5351	1	0	NULL	NULL	2009-08-12 05:00:00.000	2009-09-19 04:59:00.000	12	tammylewis	0	0	0
12301	2101	1	0		74063	2006-11-27 06:00:00.000	2008-10-06 05:01:00.000	22	micah.wells	0	0	0
7765	2015	1	0		NULL	2006-10-11 05:00:00.000	2007-07-02 05:01:00.000	22	julie.bowington	0	0	0
32402	5352	1	0	NULL	NULL	2009-08-12 05:00:00.000	2009-10-17 04:59:00.000	14	julie.bowington	0	0	0
7767	2017	1	0		NULL	2006-10-11 05:00:00.000	2007-08-16 05:01:00.000	24	julie.bowington	0	0	0
40	40	1	0		e26198	2006-01-11 06:00:00.000	2006-12-05 05:59:00.000	17		0	0	0
15581	2487	1	0		NULL	2007-05-10 05:00:00.000	2007-06-15 05:01:00.000	14	julie.bowington	0	0	0
7772	2022	1	0		NULL	2006-10-11 05:00:00.000	2007-06-29 05:00:00.000	4	ed.padilla	0	0	0
43	43	1	0		q26334	2006-01-26 06:00:00.000	2006-12-21 05:59:00.000	15		0	0	0
44	44	1	0		af8897	2000-02-16 06:00:00.000	2007-01-11 05:59:00.000	17		0	0	0
45	45	1	0	NULL	aj8958	2000-03-01 06:00:00.000	NULL	17	jennifer.johnson	0	0	0
46	46	1	0		t27177	2006-05-17 05:00:00.000	2006-08-19 04:59:00.000	10		0	0	0
1154	1154	1	0		NULL	2006-06-14 05:00:00.000	2007-03-17 04:59:00.000	17		0	0	0
48	48	1	0	NULL	h14325	2001-12-17 06:00:00.000	2012-04-12 04:59:59.000	26	jennifer.johnson	0	0	0
49	49	1	0		dt9236	2000-04-05 05:00:00.000	2006-10-24 05:01:00.000	17	terryfoley	1	0	0
50	50	1	0	NULL	r23403	2005-10-03 05:00:00.000	NULL	19	terryfoley	0	0	0
51	51	1	0	NULL	es7307	1999-09-03 05:00:00.000	2009-10-14 04:59:00.000	32	jennifer.johnson	0	0	0
52	52	1	0		n23022	2005-03-16 06:00:00.000	2007-05-30 05:00:00.000	21	treycalvert	0	0	0
53	53	1	0	NULL	ig4643	1998-01-02 06:00:00.000	2010-03-28 04:59:00.000	29	laura.arias	0	0	0
54	54	1	0		l15420	2002-09-23 05:00:00.000	2009-05-27 04:59:00.000	22	shyra.brown	0	0	0
26178	4774	1	0	NULL	39212	2012-10-22 05:00:00.000	NULL	19	jennifer.johnson	0	0	0
56	56	1	0		w19038	2003-11-17 06:00:00.000	2007-11-30 06:00:00.000	23	shyra.brown	0	0	0
9464	2057	1	0	NULL	NULL	2006-11-15 06:00:00.000	2007-02-08 05:59:00.000	14	jennifer.johnson	0	0	0
58	58	1	0	NULL	r13091	2001-07-16 05:00:00.000	NULL	25	wsuperuser	0	0	0
59	59	1	0	NULL	p18144	2003-08-01 05:00:00.000	2007-12-15 05:59:00.000	21	jennifer.johnson	0	0	0
60	60	1	0	NULL	le9313	2000-04-18 05:00:00.000	2079-01-01 05:59:00.000	54	heather.trautman	1	0	0
61	61	1	0	NULL	g23026	2005-03-14 06:00:00.000	NULL	25	wsuperuser	1	0	0
62	62	1	0	NULL	q24559	2006-03-16 06:00:00.000	2008-05-01 04:59:00.000	22	jennifer.johnson	0	0	0
63	63	1	0		r26528	2006-02-13 06:00:00.000	2007-07-02 05:00:00.000	21	treycalvert	0	0	0
64	64	1	0		l15554	2002-10-21 05:00:00.000	2007-02-17 05:59:00.000	14		0	0	0
26179	4775	1	0	NULL	39210	2009-05-04 05:00:00.000	2012-11-06 05:59:00.000	15	jennifer.johnson	0	0	0
66	66	1	0	NULL	s24430	2006-02-01 06:00:00.000	NULL	21	wsuperuser	0	0	0
67	67	1	0		d26538	2006-02-13 06:00:00.000	2006-12-29 06:00:00.000	12	weitserhsu	0	0	0
68	68	1	0	NULL	r9060	2000-04-03 05:00:00.000	NULL	23	veronicavidaurri	0	1	0
7773	2023	12	0	NULL	NULL	2006-10-13 05:00:00.000	NULL	10	treycalvert	1	0	0
43585	8185	1	0	NULL	NULL	2011-04-03 05:00:00.000	NULL	4	BPFXEmployeeSync	0	0	0
2549	1510	1	0	NULL	27931	2006-06-28 05:00:00.000	2011-04-16 04:59:00.000	66	paulawilson	0	0	0
72	72	1	0		gm9048	2000-04-03 05:00:00.000	2007-10-23 05:00:00.000	16	shyra.brown	0	0	0
7776	2026	1	0	NULL	NULL	2006-10-17 05:00:00.000	2011-03-31 04:59:59.000	4		0	0	0
26185	4781	1	0	NULL	39176	2009-05-04 05:00:00.000	2009-08-19 04:59:00.000	9	paulawilson	0	0	0
12321	2121	12	0	NULL	NULL	2006-12-20 06:00:00.000	NULL	21	christina.bradley	1	0	0
28707	4788	1	0	NULL	39173	2009-05-04 05:00:00.000	2010-06-08 04:59:00.000	12	wsuperuser	0	0	0
77	77	1	0	NULL	j20652	2004-07-05 05:00:00.000	NULL	37	jennifer.johnson	0	0	0
12377	2177	1	0		NULL	2007-01-29 06:00:00.000	2007-06-10 05:01:00.000	11	julie.bowington	0	0	0
15598	2504	1	0		NULL	2007-05-11 05:00:00.000	2007-06-05 05:00:00.000	10	treycalvert	0	0	0
43664	8264	1	0	NULL	NULL	2011-04-03 05:00:00.000	NULL	2	BPFXEmployeeSync	0	0	0
81	81	1	0		g27164	2006-05-17 05:00:00.000	2006-11-03 06:01:00.000	11	adrianjcarter	0	0	0
82	82	1	0	NULL	p13759	2001-09-17 05:00:00.000	NULL	36	jennifer.johnson	0	1	0
43665	8265	1	0	NULL	NULL	2011-04-03 05:00:00.000	NULL	2	BPFXEmployeeSync	0	0	0
84	84	1	0		w26530	2006-02-13 06:00:00.000	2006-12-05 05:59:00.000	18		0	0	0
85	85	1	0		y26191	2006-01-11 06:00:00.000	2007-08-23 05:00:00.000	18	john.makepeace	0	0	0
86	86	1	0	NULL	l13086	2001-07-16 05:00:00.000	NULL	34	jennifer.johnson	0	0	0
87	87	1	0		j15204	2002-05-01 05:00:00.000	2006-08-10 05:01:00.000	9		0	0	0
43666	8266	1	0	NULL	NULL	2011-04-03 05:00:00.000	NULL	2	BPFXEmployeeSync	0	0	0
89	89	1	0		o20458	2004-04-16 05:00:00.000	2008-04-08 05:00:00.000	15	steven.salazar	0	0	0
90	90	1	0		t25933	2005-12-15 06:00:00.000	2006-11-15 05:59:00.000	15		0	0	0
91	91	1	0	NULL	o19967	2000-06-26 05:00:00.000	2007-10-20 04:59:00.000	23	jennifer.johnson	0	0	0
92	92	1	0		s23399	2005-10-03 05:00:00.000	2006-12-05 05:59:00.000	19		0	0	0
93	93	1	0		m27129	2006-04-17 05:00:00.000	2006-10-02 04:59:00.000	16		0	0	0
43668	8268	1	0	NULL	NULL	2011-04-03 05:00:00.000	NULL	2	BPFXEmployeeSync	0	0	0
15701	2551	5	0	NULL	NULL	2007-06-04 05:00:00.000	2013-05-02 04:59:00.000	16	tammylewis	0	0	0
96	96	1	0		w20662	2004-05-03 05:00:00.000	2008-05-01 05:00:00.000	21	shyra.brown	0	0	0
1156	1156	1	0		NULL	2006-06-14 05:00:00.000	2007-10-31 05:01:00.000	23	julie.bowington	0	0	0
43894	8494	1	0	NULL	NULL	2011-04-03 05:00:00.000	2011-10-18 04:59:59.000	3	BPFXEmployeeSync	0	0	0
43895	8495	1	0	NULL	NULL	2011-04-03 05:00:00.000	NULL	2	BPFXEmployeeSync	0	0	0
43901	8501	1	0	NULL	NULL	2011-04-03 05:00:00.000	NULL	2	BPFXEmployeeSync	0	0	0
43902	8502	1	0	NULL	NULL	2011-04-03 05:00:00.000	NULL	2	BPFXEmployeeSync	0	0	0
44955	9055	1	0	NULL	NULL	2011-03-14 05:00:00.000	2011-06-25 04:59:00.000	2	wsuperuser	0	0	0
46581	9431	1	0	NULL	45839	2011-05-23 05:00:00.000	2011-06-09 04:59:00.000	5	jhunger	0	0	0
46645	9442	1	0	NULL	45500	2011-06-06 05:00:00.000	2012-07-07 04:59:00.000	15	jennifer.johnson	0	0	0
46660	9457	1	0	NULL	45514	2011-06-06 05:00:00.000	2011-09-25 04:59:00.000	9	veronicavidaurri	0	0	0
46662	9459	1	0	NULL	44213	2011-06-06 05:00:00.000	2012-08-31 04:59:59.000	15	kimlewis	0	0	0
46667	9464	1	0	NULL	45522	2011-06-06 05:00:00.000	2011-06-25 04:59:00.000	6	wsuperuser	0	0	0
46672	9469	2	0	NULL	NULL	2011-06-13 05:00:00.000	NULL	17	maryholt	0	0	0
46674	9471	1	0	NULL	NULL	2011-06-13 05:00:00.000	2011-10-25 04:59:00.000	6	marygaskin	0	0	0
46677	9474	1	0	NULL	NULL	2011-06-13 05:00:00.000	2012-03-01 05:59:00.000	12	tammylewis	0	0	0
46690	9487	1	0	NULL	NULL	2011-06-13 05:00:00.000	NULL	23	wsuperuser	0	0	0
46707	9504	1	0	NULL	NULL	2011-06-13 05:00:00.000	2011-07-28 04:59:00.000	5	tammylewis	0	0	0
97	97	1	0		c26346	2006-01-26 06:00:00.000	2008-01-02 06:00:00.000	24	shyra.brown	0	0	0
8052	2027	1	0	NULL	n28930	2006-10-23 05:00:00.000	NULL	36	tammylewis	0	0	0
26158	4754	1	0		NULL	2009-05-11 05:00:00.000	2009-06-09 04:59:00.000	9	tammylewis	0	0	0
100	100	1	0		b26522	2006-02-13 06:00:00.000	2009-05-01 04:59:00.000	26	shyra.brown	0	0	0
26165	4761	2	0	NULL	NULL	2009-05-11 05:00:00.000	2010-09-21 04:59:00.000	24	wsuperuser	0	0	0
8055	2030	1	0	NULL	c28946	2006-10-23 05:00:00.000	2012-08-22 04:59:00.000	62	tammylewis	0	0	0
8057	2032	1	0		h28883	2006-10-23 05:00:00.000	2008-06-02 05:00:00.000	18	tammylewis	0	0	0
104	104	1	0	NULL	a20828	2005-03-16 06:00:00.000	NULL	50	heather.trautman	0	1	0
105	105	1	0		n27166	2006-05-17 05:00:00.000	2006-12-01 06:01:00.000	19	weitserhsu	0	0	0
8058	2033	1	0		h28882	2006-10-23 05:00:00.000	2007-01-09 06:00:00.000	8	chriszink	0	0	0
107	107	1	0	NULL	r20453	2006-05-17 05:00:00.000	2079-06-06 04:59:00.000	51	jennifer.johnson	0	0	0
108	108	1	0		c25928	2006-04-17 05:00:00.000	2007-07-25 05:00:00.000	21	dora.moreno	0	0	0
109	109	1	0		dt7055	1999-07-05 05:00:00.000	2007-10-23 05:00:00.000	21	shyra.brown	0	0	0
110	110	1	0	NULL	a19025	2003-11-17 06:00:00.000	NULL	39	heather.trautman	0	1	0
111	111	1	0	NULL	g26332	2006-01-26 06:00:00.000	NULL	36	jennifer.johnson	0	0	0
112	112	1	0		m15419	2002-09-23 05:00:00.000	2006-12-30 05:59:00.000	17		0	0	0
113	113	1	0	NULL	o24440	2006-03-16 06:00:00.000	2079-01-01 05:59:00.000	35	jhunger	1	0	0
114	114	1	0		l13760	2001-09-17 05:00:00.000	2007-02-06 05:59:00.000	16		0	0	0
43863	8463	1	0	NULL	NULL	2011-04-03 05:00:00.000	2011-07-19 04:59:00.000	4	jennifer.johnson	0	0	0
116	116	1	0		s20832	2004-08-16 05:00:00.000	2007-10-06 05:00:00.000	20	shyra.brown	0	1	0
117	117	1	0		d26529	2006-02-13 06:00:00.000	2007-10-08 05:00:00.000	20	shyra.brown	0	0	0
8059	2034	1	0		d28943	2006-10-23 05:00:00.000	2007-10-19 05:00:00.000	14	ed.padilla	0	0	0
119	119	1	0		c27174	2006-05-17 05:00:00.000	2008-12-30 06:00:00.000	24	shyra.brown	0	0	0
8063	2038	1	0		f28977	2006-10-23 05:00:00.000	2006-11-10 06:00:00.000	7	chriszink	0	0	0
121	121	1	0		s18831	2003-11-03 06:00:00.000	2006-09-22 05:01:00.000	14	adriancarter	0	0	0
8064	2039	2	0	NULL	28879	2006-10-23 05:00:00.000	2013-02-23 05:59:00.000	56	tammylewis	0	0	0
30250	4801	2	0		NULL	2009-06-16 05:00:00.000	2009-06-18 04:59:00.000	7	tammylewis	0	0	0
30256	4807	1	0	NULL	NULL	2009-06-16 05:00:00.000	2010-12-01 05:59:00.000	23	wsuperuser	0	0	0
30257	4808	1	0	NULL	NULL	2009-06-16 05:00:00.000	2011-03-02 05:59:00.000	29	wsuperuser	0	0	0
