ID	DATASOURCEID	EMPLOYEEID	EXTERNALEMPIDENT	EXTERNALEMPIDENTTYPE	EXTENSIONDATAPORTID
9668	6	68	NULL	NULL	NULL
8607	6	77	NULL	NULL	NULL
8674	6	82	NULL	NULL	NULL
8589	6	86	NULL	NULL	NULL
10283	6	91		NULL	NULL
10285	6	104		NULL	NULL
8682	6	107	NULL	NULL	NULL
8477	6	110	NULL	NULL	NULL
8563	6	111	NULL	NULL	NULL
9682	6	113	NULL	NULL	NULL
9685	6	127	NULL	NULL	NULL
10286	6	130		NULL	NULL
8710	6	141	NULL	NULL	NULL
10287	6	145		NULL	NULL
9675	6	147	NULL	NULL	NULL
9683	6	148	NULL	NULL	NULL
9691	6	149	NULL	NULL	NULL
9679	6	150	NULL	NULL	NULL
8746	6	153	NULL	NULL	NULL
23764	6	669	NULL	NULL	NULL
18440	6	857	NULL	NULL	NULL
9674	6	1061	NULL	NULL	NULL
16731	6	1072	NULL	NULL	NULL
23720	6	1074	NULL	NULL	NULL
9701	6	1300	NULL	NULL	NULL
10350	6	1377		NULL	NULL
18449	6	1400	NULL	NULL	NULL
10405	6	1408		NULL	NULL
9663	6	1409	NULL	NULL	NULL
10393	6	1431		NULL	NULL
10386	6	3455		NULL	NULL
10355	6	3456		NULL	NULL
10384	6	4226		NULL	NULL
10302	6	4590		NULL	NULL
15111	6	4592	NULL	NULL	NULL
10307	6	9462		NULL	NULL
10312	6	9464		NULL	NULL
10314	6	9465		NULL	NULL
10310	6	9468		NULL	NULL
18400	6	12321	NULL	NULL	NULL
10356	6	12329		NULL	NULL
10365	6	12336		NULL	NULL
18799	6	12342	NULL	NULL	NULL
10435	6	12435		NULL	NULL
10440	6	12438		NULL	NULL
8736	6	12442	NULL	NULL	NULL
9699	6	13864	NULL	NULL	NULL
10332	6	15528		NULL	NULL
9568	6	15701	NULL	NULL	NULL
10251	6	16526		NULL	NULL
10250	6	16527		NULL	NULL
10262	6	16528		NULL	NULL
10263	6	16529		NULL	NULL
18664	6	16726	NULL	NULL	NULL
10432	6	16739		NULL	NULL
10385	6	18257		NULL	NULL
8474	6	18260	NULL	NULL	NULL
8721	6	18262	NULL	NULL	NULL
10383	6	18263		NULL	NULL
9673	6	18264	NULL	NULL	NULL
10381	6	18270		NULL	NULL
8540	6	18280	NULL	NULL	NULL
10375	6	18281		NULL	NULL
8552	6	18282	NULL	NULL	NULL
18486	6	18342	NULL	NULL	NULL
8549	6	18716	NULL	NULL	NULL
8598	6	18719	NULL	NULL	NULL
9669	6	18722	NULL	NULL	NULL
9694	6	18727	NULL	NULL	NULL
9665	6	18728	NULL	NULL	NULL
8630	6	18729	NULL	NULL	NULL
8601	6	18730	NULL	NULL	NULL
8620	6	18763	NULL	NULL	NULL
10362	6	18764		NULL	NULL
10366	6	18771		NULL	NULL
8500	6	18911	NULL	NULL	NULL
8652	6	18918	NULL	NULL	NULL
9693	6	18959	NULL	NULL	NULL
9680	6	18972	NULL	NULL	NULL
10279	6	19061		NULL	NULL
9690	6	19069	NULL	NULL	NULL
8762	6	19852	NULL	NULL	NULL
8648	6	19859	NULL	NULL	NULL
10412	6	19868		NULL	NULL
9661	6	19870	NULL	NULL	NULL
8650	6	20023	NULL	NULL	NULL
10280	6	20025		NULL	NULL
8605	6	20028	NULL	NULL	NULL
12298	6	20032	NULL	NULL	NULL
10271	6	20036		NULL	NULL
8499	6	21282	NULL	NULL	NULL
10293	6	21283		NULL	NULL
8666	6	21290	NULL	NULL	NULL
10299	6	21291		NULL	NULL
8694	6	21293	NULL	NULL	NULL
8754	6	21297	NULL	NULL	NULL
10284	6	21499		NULL	NULL
8518	6	21500	NULL	NULL	NULL
8571	6	21502	NULL	NULL	NULL
10431	6	21504		NULL	NULL
8693	6	21507	NULL	NULL	NULL
10427	6	21508		NULL	NULL
10325	6	21745		NULL	NULL
10323	6	21746		NULL	NULL
9681	6	21752	NULL	NULL	NULL
10335	6	21753		NULL	NULL
8763	6	21758	NULL	NULL	NULL
8725	6	21765	NULL	NULL	NULL
8560	6	21766	NULL	NULL	NULL
10311	6	21767		NULL	NULL
10309	6	21768		NULL	NULL
10308	6	21771		NULL	NULL
8655	6	21772	NULL	NULL	NULL
9677	6	21775	NULL	NULL	NULL
10306	6	21776		NULL	NULL
10305	6	21779		NULL	NULL
9672	6	21782	NULL	NULL	NULL
9687	6	22026	NULL	NULL	NULL
9666	6	22085	NULL	NULL	NULL
8658	6	22132	NULL	NULL	NULL
8651	6	22142	NULL	NULL	NULL
17748	6	22145	NULL	NULL	NULL
8603	6	22148	NULL	NULL	NULL
8759	6	22149	NULL	NULL	NULL
8476	6	22150	NULL	NULL	NULL
10300	6	22931		NULL	NULL
8731	6	22933	NULL	NULL	NULL
10298	6	22935		NULL	NULL
10296	6	22936		NULL	NULL
10295	6	22937		NULL	NULL
10294	6	22939		NULL	NULL
10292	6	22941		NULL	NULL
8495	6	22951	NULL	NULL	NULL
8541	6	22954	NULL	NULL	NULL
8580	6	22955	NULL	NULL	NULL
8579	6	22957	NULL	NULL	NULL
8616	6	22958	NULL	NULL	NULL
8730	6	22966	NULL	NULL	NULL
8739	6	22967	NULL	NULL	NULL
16727	6	22986	NULL	NULL	NULL
9700	6	23036	NULL	NULL	NULL
8486	6	23070	NULL	NULL	NULL
8462	6	23073	NULL	NULL	NULL
8449	6	23076	NULL	NULL	NULL
8585	6	23077	NULL	NULL	NULL
8691	6	23078	NULL	NULL	NULL
8711	6	23081	NULL	NULL	NULL
8726	6	23214	NULL	NULL	NULL
8504	6	23215	NULL	NULL	NULL
8600	6	23217	NULL	NULL	NULL
8501	6	23220	NULL	NULL	NULL
8530	6	23223	NULL	NULL	NULL
8566	6	23225	NULL	NULL	NULL
8606	6	23227	NULL	NULL	NULL
8723	6	23231	NULL	NULL	NULL
8755	6	23448	NULL	NULL	NULL
8527	6	23450	NULL	NULL	NULL
8728	6	23455	NULL	NULL	NULL
8681	6	23456	NULL	NULL	NULL
8639	6	23462	NULL	NULL	NULL
8487	6	23466	NULL	NULL	NULL
10313	6	23962		NULL	NULL
8529	6	23964	NULL	NULL	NULL
8490	6	23966	NULL	NULL	NULL
9662	6	23967	NULL	NULL	NULL
8497	6	23969	NULL	NULL	NULL
8683	6	23972	NULL	NULL	NULL
8493	6	24001	NULL	NULL	NULL
8771	6	24006	NULL	NULL	NULL
10288	6	24007		NULL	NULL
8470	6	24547	NULL	NULL	NULL
8528	6	24551	NULL	NULL	NULL
8669	6	24554	NULL	NULL	NULL
8703	6	24555	NULL	NULL	NULL
8687	6	24556	NULL	NULL	NULL
8557	6	25185	NULL	NULL	NULL
8660	6	25188	NULL	NULL	NULL
8738	6	25192	NULL	NULL	NULL
8464	6	25314	NULL	NULL	NULL
8507	6	25320	NULL	NULL	NULL
10264	6	25329		NULL	NULL
8758	6	25331	NULL	NULL	NULL
11725	6	25701	NULL	NULL	NULL
11731	6	25703	NULL	NULL	NULL
35582	6	25810	NULL	NULL	NULL
9689	6	26174	NULL	NULL	NULL
8554	6	26178	NULL	NULL	NULL
8458	6	26179	NULL	NULL	NULL
8544	6	26182	NULL	NULL	NULL
8519	6	26184	NULL	NULL	NULL
16723	6	28708	NULL	NULL	NULL
8569	6	31318	NULL	NULL	NULL
8645	6	31319	NULL	NULL	NULL
8671	6	31320	NULL	NULL	NULL
8690	6	31322	NULL	NULL	NULL
8692	6	31323	NULL	NULL	NULL
10320	6	31324		NULL	NULL
8444	6	33401	NULL	NULL	NULL
8510	6	33517	NULL	NULL	NULL
8550	6	33521	NULL	NULL	NULL
8494	6	33522	NULL	NULL	NULL
8623	6	33523	NULL	NULL	NULL
8680	6	33527	NULL	NULL	NULL
9667	6	33530	NULL	NULL	NULL
8496	6	34955	NULL	NULL	NULL
8521	6	34957	NULL	NULL	NULL
10322	6	43771		NULL	NULL
10090	6	43791		NULL	NULL
10091	6	43792		NULL	NULL
10092	6	43793		NULL	NULL
10093	6	43794		NULL	NULL
10094	6	43795		NULL	NULL
10095	6	43796		NULL	NULL
10096	6	43797		NULL	NULL
10097	6	43798		NULL	NULL
10098	6	43799		NULL	NULL
10099	6	43800		NULL	NULL
10100	6	43801		NULL	NULL
10101	6	43802		NULL	NULL
10102	6	43803		NULL	NULL
10103	6	43804		NULL	NULL
10104	6	43805		NULL	NULL
10105	6	43806		NULL	NULL
10106	6	43807		NULL	NULL
10107	6	43808		NULL	NULL
10108	6	43809		NULL	NULL
10109	6	43810		NULL	NULL
10110	6	43811		NULL	NULL
10111	6	43812		NULL	NULL
10114	6	43815		NULL	NULL
10912	8	43757		NULL	NULL
10915	8	43758		NULL	NULL
10914	8	43759		NULL	NULL
10883	8	43760		NULL	NULL
10886	8	43761		NULL	NULL
10888	8	43763		NULL	NULL
10889	8	43764		NULL	NULL
10890	8	43767		NULL	NULL
10891	8	43768		NULL	NULL
10892	8	43769		NULL	NULL
10893	8	43770		NULL	NULL
10895	8	43771		NULL	NULL
10877	8	43787		NULL	NULL
10876	8	43791		NULL	NULL
10882	8	43796		NULL	NULL
12569	8	43797	NULL	NULL	NULL
10870	8	43867		NULL	NULL
10871	8	43869		NULL	NULL
10873	8	43870		NULL	NULL
41932	8	43877	NULL	NULL	NULL
10866	8	43878		NULL	NULL
10865	8	43880		NULL	NULL
10450	8	43954		NULL	NULL
10451	8	43955		NULL	NULL
10452	8	43956		NULL	NULL
10453	8	43957		NULL	NULL
10454	8	43958		NULL	NULL
10455	8	43959		NULL	NULL
10456	8	43960		NULL	NULL
10458	8	43962		NULL	NULL
10459	8	43963		NULL	NULL
10460	8	43964		NULL	NULL
10461	8	43965		NULL	NULL
10462	8	43966		NULL	NULL
10463	8	43967		NULL	NULL
10464	8	43968		NULL	NULL
10465	8	43969		NULL	NULL
10467	8	43971		NULL	NULL
10468	8	43972		NULL	NULL
10469	8	43973		NULL	NULL
10470	8	43974		NULL	NULL
10471	8	43975		NULL	NULL
10472	8	43976		NULL	NULL
10473	8	43977		NULL	NULL
10474	8	43978		NULL	NULL
10475	8	43979		NULL	NULL
10476	8	43980		NULL	NULL
10477	8	43981		NULL	NULL
10478	8	43982		NULL	NULL
10479	8	43983		NULL	NULL
10480	8	43984		NULL	NULL
10481	8	43985		NULL	NULL
10482	8	43986		NULL	NULL
10483	8	43987		NULL	NULL
10485	8	43989		NULL	NULL
10486	8	43990		NULL	NULL
10490	8	43994		NULL	NULL
10491	8	43995		NULL	NULL
10492	8	43996		NULL	NULL
10493	8	43997		NULL	NULL
10494	8	43998		NULL	NULL
10495	8	43999		NULL	NULL
10496	8	44000		NULL	NULL
10497	8	44001		NULL	NULL
10500	8	44004		NULL	NULL
10501	8	44005		NULL	NULL
10502	8	44006		NULL	NULL
10503	8	44007		NULL	NULL
10504	8	44008		NULL	NULL
10505	8	44009		NULL	NULL
10506	8	44010		NULL	NULL
10508	8	44012		NULL	NULL
10509	8	44013		NULL	NULL
10510	8	44014		NULL	NULL
10511	8	44015		NULL	NULL
10512	8	44016		NULL	NULL
10513	8	44017		NULL	NULL
10514	8	44018		NULL	NULL
10515	8	44019		NULL	NULL
10516	8	44020		NULL	NULL
10517	8	44021		NULL	NULL
10519	8	44023		NULL	NULL
10520	8	44024		NULL	NULL
10521	8	44025		NULL	NULL
10522	8	44026		NULL	NULL
10523	8	44027		NULL	NULL
10524	8	44028		NULL	NULL
10525	8	44029		NULL	NULL
10526	8	44030		NULL	NULL
10527	8	44031		NULL	NULL
10528	8	44032		NULL	NULL
10529	8	44033		NULL	NULL
10530	8	44034		NULL	NULL
10531	8	44035		NULL	NULL
10532	8	44036		NULL	NULL
10533	8	44037		NULL	NULL
10534	8	44038		NULL	NULL
10535	8	44039		NULL	NULL
10536	8	44040		NULL	NULL
10537	8	44041		NULL	NULL
10538	8	44042		NULL	NULL
10539	8	44043		NULL	NULL
10540	8	44044		NULL	NULL
10542	8	44046		NULL	NULL
10568	8	44072		NULL	NULL
10569	8	44073		NULL	NULL
10570	8	44074		NULL	NULL
10571	8	44075		NULL	NULL
10572	8	44076		NULL	NULL
10573	8	44077		NULL	NULL
10574	8	44078		NULL	NULL
10575	8	44079		NULL	NULL
10576	8	44080		NULL	NULL
10577	8	44081		NULL	NULL
10578	8	44082		NULL	NULL
10579	8	44083		NULL	NULL
10580	8	44084		NULL	NULL
10581	8	44085		NULL	NULL
10582	8	44086		NULL	NULL
10583	8	44087		NULL	NULL
10584	8	44088		NULL	NULL
10585	8	44089		NULL	NULL
10586	8	44090		NULL	NULL
10588	8	44092		NULL	NULL
10589	8	44093		NULL	NULL
10590	8	44094		NULL	NULL
10591	8	44095		NULL	NULL
10592	8	44096		NULL	NULL
10593	8	44097		NULL	NULL
10595	8	44099		NULL	NULL
10596	8	44100		NULL	NULL
10598	8	44102		NULL	NULL
10599	8	44103		NULL	NULL
10600	8	44104		NULL	NULL
10601	8	44105		NULL	NULL
10602	8	44106		NULL	NULL
10604	8	44108		NULL	NULL
10605	8	44109		NULL	NULL
10607	8	44111		NULL	NULL
10608	8	44112		NULL	NULL
10611	8	44115		NULL	NULL
10612	8	44116		NULL	NULL
10613	8	44117		NULL	NULL
10614	8	44118		NULL	NULL
10615	8	44119		NULL	NULL
10616	8	44120		NULL	NULL
10617	8	44121		NULL	NULL
10618	8	44122		NULL	NULL
10619	8	44123		NULL	NULL
10621	8	44125		NULL	NULL
10622	8	44126		NULL	NULL
10623	8	44127		NULL	NULL
10624	8	44128		NULL	NULL
10625	8	44129		NULL	NULL
10626	8	44130		NULL	NULL
10627	8	44131		NULL	NULL
10628	8	44132		NULL	NULL
10629	8	44133		NULL	NULL
10630	8	44134		NULL	NULL
10631	8	44135		NULL	NULL
10632	8	44136		NULL	NULL
10634	8	44138		NULL	NULL
10635	8	44139		NULL	NULL
10636	8	44140		NULL	NULL
10637	8	44141		NULL	NULL
10638	8	44142		NULL	NULL
10640	8	44144		NULL	NULL
10642	8	44146		NULL	NULL
10647	8	44151		NULL	NULL
10650	8	44154		NULL	NULL
10651	8	44155		NULL	NULL
10652	8	44156		NULL	NULL
10654	8	44158		NULL	NULL
10656	8	44160		NULL	NULL
10657	8	44161		NULL	NULL
10658	8	44162		NULL	NULL
10659	8	44163		NULL	NULL
10660	8	44164		NULL	NULL
10663	8	44167		NULL	NULL
10665	8	44169		NULL	NULL
10666	8	44170		NULL	NULL
10667	8	44171		NULL	NULL
10668	8	44172		NULL	NULL
10670	8	44174		NULL	NULL
10671	8	44175		NULL	NULL
10672	8	44176		NULL	NULL
10673	8	44177		NULL	NULL
10674	8	44178		NULL	NULL
10675	8	44179		NULL	NULL
10676	8	44180		NULL	NULL
10678	8	44182		NULL	NULL
10681	8	44185		NULL	NULL
10682	8	44186		NULL	NULL
10683	8	44187		NULL	NULL
10684	8	44188		NULL	NULL
10685	8	44189		NULL	NULL
10686	8	44190		NULL	NULL
10687	8	44191		NULL	NULL
10689	8	44193		NULL	NULL
10690	8	44194		NULL	NULL
10691	8	44195		NULL	NULL
10692	8	44196		NULL	NULL
10693	8	44197		NULL	NULL
10694	8	44198		NULL	NULL
10695	8	44199		NULL	NULL
10696	8	44200		NULL	NULL
10697	8	44201		NULL	NULL
10698	8	44202		NULL	NULL
10699	8	44203		NULL	NULL
10701	8	44205		NULL	NULL
10702	8	44206		NULL	NULL
10703	8	44207		NULL	NULL
10704	8	44208		NULL	NULL
10705	8	44209		NULL	NULL
10707	8	44211		NULL	NULL
10708	8	44212		NULL	NULL
10709	8	44213		NULL	NULL
10710	8	44214		NULL	NULL
10711	8	44215		NULL	NULL
10712	8	44216		NULL	NULL
10713	8	44217		NULL	NULL
10714	8	44218		NULL	NULL
10715	8	44219		NULL	NULL
10716	8	44220		NULL	NULL
10717	8	44221		NULL	NULL
10719	8	44223		NULL	NULL
10720	8	44224		NULL	NULL
10721	8	44225		NULL	NULL
10722	8	44226		NULL	NULL
10723	8	44227		NULL	NULL
10724	8	44228		NULL	NULL
10726	8	44230		NULL	NULL
10727	8	44231		NULL	NULL
10729	8	44233		NULL	NULL
10730	8	44234		NULL	NULL
10731	8	44235		NULL	NULL
10732	8	44236		NULL	NULL
10734	8	44238		NULL	NULL
10736	8	44240		NULL	NULL
10737	8	44241		NULL	NULL
10738	8	44242		NULL	NULL
10739	8	44243		NULL	NULL
10740	8	44244		NULL	NULL
10741	8	44245		NULL	NULL
10743	8	44247		NULL	NULL
10744	8	44248		NULL	NULL
10745	8	44249		NULL	NULL
10746	8	44250		NULL	NULL
10747	8	44251		NULL	NULL
10748	8	44252		NULL	NULL
10749	8	44253		NULL	NULL
10752	8	44256		NULL	NULL
10753	8	44257		NULL	NULL
10754	8	44258		NULL	NULL
10755	8	44259		NULL	NULL
10756	8	44260		NULL	NULL
10758	8	44262		NULL	NULL
10759	8	44263		NULL	NULL
10760	8	44264		NULL	NULL
10761	8	44265		NULL	NULL
10762	8	44266		NULL	NULL
10763	8	44267		NULL	NULL
10764	8	44268		NULL	NULL
10765	8	44269		NULL	NULL
10766	8	44270		NULL	NULL
10767	8	44271		NULL	NULL
10768	8	44272		NULL	NULL
10769	8	44273		NULL	NULL
10770	8	44274		NULL	NULL
10771	8	44275		NULL	NULL
10772	8	44276		NULL	NULL
10773	8	44277		NULL	NULL
10774	8	44278		NULL	NULL
10775	8	44279		NULL	NULL
10776	8	44280		NULL	NULL
10778	8	44282		NULL	NULL
10780	8	44284		NULL	NULL
10781	8	44285		NULL	NULL
10782	8	44286		NULL	NULL
10783	8	44287		NULL	NULL
10784	8	44288		NULL	NULL
10785	8	44289		NULL	NULL
10786	8	44290		NULL	NULL
10787	8	44291		NULL	NULL
10788	8	44292		NULL	NULL
10789	8	44293		NULL	NULL
10790	8	44294		NULL	NULL
10792	8	44296		NULL	NULL
10793	8	44297		NULL	NULL
10794	8	44298		NULL	NULL
10795	8	44299		NULL	NULL
10798	8	44302		NULL	NULL
10800	8	44304		NULL	NULL
10801	8	44305		NULL	NULL
10802	8	44306		NULL	NULL
10803	8	44307		NULL	NULL
10804	8	44308		NULL	NULL
10805	8	44309		NULL	NULL
10806	8	44310		NULL	NULL
14614	8	44311	NULL	NULL	NULL
10808	8	44312		NULL	NULL
10809	8	44313		NULL	NULL
10810	8	44314		NULL	NULL
10811	8	44315		NULL	NULL
10812	8	44316		NULL	NULL
10813	8	44317		NULL	NULL
10814	8	44318		NULL	NULL
10817	8	44321		NULL	NULL
10818	8	44322		NULL	NULL
10819	8	44323		NULL	NULL
10820	8	44324		NULL	NULL
10821	8	44325		NULL	NULL
9305	8	41516	NULL	NULL	NULL
9274	8	41651	NULL	NULL	NULL
8886	8	41653	NULL	NULL	NULL
9072	8	41665	NULL	NULL	NULL
9319	8	41671	NULL	NULL	NULL
8956	8	41673	NULL	NULL	NULL
8842	8	41679	NULL	NULL	NULL
8954	8	41680	NULL	NULL	NULL
8984	8	41761	NULL	NULL	NULL
9073	8	41763	NULL	NULL	NULL
9095	8	41764	NULL	NULL	NULL
9156	8	41769	NULL	NULL	NULL
9222	8	41801	NULL	NULL	NULL
8826	8	42353	NULL	NULL	NULL
8883	8	42360	NULL	NULL	NULL
9002	8	42366	NULL	NULL	NULL
9008	8	42368	NULL	NULL	NULL
9059	8	42370	NULL	NULL	NULL
9152	8	42372	NULL	NULL	NULL
9138	8	42373	NULL	NULL	NULL
9268	8	42375	NULL	NULL	NULL
9327	8	42379	NULL	NULL	NULL
9162	8	42392	NULL	NULL	NULL
9147	8	42394	NULL	NULL	NULL
9187	8	42395	NULL	NULL	NULL
9181	8	42400	NULL	NULL	NULL
9183	8	42401	NULL	NULL	NULL
9250	8	42404	NULL	NULL	NULL
9289	8	42406	NULL	NULL	NULL
9292	8	42407	NULL	NULL	NULL
9300	8	42408	NULL	NULL	NULL
40564	8	42430	NULL	NULL	NULL
9185	8	42565	NULL	NULL	NULL
8911	8	42959	NULL	NULL	NULL
9041	8	42965	NULL	NULL	NULL
9128	8	42969	NULL	NULL	NULL
11080	8	43365		NULL	NULL
9284	8	43404	NULL	NULL	NULL
9155	8	43410	NULL	NULL	NULL
9142	8	43411	NULL	NULL	NULL
9203	8	43414	NULL	NULL	NULL
8843	8	43415	NULL	NULL	NULL
9036	8	43417	NULL	NULL	NULL
9084	8	43419	NULL	NULL	NULL
9096	8	43420	NULL	NULL	NULL
9001	8	43424	NULL	NULL	NULL
9244	8	22897	NULL	NULL	NULL
9110	8	22973	NULL	NULL	NULL
10867	8	22974		NULL	NULL
8856	8	22977	NULL	NULL	NULL
8930	8	22984	NULL	NULL	NULL
9113	8	22986	NULL	NULL	NULL
9271	8	22990	NULL	NULL	NULL
9554	8	23195	NULL	NULL	NULL
8841	8	23200	NULL	NULL	NULL
8807	8	23257	NULL	NULL	NULL
11122	8	23270		NULL	NULL
9028	8	23983	NULL	NULL	NULL
9297	8	23994	NULL	NULL	NULL
10869	8	24018		NULL	NULL
10872	8	24020		NULL	NULL
9632	8	24030	NULL	NULL	NULL
8865	8	24253	NULL	NULL	NULL
8934	8	24571	NULL	NULL	NULL
9307	8	24593	NULL	NULL	NULL
9043	8	24594	NULL	NULL	NULL
11303	8	24612	NULL	NULL	NULL
17634	8	24619	NULL	NULL	NULL
9091	8	24732	NULL	NULL	NULL
9081	8	25300	NULL	NULL	NULL
8902	8	25304	NULL	NULL	NULL
10851	8	25330		NULL	NULL
11726	8	25701	NULL	NULL	NULL
11732	8	25703	NULL	NULL	NULL
9224	8	25800	NULL	NULL	NULL
8798	8	25804	NULL	NULL	NULL
8950	8	25810	NULL	NULL	NULL
9269	8	25831	NULL	NULL	NULL
9102	8	25832	NULL	NULL	NULL
9178	8	25836	NULL	NULL	NULL
17496	8	26157	NULL	NULL	NULL
27967	8	26162	NULL	NULL	NULL
9589	8	26171	NULL	NULL	NULL
9587	8	28708	NULL	NULL	NULL
8774	8	30277	NULL	NULL	NULL
8923	8	30283	NULL	NULL	NULL
9294	8	30294	NULL	NULL	NULL
12999	8	30401	NULL	NULL	NULL
9638	8	30407	NULL	NULL	NULL
43876	8	30414	NULL	NULL	NULL
39307	8	32153	NULL	NULL	NULL
9236	8	32893	NULL	NULL	NULL
9083	8	32902	NULL	NULL	NULL
11072	8	624		NULL	NULL
11074	8	638		NULL	NULL
9040	8	667	NULL	NULL	NULL
9092	8	669	NULL	NULL	NULL
9140	8	697	NULL	NULL	NULL
8922	8	712	NULL	NULL	NULL
11087	8	735		NULL	NULL
9076	8	857	NULL	NULL	NULL
9551	8	898	NULL	NULL	NULL
11108	8	938		NULL	NULL
10857	8	1040		NULL	NULL
9656	8	1043	NULL	NULL	NULL
10860	8	1063		NULL	NULL
8898	8	1072	NULL	NULL	NULL
10861	8	1082		NULL	NULL
10862	8	1087		NULL	NULL
10850	8	1091		NULL	NULL
8869	8	1115	NULL	NULL	NULL
10852	8	1125		NULL	NULL
9549	8	1132	NULL	NULL	NULL
10853	8	1149		NULL	NULL
8982	8	1180	NULL	NULL	NULL
10880	8	1196		NULL	NULL
10881	8	1200		NULL	NULL
8819	8	1270	NULL	NULL	NULL
10943	8	1308		NULL	NULL
9644	8	1318	NULL	NULL	NULL
11329	8	1320	NULL	NULL	NULL
10968	8	1333		NULL	NULL
40147	8	1345	NULL	NULL	NULL
39316	8	1376	NULL	NULL	NULL
9651	8	1377	NULL	NULL	NULL
11296	8	1378	NULL	NULL	NULL
40025	8	1399	NULL	NULL	NULL
10919	8	1400		NULL	NULL
11123	8	1411	NULL	NULL	NULL
11025	8	1412		NULL	NULL
9249	8	1460	NULL	NULL	NULL
9009	8	3294	NULL	NULL	NULL
12024	8	3487	NULL	NULL	NULL
27956	8	4590	NULL	NULL	NULL
9131	8	5168	NULL	NULL	NULL
11104	8	7773		NULL	NULL
11102	8	12312		NULL	NULL
9566	8	12321	NULL	NULL	NULL
40987	8	12370	NULL	NULL	NULL
14987	8	12371	NULL	NULL	NULL
11089	8	12385		NULL	NULL
11088	8	12390		NULL	NULL
9652	8	12604	NULL	NULL	NULL
11083	8	13812		NULL	NULL
9650	8	13813	NULL	NULL	NULL
9123	8	13852	NULL	NULL	NULL
11096	8	15584		NULL	NULL
9569	8	15701	NULL	NULL	NULL
20265	8	16726	NULL	NULL	NULL
9602	8	16729	NULL	NULL	NULL
11305	8	18085	NULL	NULL	NULL
9571	8	18099	NULL	NULL	NULL
9608	8	18107	NULL	NULL	NULL
9614	8	18120	NULL	NULL	NULL
9617	8	18128	NULL	NULL	NULL
9279	8	18342	NULL	NULL	NULL
9228	8	18482	NULL	NULL	NULL
9157	8	18700	NULL	NULL	NULL
9262	8	18713	NULL	NULL	NULL
10940	8	18759		NULL	NULL
10948	8	18761		NULL	NULL
11125	8	18762	NULL	NULL	NULL
9546	8	18978	NULL	NULL	NULL
11059	8	18980		NULL	NULL
11075	8	19012		NULL	NULL
9021	8	19029	NULL	NULL	NULL
10856	8	19472		NULL	NULL
9573	8	19786	NULL	NULL	NULL
8994	8	19812	NULL	NULL	NULL
11007	8	19843		NULL	NULL
11019	8	19862		NULL	NULL
11112	8	21060		NULL	NULL
11111	8	21061		NULL	NULL
11114	8	21062		NULL	NULL
9182	8	21063	NULL	NULL	NULL
8777	8	21277	NULL	NULL	NULL
9620	8	21300	NULL	NULL	NULL
8987	8	21739	NULL	NULL	NULL
9004	8	21740	NULL	NULL	NULL
10903	8	21744		NULL	NULL
9626	8	21829	NULL	NULL	NULL
9688	8	22026	NULL	NULL	NULL
8967	8	22037	NULL	NULL	NULL
9328	8	22039	NULL	NULL	NULL
43724	8	22048	NULL	NULL	NULL
16889	8	22050	NULL	NULL	NULL
9622	8	22062	NULL	NULL	NULL
9624	8	22069	NULL	NULL	NULL
11105	8	22085		NULL	NULL
9550	8	22093	NULL	NULL	NULL
8939	8	22113	NULL	NULL	NULL
8957	8	22114	NULL	NULL	NULL
9037	8	22117	NULL	NULL	NULL
9215	8	22121	NULL	NULL	NULL
9169	8	22123	NULL	NULL	NULL
9198	8	22124	NULL	NULL	NULL
9202	8	22126	NULL	NULL	NULL
9338	8	22129	NULL	NULL	NULL
11090	8	22223		NULL	NULL
9930	7	43726		NULL	NULL
9931	7	43727		NULL	NULL
9932	7	43728		NULL	NULL
9933	7	43729		NULL	NULL
9934	7	43730		NULL	NULL
9935	7	43731		NULL	NULL
9936	7	43732		NULL	NULL
9937	7	43733		NULL	NULL
9938	7	43734		NULL	NULL
9939	7	43735		NULL	NULL
9940	7	43736		NULL	NULL
9941	7	43737		NULL	NULL
9942	7	43738		NULL	NULL
9944	7	43740		NULL	NULL
9945	7	43741		NULL	NULL
9947	7	43743		NULL	NULL
9948	7	43744		NULL	NULL
9949	7	43745		NULL	NULL
9951	7	43747		NULL	NULL
9952	7	43748		NULL	NULL
9953	7	43749		NULL	NULL
9954	7	43750		NULL	NULL
9955	7	43751		NULL	NULL
9956	7	43752		NULL	NULL
9957	7	43753		NULL	NULL
9958	7	43754		NULL	NULL
9959	7	43755		NULL	NULL
9960	7	43756		NULL	NULL
9961	7	43757		NULL	NULL
9962	7	43758		NULL	NULL
9963	7	43759		NULL	NULL
9964	7	43760		NULL	NULL
9965	7	43761		NULL	NULL
9967	7	43763		NULL	NULL
9968	7	43764		NULL	NULL
9969	7	43765		NULL	NULL
9970	7	43766		NULL	NULL
9971	7	43767		NULL	NULL
9972	7	43768		NULL	NULL
9973	7	43769		NULL	NULL
9974	7	43770		NULL	NULL
9975	7	43771		NULL	NULL
9976	7	43772		NULL	NULL
9977	7	43773		NULL	NULL
9979	7	43775		NULL	NULL
9980	7	43776		NULL	NULL
9981	7	43777		NULL	NULL
9984	7	43780		NULL	NULL
9987	7	43783		NULL	NULL
9990	7	43786		NULL	NULL
9991	7	43787		NULL	NULL
10085	7	43788	NULL	NULL	NULL
10086	7	43789	NULL	NULL	NULL
