ID	DATASOURCEID	EMPLOYEEID	EXTERNALEMPIDENT	EXTERNALEMPIDENTTYPE	EXTENSIONDATAPORTID
10401	6	43571		NULL	NULL
10397	6	43572		NULL	NULL
10396	6	43573		NULL	NULL
10399	6	43574		NULL	NULL
10398	6	43575		NULL	NULL
10392	6	43576		NULL	NULL
10391	6	43577		NULL	NULL
10395	6	43578		NULL	NULL
10394	6	43579		NULL	NULL
10389	6	43580		NULL	NULL
10387	6	43587		NULL	NULL
10388	6	43588		NULL	NULL
10379	6	43622		NULL	NULL
28837	6	43636	NULL	NULL	NULL
12831	6	43653	NULL	NULL	NULL
11495	6	43657	NULL	NULL	NULL
35946	6	43658	NULL	NULL	NULL
35938	6	43670	NULL	NULL	NULL
10371	6	43689		NULL	NULL
10374	6	43690		NULL	NULL
10372	6	43691		NULL	NULL
10368	6	43692		NULL	NULL
10367	6	43693		NULL	NULL
10370	6	43694		NULL	NULL
10369	6	43695		NULL	NULL
10353	6	43701		NULL	NULL
10354	6	43702		NULL	NULL
10360	6	43704		NULL	NULL
10361	6	43705		NULL	NULL
10363	6	43706		NULL	NULL
10364	6	43707		NULL	NULL
10357	6	43708		NULL	NULL
10358	6	43709		NULL	NULL
10359	6	43710		NULL	NULL
10345	6	43717		NULL	NULL
10347	6	43722		NULL	NULL
10346	6	43723		NULL	NULL
10352	6	43724		NULL	NULL
16175	6	43727	NULL	NULL	NULL
10339	6	43738		NULL	NULL
10324	6	43747		NULL	NULL
10328	6	43748		NULL	NULL
10327	6	43749		NULL	NULL
10330	6	43750		NULL	NULL
10329	6	43751		NULL	NULL
10333	6	43752		NULL	NULL
10331	6	43753		NULL	NULL
10336	6	43754		NULL	NULL
10334	6	43755		NULL	NULL
10338	6	43756		NULL	NULL
10337	6	43757		NULL	NULL
10316	6	43767		NULL	NULL
10317	6	43768		NULL	NULL
10318	6	43769		NULL	NULL
10319	6	43770		NULL	NULL
8140	7	41136	NULL	NULL	NULL
8335	7	41138	NULL	NULL	NULL
8331	7	41139	NULL	NULL	NULL
37377	7	41145	NULL	NULL	NULL
7943	7	41148	NULL	NULL	NULL
37371	7	41508	NULL	NULL	NULL
45707	7	41679	NULL	NULL	NULL
41997	7	42370	NULL	NULL	NULL
40551	7	42375	NULL	NULL	NULL
9464	7	42404	NULL	NULL	NULL
8319	7	42414	NULL	NULL	NULL
7921	7	42416	NULL	NULL	NULL
7987	7	42417	NULL	NULL	NULL
8337	7	42422	NULL	NULL	NULL
8302	7	42423	NULL	NULL	NULL
8169	7	42427	NULL	NULL	NULL
8248	7	42429	NULL	NULL	NULL
8351	7	42430	NULL	NULL	NULL
8268	7	42431	NULL	NULL	NULL
8137	7	42432	NULL	NULL	NULL
8280	7	42433	NULL	NULL	NULL
8371	7	42436	NULL	NULL	NULL
7905	7	42553	NULL	NULL	NULL
8072	7	42554	NULL	NULL	NULL
8370	7	42556	NULL	NULL	NULL
8144	7	42557	NULL	NULL	NULL
10038	7	42559		NULL	NULL
8357	7	42560	NULL	NULL	NULL
8354	7	42562	NULL	NULL	NULL
8077	7	42566	NULL	NULL	NULL
10027	7	43365		NULL	NULL
22058	7	43404	NULL	NULL	NULL
45710	7	43414	NULL	NULL	NULL
28972	7	43463	NULL	NULL	NULL
9706	7	43502		NULL	NULL
9707	7	43503		NULL	NULL
9708	7	43504		NULL	NULL
9709	7	43505		NULL	NULL
9710	7	43506		NULL	NULL
9711	7	43507		NULL	NULL
9712	7	43508		NULL	NULL
9713	7	43509		NULL	NULL
9714	7	43510		NULL	NULL
9715	7	43511		NULL	NULL
9716	7	43512		NULL	NULL
9717	7	43513		NULL	NULL
9719	7	43515		NULL	NULL
9720	7	43516		NULL	NULL
9721	7	43517		NULL	NULL
9723	7	43519		NULL	NULL
9724	7	43520		NULL	NULL
9725	7	43521		NULL	NULL
9726	7	43522		NULL	NULL
9727	7	43523		NULL	NULL
9729	7	43525		NULL	NULL
9730	7	43526		NULL	NULL
9731	7	43527		NULL	NULL
9732	7	43528		NULL	NULL
9733	7	43529		NULL	NULL
9734	7	43530		NULL	NULL
9735	7	43531		NULL	NULL
9736	7	43532		NULL	NULL
9737	7	43533		NULL	NULL
9738	7	43534		NULL	NULL
9740	7	43536		NULL	NULL
9741	7	43537		NULL	NULL
9743	7	43539		NULL	NULL
9744	7	43540		NULL	NULL
9745	7	43541		NULL	NULL
9746	7	43542		NULL	NULL
9747	7	43543		NULL	NULL
9748	7	43544		NULL	NULL
9749	7	43545		NULL	NULL
9750	7	43546		NULL	NULL
9751	7	43547		NULL	NULL
9752	7	43548		NULL	NULL
9753	7	43549		NULL	NULL
9754	7	43550		NULL	NULL
9755	7	43551		NULL	NULL
9756	7	43552		NULL	NULL
9757	7	43553		NULL	NULL
9758	7	43554		NULL	NULL
9759	7	43555		NULL	NULL
9760	7	43556		NULL	NULL
9761	7	43557		NULL	NULL
9764	7	43560		NULL	NULL
9765	7	43561		NULL	NULL
9766	7	43562		NULL	NULL
9767	7	43563		NULL	NULL
9768	7	43564		NULL	NULL
9769	7	43565		NULL	NULL
9770	7	43566		NULL	NULL
9771	7	43567		NULL	NULL
9772	7	43568		NULL	NULL
9773	7	43569		NULL	NULL
9774	7	43570		NULL	NULL
9775	7	43571		NULL	NULL
9776	7	43572		NULL	NULL
9777	7	43573		NULL	NULL
9778	7	43574		NULL	NULL
9779	7	43575		NULL	NULL
9780	7	43576		NULL	NULL
9781	7	43577		NULL	NULL
9782	7	43578		NULL	NULL
9783	7	43579		NULL	NULL
9784	7	43580		NULL	NULL
9785	7	43581		NULL	NULL
9786	7	43582		NULL	NULL
9789	7	43585		NULL	NULL
9790	7	43586		NULL	NULL
9791	7	43587		NULL	NULL
9792	7	43588		NULL	NULL
9793	7	43589		NULL	NULL
8820	8	33459	NULL	NULL	NULL
17502	8	33483	NULL	NULL	NULL
8805	8	33495	NULL	NULL	NULL
9308	8	33512	NULL	NULL	NULL
10896	8	34971		NULL	NULL
10899	8	34975		NULL	NULL
9591	8	34992	NULL	NULL	NULL
12995	8	35004	NULL	NULL	NULL
43888	8	35009	NULL	NULL	NULL
9129	8	35062	NULL	NULL	NULL
9101	8	35064	NULL	NULL	NULL
9135	8	35075	NULL	NULL	NULL
9177	8	35121	NULL	NULL	NULL
8849	8	35122	NULL	NULL	NULL
9050	8	35126	NULL	NULL	NULL
9088	8	35127	NULL	NULL	NULL
9100	8	35128	NULL	NULL	NULL
24177	8	35167	NULL	NULL	NULL
9560	8	35175	NULL	NULL	NULL
9559	8	36551	NULL	NULL	NULL
11084	8	36652		NULL	NULL
8999	8	39209	NULL	NULL	NULL
8783	8	39218	NULL	NULL	NULL
8831	8	39223	NULL	NULL	NULL
9600	8	39709	NULL	NULL	NULL
9290	8	39805	NULL	NULL	NULL
9080	8	39809	NULL	NULL	NULL
9159	8	39821	NULL	NULL	NULL
8815	8	39825	NULL	NULL	NULL
8988	8	39829	NULL	NULL	NULL
8825	8	40502	NULL	NULL	NULL
9245	8	40503	NULL	NULL	NULL
8894	8	40512	NULL	NULL	NULL
9259	8	40513	NULL	NULL	NULL
8906	8	40514	NULL	NULL	NULL
9071	8	40516	NULL	NULL	NULL
9242	8	40563	NULL	NULL	NULL
9263	8	40564	NULL	NULL	NULL
9254	8	40565	NULL	NULL	NULL
9273	8	40567	NULL	NULL	NULL
11091	8	41051		NULL	NULL
9019	8	41058	NULL	NULL	NULL
9316	8	41068	NULL	NULL	NULL
9334	8	41071	NULL	NULL	NULL
16645	8	41114	NULL	NULL	NULL
17447	8	41136	NULL	NULL	NULL
36622	8	41145	NULL	NULL	NULL
9256	8	41466	NULL	NULL	NULL
9134	8	41468	NULL	NULL	NULL
9240	8	41470	NULL	NULL	NULL
9322	8	41502	NULL	NULL	NULL
8804	8	41504	NULL	NULL	NULL
9042	8	41508	NULL	NULL	NULL
9164	8	41513	NULL	NULL	NULL
9085	8	41514	NULL	NULL	NULL
22363	4	47510	20858	NULL	NULL
42542	4	49250	00003	NULL	NULL
14736	4	49253	00004	NULL	NULL
16925	4	51351	21121	NULL	NULL
21024	4	51398	21297	NULL	NULL
19835	4	51399	21298	NULL	NULL
16898	4	51401	21300	NULL	NULL
24703	4	51402	21301	NULL	NULL
16735	4	51403	21302	NULL	NULL
17731	4	51404	30064	NULL	NULL
45825	4	51405	21304	NULL	NULL
42751	4	51406	21305	NULL	NULL
17773	4	51407	21306	NULL	NULL
33263	4	51408	21307	NULL	NULL
16833	4	51409	21308	NULL	NULL
16893	4	51410	21309	NULL	NULL
19755	4	51413	21312	NULL	NULL
20153	4	51414	21313	NULL	NULL
