AgentTeamID	SupervisorSkillTargetID
5043	13917
5043	13918
5043	13919
5043	13920
5043	13921
5043	13922
5043	13923
5043	13924
5043	13925
5043	13926
5043	13927
5043	13928
5043	16256
5043	16304
5044	5339
5044	5499
5044	5514
5044	5550
5044	6599
5044	8290
5044	8325
5044	9143
5044	9233
5044	9249
5044	9605
5044	9611
5044	9618
5044	9659
5044	10018
5044	10232
5044	10265
5044	10460
5044	11310
5044	12267
5044	12381
5044	12389
5044	13829
5052	6079
5052	6097
5052	6114
5052	6115
5052	6124
5052	6175
5052	6177
5052	6504
5052	6761
5052	6902
5052	6931
5052	8217
5052	8318
5052	8558
5052	9069
5052	9191
5052	9209
5052	9212
5052	9214
5052	9215
5052	9216
5052	9243
5052	9268
5052	9585
5052	9621
5052	9730
5052	9908
5052	9996
5052	10005
5052	10016
5052	10050
5052	10051
5052	10054
5052	10060
5052	10063
5052	10069
5052	10070
5052	10071
5052	10072
5052	10080
5052	10171
5052	10451
5052	10497
5052	10722
5052	10917
5052	10932
5052	10973
5052	10974
5052	11085
5052	11099
5052	11232
5052	11398
5052	11417
5052	11472
5052	11473
5052	11592
5052	11610
5052	11695
5052	11700
5052	11701
5052	11965
5052	12162
5052	12208
5052	12245
5052	12264
5052	12325
5052	12379
5052	12477
5052	13028
5052	13713
5052	13714
5052	13781
5052	13782
5052	13783
5052	13784
5052	13854
5052	13855
5052	13856
5052	13857
5052	13858
5052	13859
5052	13860
5052	14843
5052	14879
5052	16150
5052	16187
5052	16196
5052	16292
5052	16949
5052	17128
5054	5039
5054	5053
5054	5065
5054	5067
5054	5075
5054	5076
5054	5084
5054	5086
5054	5175
5054	6827
5054	8317
5054	8331
5054	8584
5054	8762
5054	9390
5054	9453
5054	9604
5054	9607
5054	9610
5054	9615
5054	9616
5054	9917
5054	10190
5054	10231
5054	10273
5054	10565
5054	11315
5054	12263
5054	12486
5054	12841
5054	13700
5054	13704
5054	13705
5054	13765
5054	13766
5054	13768
5054	13816
5054	13817
5054	13818
5054	13819
5054	13820
5054	13822
5055	5039
5055	5053
5055	5065
5055	5067
5055	5075
5055	5084
5055	5086
5055	5114
5055	5116
5055	5152
5055	5167
5055	5175
5055	5273
5055	6827
5055	8317
5055	8331
5055	8584
5055	8762
5055	9031
5055	9117
5055	9390
5055	9453
5055	9604
5055	9607
5055	9610
5055	9615
5055	9616
5055	9917
5055	10106
5055	10121
5055	10231
5055	10273
5055	10565
5055	10904
5055	11308
5055	11315
5055	12263
5055	12841
5055	13700
5055	13704
5055	13705
5055	13765
5055	13766
5055	13767
5055	13768
5055	13816
5055	13817
5055	13818
5055	13819
5055	13820
5055	13821
5056	5039
5056	5053
5056	5067
5056	5075
5056	5084
5056	5086
5056	5114
5056	5116
5056	5127
5056	5167
5056	5175
5056	5273
5056	6827
5056	8317
5056	8331
5056	8584
5056	8762
5056	9117
5056	9390
5056	9453
5056	9604
5056	9607
5056	9610
5056	9615
5056	9616
5056	9917
5056	10106
5056	10121
5056	10231
5056	10273
5056	10565
5056	10904
5056	11308
5056	11315
5056	12263
5056	12841
5056	13700
5056	13704
5056	13705
5056	13765
5056	13766
5056	13767
5056	13768
5056	13816
5056	13817
5056	13818
5056	13819
5056	13820
5056	13821
5057	5039
5057	5053
5057	5065
5057	5067
5057	5075
5057	5076
5057	5084
5057	5086
5057	5114
5057	5116
5057	5127
5057	5152
5057	5167
5057	5175
5057	5273
5057	6827
5057	8317
5057	8331
5057	8584
5057	8762
5057	9031
5057	9117
5057	9299
5057	9304
5057	9390
5057	9453
5057	9604
5057	9607
5057	9610
5057	9616
5057	9917
5057	10106
5057	10121
5057	10190
5057	10231
5057	10273
5057	10565
5057	10904
5057	11308
5057	11315
5057	12263
5057	12486
5057	12841
5057	13700
5057	13704
5057	13705
5057	13765
5057	13766
5057	13767
5057	13768
5057	13816
5057	13817
5057	13818
5057	13819
5057	13820
5057	13821
5057	13822
5073	5499
5073	5514
5073	5550
5073	6599
5073	8290
5073	8325
5073	9143
5073	9233
5073	9249
5073	9605
5073	9611
5073	9618
5073	9659
5073	9952
5073	10018
5073	10232
5073	10265
5073	10274
5073	10460
5073	11310
5073	12267
5073	12381
5073	12389
5073	13769
5073	13772
5073	13823
5073	13824
5073	13825
5073	13826
5073	13827
5073	13828
5078	5339
5078	5499
5078	5514
5078	5550
5078	6599
5078	8154
5078	8290
5078	8325
5078	9143
5078	9233
5078	9249
5078	9389
5078	9605
5078	9611
5078	9618
5078	10018
5078	10232
5078	10265
5078	10460
5078	11310
5078	11885
5078	12267
5078	12312
5078	12381
5078	12389
5078	13885
5079	5390
5079	5406
5079	5539
5079	6235
5079	6349
5079	6599
5079	6608
5079	6673
5079	7149
5079	7476
5079	7596
5079	8290
5079	8325
5079	8510
5079	8614
5079	8617
5079	9143
5079	9605
5079	9608
5079	9611
5079	9618
5079	9661
5079	9671
5079	9879
5079	9892
5079	10155
5079	10232
5079	10265
5079	10270
5079	10506
5079	10507
5079	10690
5079	10907
5079	10957
5079	10960
5079	11074
5079	11269
5079	11310
5079	11422
5079	11683
5079	11800
5079	11863
5079	12001
5079	12045
5079	12098
5079	12287
5079	12532
5079	12540
5079	12544
5079	12817
5079	12991
5079	13268
5079	13517
5079	13593
5079	13602
5079	13826
5079	13909
5079	13910
5079	13911
5079	13912
5079	13913
5079	13914
5079	13915
5079	13916
5079	13917
5079	13918
5079	13919
5079	13920
5079	13921
5079	13922
5079	13923
5079	13924
5079	13925
5079	13926
5079	13927
5079	13928
5079	16256
5079	16304
5085	5340
5085	5341
5085	5355
5085	5360
5085	5361
5085	5376
5085	5378
5085	5382
5085	5386
5085	5398
5085	5400
5085	5416
5085	5426
5085	5429
5085	5433
5085	5435
5085	5503
5085	5507
5085	5530
5085	6338
5085	6342
5085	6396
5085	6614
5085	6631
5085	6680
5085	6848
5085	6880
5085	8364
5085	9089
5085	9135
5085	9142
5085	9380
5085	9519
5085	9532
5085	9547
5085	10291
5085	11884
5094	7297
5094	7310
5094	7358
5094	7369
5094	7376
5094	7382
5094	7390
5094	7394
5094	7495
5094	7497
5094	7585
5094	8326
5094	8332
5094	8466
5094	8479
5094	8493
5094	8583
5094	8967
5094	8971
5094	8987
5094	8994
5094	9049
5094	9052
5094	9060
5094	9150
5094	9153
5094	9350
5094	9357
5094	9606
5094	9609
5094	9619
5094	9943
5094	9944
5094	9945
5094	9946
5094	9947
5094	10027
5094	10030
5094	10033
5094	10043
5094	10194
5094	10227
5094	10230
5094	10233
5094	10327
5094	10880
5094	11041
5094	11048
5094	11050
5094	11052
5094	11054
5094	11060
5094	11143
5094	11222
5094	11225
5094	11311
5094	11746
5094	11814
5094	11817
5094	11829
5094	11842
5094	12215
5094	12220
5094	12818
5094	13929
5094	13930
5094	13931
5094	13932
5094	13933
5094	13934
5094	13935
5094	13936
5094	13937
5094	13938
5094	13939
5094	13940
5094	13941
5094	13942
5094	13943
5094	13944
5094	13945
5094	13946
5094	13947
5095	7358
5095	7394
5095	7497
5095	8326
5095	8332
5095	8389
5095	8399
5095	8438
5095	8476
5095	8478
5095	8583
5095	9150
5095	9153
5095	9606
5095	9609
5095	9612
5095	9619
5095	9932
5095	10233
5095	10426
5095	11311
5095	11719
5095	12324
5095	12382
5095	12390
5095	13886
5099	7297
5099	7310
5099	7382
5099	7390
5099	7394
5099	7495
5099	7497
5099	7585
5099	8326
5099	8332
5099	8389
5099	8399
5099	8438
5099	8466
5099	8476
5099	8478
5099	8479
5099	8583
5099	8665
5099	8967
5099	8971
5099	8978
5099	8994
5099	9049
5099	9052
5099	9060
5099	9150
5099	9152
5099	9350
5099	9357
5099	9606
5099	9609
5099	9612
5099	9619
5099	9703
5099	9932
5099	10027
5099	10030
5099	10033
5099	10043
5099	10046
5099	10194
5099	10200
5099	10230
5099	10233
5099	10880
5099	11041
5099	11048
5099	11050
5099	11052
5099	11054
5099	11060
5099	11143
5099	11222
5099	11225
5099	11311
5099	11719
5099	11746
5099	11814
5099	11817
5099	11829
5099	12215
5099	12220
5099	12818
5099	13929
5099	13930
5099	13931
5099	13932
5099	13933
5099	13934
5099	13935
5099	13936
5099	13937
5099	13938
5099	13939
5099	13940
5099	13941
5099	13942
5099	13943
5099	13944
5099	13945
5099	13946
5099	13947
5100	7297
5100	7310
5100	7358
5100	7369
5100	7376
5100	7382
5100	7390
5100	7394
5100	7495
5100	7497
5100	7585
5100	8326
5100	8332
5100	8399
5100	8438
5100	8466
5100	8478
5100	8479
5100	8583
5100	8967
5100	8971
5100	8987
5100	8994
5100	9049
5100	9052
5100	9060
5100	9150
5100	9153
5100	9350
5100	9357
5100	9606
5100	9609
5100	9619
5100	9932
5100	10027
5100	10030
5100	10033
5100	10043
5100	10194
5100	10227
5100	10230
5100	10233
5100	10880
5100	11041
5100	11048
5100	11050
5100	11052
5100	11054
5100	11060
5100	11143
5100	11222
5100	11225
5100	11311
5100	11746
5100	11814
5100	11817
5100	11829
5100	11842
5100	12215
5100	12220
5100	12818
5100	13929
5100	13930
5100	13931
5100	13932
5100	13933
5100	13934
5100	13935
5100	13936
5100	13937
5100	13938
5100	13939
5100	13940
5100	13941
5100	13942
5100	13943
5100	13944
5100	13945
5100	13946
5100	13947
5101	7297
5101	7310
5101	7358
5101	7369
5101	7376
5101	7382
5101	7394
5101	7495
5101	7497
5101	7585
5101	7586
5101	8326
5101	8332
5101	8479
5101	8583
5101	8967
5101	8971
5101	8987
5101	8994
5101	9049
5101	9052
5101	9060
5101	9150
5101	9153
5101	9350
5101	9357
5101	9606
5101	9609
5101	9619
5101	9943
5101	9944
5101	9945
5101	9946
5101	9947
5101	10027
5101	10030
5101	10033
5101	10043
5101	10194
5101	10227
5101	10230
5101	10233
5101	10880
5101	11041
5101	11048
5101	11050
5101	11052
5101	11054
5101	11060
5101	11143
5101	11222
5101	11225
5101	11311
5101	11746
5101	11814
5101	11817
5101	11829
5101	11842
5101	12215
5101	12220
5101	12818
5101	13929
5101	13930
5101	13931
5101	13932
5101	13933
5101	13934
5101	13935
5101	13936
5101	13937
5101	13938
5101	13939
5101	13940
5101	13941
5101	13942
5101	13943
5101	13944
5101	13945
5101	13946
5101	13947
5104	5039
5104	5053
5104	5065
5104	5067
5104	5075
5104	5076
5104	5084
5104	5086
5104	5114
5104	5116
5104	5127
5104	5152
5104	5167
5104	5175
5104	5273
5104	6827
5104	8317
5104	8331
5104	8584
5104	8762
5104	8827
5104	9031
5104	9117
5104	9299
5104	9304
5104	9390
5104	9453
5104	9604
5104	9607
5104	9610
5104	9615
5104	9616
5104	9917
5104	10106
5104	10121
5104	10190
5104	10231
5104	10273
5104	10565
5104	10904
5104	11308
5104	12263
5104	12486
5104	12841
5104	13700
5104	13704
5104	13705
5104	13765
5104	13766
5104	13767
5104	13768
5104	13816
5104	13817
5104	13818
5104	13819
5104	13820
5104	13821
5104	13822
5105	6599
5105	6608
5105	8161
5105	9143
5105	9605
5105	9608
5105	9611
5105	9618
5105	11422
5106	7362
5106	7497
5106	8162
5106	8326
5106	9150
5106	9606
5106	9609
5106	9619
5106	10046
5109	5339
5109	5395
5109	5406
5109	5499
5109	5539
5109	5550
5109	5554
5109	6244
5109	6349
5109	6599
5109	6608
5109	6657
5109	6673
5109	7158
5109	7476
5109	8290
5109	8325
5109	8509
5109	8510
5109	9143
5109	9233
5109	9249
5109	9525
5109	9547
5109	9605
5109	9608
5109	9611
5109	9618
5109	9659
5109	9671
5109	9882
5109	10155
5109	10232
5109	10265
5109	10690
5109	10957
5109	10960
5109	11310
5109	11422
5109	11683
5109	11692
5109	11694
5109	11885
5109	12098
5109	12389
5109	13593
5109	13823
5109	13916
5109	13917
5109	13924
5109	14549
5110	7298
5110	7316
5110	7317
5110	7322
5110	7328
5110	7364
5110	7366
5110	7368
5110	7487
5110	7494
5110	8963
5110	9073
5110	9137
5110	9152
5110	9417
5110	10044
5111	7358
5111	7376
5111	7585
5111	8326
5111	8332
5111	8583
5111	9060
5111	9150
5111	9153
5111	9350
5111	9606
5111	9609
5111	9619
5111	10043
5111	10233
5111	10880
5111	11311
5111	12818
5111	13929
5111	13930
5111	13931
5111	13932
5111	13933
5111	13934
5111	13935
5111	13936
5111	13937
5111	13938
5111	13939
5111	13940
5111	13941
5111	13942
5111	13943
5111	13944
5111	13945
5111	13946
5111	13947
5111	14262
5112	6599
5112	6608
5112	9143
5112	9605
5112	9608
5112	9611
5112	9618
5112	10018
5112	10232
5113	5045
5113	5053
5113	5065
5113	5080
5113	5086
5113	5127
5113	5148
5113	5167
5113	8331
5113	8584
5113	8829
5113	9023
5113	9299
5113	9390
5113	9453
5113	9604
5113	9607
5113	9610
5113	9616
5113	9912
5113	10231
5113	12841
5113	14309
5113	17354
5114	5039
5114	5045
5114	5053
5114	5065
5114	5075
5114	5080
5114	5084
5114	5086
5114	5103
5114	5116
5114	5127
5114	5135
5114	5148
5114	5167
5114	5273
5114	6827
5114	8331
5114	8584
5114	9023
5114	9299
5114	9390
5114	9453
5114	9604
5114	9607
5114	9610
5114	9616
5114	10231
5114	11315
5114	12841
5114	14309
5114	17354
5116	5179
5116	5261
5116	5293
5116	5295
5116	5299
5116	5463
5116	5467
5116	6032
5116	6505
5116	6619
5116	8140
5116	8237
5116	8427
5116	8580
5116	8581
5116	8582
5116	8771
5116	8788
5116	8821
5116	8830
5116	9022
5116	9277
5116	9278
5116	9311
5116	9554
5116	9774
5116	9951
5116	12841
5117	7358
5117	7394
5117	8326
5117	8332
5117	8389
5117	8438
5117	8476
5117	8583
5117	9150
5117	9153
5117	9606
5117	9609
5117	9612
5117	9619
5117	9932
5117	10233
5117	10275
5117	11311
5117	11719
5117	12324
5117	12382
5117	13886
5118	7297
5118	7358
5118	7390
5118	7394
5118	7497
5118	7585
5118	7586
5118	8326
5118	8332
5118	8466
5118	8478
5118	8583
5118	8662
5118	8978
5118	9150
5118	9153
5118	9606
5118	9609
5118	9612
5118	9619
5118	9932
5118	10046
5118	10208
5118	10230
5118	10233
5118	10880
5118	11048
5118	11311
5118	11734
5118	12070
5118	12073
5118	12390
5120	7497
5120	8583
5120	9150
5120	9153
5120	9606
5120	9609
5120	9619
5120	10233
5120	11311
5124	7358
5124	7362
5124	7394
5124	8326
5124	8332
5124	8389
5124	8438
5124	8476
5124	8583
5124	9150
5124	9153
5124	9606
5124	9609
5124	9612
5124	9619
5124	9932
5124	10233
5124	10327
5124	11311
5124	11719
5124	12324
5124	12382
5124	13886
5126	5039
5126	5053
5126	5065
5126	5067
5126	5075
5126	5076
5126	5084
5126	5086
5126	5114
5126	5116
5126	5127
5126	5152
5126	5167
5126	5175
5126	5273
5126	6827
5126	8317
5126	8331
5126	8584
5126	8762
5126	9031
5126	9117
5126	9299
5126	9304
5126	9390
5126	9453
5126	9604
5126	9607
5126	9610
5126	9615
5126	9616
5126	9917
5126	10106
5126	10121
5126	10190
5126	10231
5126	10273
5126	10565
5126	10904
5126	11308
5126	11315
5126	12263
5126	12486
5126	12841
5126	13700
5126	13704
5126	13705
5126	13765
5126	13766
5126	13767
5126	13768
5126	13816
5126	13817
5126	13818
5126	13819
5126	13820
5126	13821
5126	13822
5128	7297
5128	7310
5128	7358
5128	7369
5128	7376
5128	7382
5128	7394
5128	7495
5128	7497
5128	7585
5128	8326
5128	8332
5128	8479
5128	8583
5128	8967
5128	8971
5128	8987
5128	8994
5128	9049
5128	9052
5128	9060
5128	9150
5128	9153
5128	9350
5128	9357
5128	9606
5128	9609
5128	9619
5128	10027
5128	10030
5128	10033
5128	10043
5128	10194
5128	10227
5128	10230
5128	10233
5128	10880
5128	11041
5128	11048
5128	11050
5128	11052
5128	11054
5128	11060
5128	11143
5128	11222
5128	11225
5128	11311
5128	11746
5128	11814
5128	11817
5128	11829
5128	11842
5128	12215
5128	12220
5128	12818
5128	13929
5128	13930
5128	13931
5128	13932
5128	13933
5128	13934
5128	13935
5128	13936
5128	13937
5128	13938
5128	13939
5128	13940
5128	13941
5128	13942
5128	13943
5128	13944
5128	13945
5128	13946
5128	13947
5133	5039
5133	5065
5133	5075
5133	5086
5133	5114
5133	5116
5133	5127
5133	5152
5133	5167
5133	5273
5133	5450
5133	8331
5133	8584
5133	9031
5133	9299
5133	9390
5133	9604
5133	9607
5133	9610
5133	9616
5133	9912
5133	10231
5133	12263
5133	12841
5150	7297
5150	7310
5150	7369
5150	7495
5150	7497
5150	7585
5150	8479
5150	8583
5150	8967
5150	8971
5150	8978
5150	8987
5150	8994
5150	9049
5150	9052
5150	9060
5150	9150
5150	9153
5150	9350
5150	9357
5150	9606
5150	9609
5150	9619
5150	9943
5150	9944
5150	9945
5150	9946
5150	9947
5150	10027
5150	10030
5150	10033
5150	10194
5150	10227
5150	10233
5150	10880
5150	11041
5150	11050
5150	11052
5150	11054
5150	11060
5150	11143
5150	11222
5150	11311
5150	11817
5150	11842
5150	12818
5150	13929
5150	13930
5150	13931
5150	13932
5150	13933
5150	13934
5150	13935
5150	13936
5150	13937
5150	13938
5150	13939
5150	13940
5150	13941
5150	13942
5150	13943
5150	13944
5150	13945
5150	13946
5150	13947
5152	9145
5152	11517
5152	11882
5154	5045
5154	5053
5154	5065
5154	5080
5154	5086
5154	5103
5154	5127
5154	5148
5154	5167
5154	5456
5154	5464
5154	8331
5154	8825
5154	8826
5154	9023
5154	9390
5154	9604
5154	9607
5154	9610
5154	9615
5154	9616
5154	10231
5154	11315
5154	12841
5154	14309
5154	17354
5155	5039
5155	5053
5155	5065
5155	5067
5155	5075
5155	5086
5155	5114
5155	5116
5155	5127
5155	5152
5155	5167
5155	5175
5155	5273
5155	6827
5155	8317
5155	8331
5155	8584
5155	8762
5155	9031
5155	9117
5155	9390
5155	9453
5155	9604
5155	9607
5155	9610
5155	9615
5155	9616
5155	9917
5155	10106
5155	10121
5155	10231
5155	10273
5155	10565
5155	10904
5155	11308
5155	11315
5155	12263
5155	12841
5155	13700
5155	13704
5155	13705
5155	13765
5155	13766
5155	13767
5155	13768
5155	13816
5155	13817
5155	13818
5155	13819
5155	13820
5155	13821
5158	5039
5158	5045
5158	5053
5158	5065
5158	5075
5158	5080
5158	5086
5158	5114
5158	5116
5158	5127
5158	5148
5158	5152
5158	5167
5158	5273
5158	8331
5158	9023
5158	9031
5158	9390
5158	9604
5158	9607
5158	9616
5158	10231
5158	11315
5158	12841
5158	14309
5163	9249
5163	12389
5164	5404
5164	5539
5164	6235
5164	6244
5164	6608
5164	6673
5164	7149
5164	7476
5164	7596
5164	8290
5164	8509
5164	8510
5164	8614
5164	8617
5164	9143
5164	9525
5164	9605
5164	9608
5164	9611
5164	9618
5164	9659
5164	9661
5164	9671
5164	9879
5164	9892
5164	9933
5164	9934
5164	9935
5164	9936
5164	9937
5164	10155
5164	10232
5164	10265
5164	10270
5164	10506
5164	10507
5164	10690
5164	10907
5164	10953
5164	10957
5164	10960
5164	11074
5164	11182
5164	11269
5164	11285
5164	11310
5164	11422
5164	11479
5164	11489
5164	11654
5164	11671
5164	11683
5164	11800
5164	11863
5164	12001
5164	12045
5164	12098
5164	12287
5164	12530
5164	12532
5164	12540
5164	12544
5164	12817
5164	12991
5164	13268
5164	13517
5164	13593
5164	13602
5164	13826
5164	13909
5164	13910
5164	13911
5164	13912
5164	13913
5164	13914
5164	13915
5164	13916
5164	13917
5164	13918
5164	13919
5164	13920
5164	13921
5164	13922
5164	13923
5164	13924
5164	13925
5164	13926
5164	13927
5164	13928
5164	16256
5164	16304
5169	5039
5169	5053
5169	5067
5169	5076
5169	5086
5169	5175
5169	5289
5169	8317
5169	8331
5169	8584
5169	8762
5169	9117
5169	9299
5169	9304
5169	9453
5169	9604
5169	9607
5169	9610
5169	9615
5169	9616
5169	9917
5169	10106
5169	10121
5169	10190
5169	10231
5169	10273
5169	10565
5169	10904
5169	11308
5169	11315
5169	12263
5169	12486
5169	12841
5169	13700
5169	13704
5169	13705
5169	13765
5169	13766
5169	13767
5169	13768
5169	13816
5169	13817
5169	13818
5169	13819
5169	13820
5169	13821
5169	13822
5170	5039
5170	5045
5170	5053
5170	5065
5170	5080
5170	5086
5170	5103
5170	5114
5170	5127
5170	5148
5170	5167
5170	8331
5170	8584
5170	9023
5170	9604
5170	9607
5170	9610
5170	9616
5170	9912
5170	12841
5170	14309
5170	17354
5172	5499
5172	5514
5172	5550
5172	6608
5172	7183
5172	8290
5172	9143
5172	9233
5172	9249
5172	9605
5172	9608
5172	9611
5172	9618
5172	10018
5172	10232
5172	10265
5172	10274
5172	10460
5172	11310
5172	12267
5172	12323
5172	12381
5172	12389
5173	5039
5173	5053
5173	5065
5173	5067
5173	5075
5173	5076
5173	5080
5173	5086
5173	5114
5173	5124
5173	5127
5173	5167
5173	5175
5173	5273
5173	5289
5173	8317
5173	8331
5173	8762
5173	9031
5173	9117
5173	9299
5173	9304
5173	9453
5173	9604
5173	9607
5173	9610
5173	9615
5173	9616
5173	9917
5173	10106
5173	10121
5173	10190
5173	10231
5173	10273
5173	10565
5173	10904
5173	11308
5173	11315
5173	12263
5173	12486
5173	12841
5173	13700
5173	13704
5173	13705
5173	13765
5173	13766
5173	13767
5173	13768
5173	13816
5173	13817
5173	13818
5173	13819
5173	13820
5173	13821
5173	13822
5175	5053
5175	5067
5175	5076
5175	5124
5175	5152
5175	5167
5175	5175
5175	8317
5175	8331
5175	8762
5175	9117
5175	9299
5175	9304
5175	9453
5175	9604
5175	9607
5175	9610
5175	9615
5175	9616
5175	9917
5175	10106
5175	10121
5175	10190
5175	10231
5175	10273
5175	10565
5175	10904
5175	11308
5175	11315
5175	12263
5175	12486
5175	12841
5175	13700
5175	13704
5175	13705
5175	13765
5175	13766
5175	13767
5175	13768
5175	13816
5175	13817
5175	13818
5175	13819
5175	13820
5175	13821
5175	13822
5176	6079
5176	6087
5176	6090
5176	6176
5176	6178
5176	6780
5176	6902
5176	6932
5176	7554
5176	8547
5176	8559
5176	9138
5176	9156
5176	9190
5176	9207
5176	9214
5176	9589
5176	9682
5176	9907
5176	9910
5176	9991
5176	9997
5176	9999
5176	10001
5176	10011
5176	10013
5176	10972
5176	11206
5176	13028
5176	14843
5176	14879
5177	9136
5177	9147
5180	8317
5180	8819
5180	9117
5180	9299
5180	9604
5180	9607
5180	9610
5180	9615
5180	9616
5180	9912
5180	10231
5180	12841
5180	13704
5180	13882
5180	14689
5180	14696
5180	16289
5181	5389
5181	5390
5181	5404
5181	5539
5181	6235
5181	6244
5181	6608
5181	6673
5181	7149
5181	7158
5181	7476
5181	7596
5181	8510
5181	8614
5181	8617
5181	9143
5181	9525
5181	9605
5181	9608
5181	9611
5181	9617
5181	9618
5181	9659
5181	9661
5181	9671
5181	9879
5181	9892
5181	9933
5181	9934
5181	9935
5181	9936
5181	9937
5181	10155
5181	10232
5181	10265
5181	10270
5181	10288
5181	10506
5181	10507
5181	10690
5181	10907
5181	10953
5181	10957
5181	10960
5181	11074
5181	11182
5181	11269
5181	11285
5181	11310
5181	11479
5181	11489
5181	11654
5181	11671
5181	11683
5181	11752
5181	11800
5181	11863
5181	12001
5181	12045
5181	12098
5181	12287
5181	12530
5181	12532
5181	12540
5181	12544
5181	12817
5181	12991
5181	13268
5181	13517
5181	13593
5181	13602
5181	13826
5181	13909
5181	13910
5181	13911
5181	13912
5181	13913
5181	13914
5181	13915
5181	13916
5181	13917
5181	13918
5181	13919
5181	13920
5181	13921
5181	13922
5181	13923
5181	13924
5181	13925
5181	13926
5181	13927
5181	13928
5181	16256
5181	16304
5183	6608
5183	9605
5183	9608
5183	9611
5183	9617
5183	9618
5183	9659
5183	10232
5183	11310
5184	8389
5184	8438
5184	8476
5184	9150
5184	9153
5184	9606
5184	9609
5184	9612
5184	9619
5184	9932
5184	10233
5184	11311
5184	11719
5184	12324
5184	12382
5184	13886
5185	7297
5185	7310
5185	7369
5185	7376
5185	7390
5185	7495
5185	7497
5185	7585
5185	7586
5185	8399
5185	8479
5185	8493
5185	8967
5185	8971
5185	8978
5185	8987
5185	8994
5185	9049
5185	9052
5185	9060
5185	9150
5185	9153
5185	9350
5185	9357
5185	9606
5185	9609
