"D_REPORTING_PERIOD_ID","TYPE","START_DATE","END_DATE","MONTH","YEAR","CREATE_DATE","CREATED_BY","LAST_MODIFIED_DATE","UPDATED_BY"
89,"WEEKLY",05/10/2015 00:00:00,05/16/2015 00:00:00,"May",2015,,"",01/13/2014 18:04:46,"MOTS"
90,"WEEKLY",05/17/2015 00:00:00,05/23/2015 00:00:00,"May",2015,,"",01/13/2014 18:04:46,"MOTS"
91,"WEEKLY",05/24/2015 00:00:00,05/30/2015 00:00:00,"May",2015,,"",01/13/2014 18:04:46,"MOTS"
92,"WEEKLY",05/31/2015 00:00:00,06/06/2015 00:00:00,"June",2015,,"",01/13/2014 18:04:46,"MOTS"
93,"WEEKLY",06/07/2015 00:00:00,06/13/2015 00:00:00,"June",2015,,"",01/13/2014 18:04:46,"MOTS"
94,"WEEKLY",06/14/2015 00:00:00,06/20/2015 00:00:00,"June",2015,,"",01/13/2014 18:04:46,"MOTS"
95,"WEEKLY",06/21/2015 00:00:00,06/27/2015 00:00:00,"June",2015,,"",01/13/2014 18:04:46,"MOTS"
96,"WEEKLY",06/28/2015 00:00:00,07/04/2015 00:00:00,"July",2015,,"",01/13/2014 18:04:46,"MOTS"
97,"WEEKLY",07/05/2015 00:00:00,07/11/2015 00:00:00,"July",2015,,"",01/13/2014 18:04:46,"MOTS"
98,"WEEKLY",07/12/2015 00:00:00,07/18/2015 00:00:00,"July",2015,,"",01/13/2014 18:04:46,"MOTS"
99,"WEEKLY",07/19/2015 00:00:00,07/25/2015 00:00:00,"July",2015,,"",01/13/2014 18:04:46,"MOTS"
100,"WEEKLY",07/26/2015 00:00:00,08/01/2015 00:00:00,"August",2015,,"",01/13/2014 18:04:46,"MOTS"
101,"WEEKLY",08/02/2015 00:00:00,08/08/2015 00:00:00,"August",2015,,"",01/13/2014 18:04:46,"MOTS"
102,"WEEKLY",08/09/2015 00:00:00,08/15/2015 00:00:00,"August",2015,,"",01/13/2014 18:04:46,"MOTS"
103,"WEEKLY",08/16/2015 00:00:00,08/22/2015 00:00:00,"August",2015,,"",01/13/2014 18:04:46,"MOTS"
104,"WEEKLY",08/23/2015 00:00:00,08/29/2015 00:00:00,"August",2015,,"",01/13/2014 18:04:46,"MOTS"
105,"WEEKLY",08/30/2015 00:00:00,09/05/2015 00:00:00,"September",2015,,"",01/13/2014 18:04:46,"MOTS"
106,"WEEKLY",09/06/2015 00:00:00,09/12/2015 00:00:00,"September",2015,,"",01/13/2014 18:04:46,"MOTS"
107,"WEEKLY",09/13/2015 00:00:00,09/19/2015 00:00:00,"September",2015,,"",01/13/2014 18:04:46,"MOTS"
108,"WEEKLY",09/20/2015 00:00:00,09/26/2015 00:00:00,"September",2015,,"",01/13/2014 18:04:46,"MOTS"
109,"WEEKLY",09/27/2015 00:00:00,10/03/2015 00:00:00,"September",2015,,"",01/13/2014 18:04:46,"MOTS"
110,"WEEKLY",10/04/2015 00:00:00,10/10/2015 00:00:00,"October",2015,,"",01/13/2014 18:04:46,"MOTS"
111,"WEEKLY",10/11/2015 00:00:00,10/17/2015 00:00:00,"October",2015,,"",01/13/2014 18:04:46,"MOTS"
112,"WEEKLY",10/18/2015 00:00:00,10/24/2015 00:00:00,"October",2015,,"",01/13/2014 18:04:46,"MOTS"
113,"WEEKLY",10/25/2015 00:00:00,10/31/2015 00:00:00,"October",2015,,"",01/13/2014 18:04:46,"MOTS"
114,"WEEKLY",11/01/2015 00:00:00,11/07/2015 00:00:00,"November",2015,,"",01/13/2014 18:04:46,"MOTS"
115,"WEEKLY",11/08/2015 00:00:00,11/14/2015 00:00:00,"November",2015,,"",01/13/2014 18:04:46,"MOTS"
116,"WEEKLY",11/15/2015 00:00:00,11/21/2015 00:00:00,"November",2015,,"",01/13/2014 18:04:46,"MOTS"
117,"WEEKLY",11/22/2015 00:00:00,11/28/2015 00:00:00,"November",2015,,"",01/13/2014 18:04:46,"MOTS"
118,"WEEKLY",11/29/2015 00:00:00,12/05/2015 00:00:00,"December",2015,,"",01/13/2014 18:04:46,"MOTS"
119,"WEEKLY",12/06/2015 00:00:00,12/12/2015 00:00:00,"December",2015,,"",01/13/2014 18:04:46,"MOTS"
120,"WEEKLY",12/13/2015 00:00:00,12/19/2015 00:00:00,"December",2015,,"",01/13/2014 18:04:46,"MOTS"
121,"WEEKLY",12/20/2015 00:00:00,12/26/2015 00:00:00,"December",2015,,"",01/13/2014 18:04:46,"MOTS"
122,"WEEKLY",12/27/2015 00:00:00,01/02/2016 00:00:00,"December",2015,,"",01/13/2014 18:04:46,"MOTS"
123,"WEEKLY",01/03/2016 00:00:00,01/09/2016 00:00:00,"January",2016,,"",01/13/2014 18:04:46,"MOTS"
124,"WEEKLY",01/10/2016 00:00:00,01/16/2016 00:00:00,"January",2016,,"",01/13/2014 18:04:46,"MOTS"
125,"WEEKLY",01/17/2016 00:00:00,01/23/2016 00:00:00,"January",2016,,"",01/13/2014 18:04:46,"MOTS"
126,"WEEKLY",01/24/2016 00:00:00,01/30/2016 00:00:00,"January",2016,,"",01/13/2014 18:04:46,"MOTS"
127,"WEEKLY",01/31/2016 00:00:00,02/06/2016 00:00:00,"February",2016,,"",01/13/2014 18:04:46,"MOTS"
128,"WEEKLY",02/07/2016 00:00:00,02/13/2016 00:00:00,"February",2016,,"",01/13/2014 18:04:46,"MOTS"
129,"WEEKLY",02/14/2016 00:00:00,02/20/2016 00:00:00,"February",2016,,"",01/13/2014 18:04:46,"MOTS"
130,"WEEKLY",02/21/2016 00:00:00,02/27/2016 00:00:00,"February",2016,,"",01/13/2014 18:04:46,"MOTS"
131,"WEEKLY",02/28/2016 00:00:00,03/05/2016 00:00:00,"March",2016,,"",01/13/2014 18:04:46,"MOTS"
132,"WEEKLY",03/06/2016 00:00:00,03/12/2016 00:00:00,"March",2016,,"",01/13/2014 18:04:46,"MOTS"
133,"WEEKLY",03/13/2016 00:00:00,03/19/2016 00:00:00,"March",2016,,"",01/13/2014 18:04:46,"MOTS"
134,"WEEKLY",03/20/2016 00:00:00,03/26/2016 00:00:00,"March",2016,,"",01/13/2014 18:04:46,"MOTS"
135,"WEEKLY",03/27/2016 00:00:00,04/02/2016 00:00:00,"March",2016,,"",01/13/2014 18:04:46,"MOTS"
136,"WEEKLY",04/03/2016 00:00:00,04/09/2016 00:00:00,"April",2016,,"",01/13/2014 18:04:46,"MOTS"
137,"WEEKLY",04/10/2016 00:00:00,04/16/2016 00:00:00,"April",2016,,"",01/13/2014 18:04:46,"MOTS"
138,"WEEKLY",04/17/2016 00:00:00,04/23/2016 00:00:00,"April",2016,,"",01/13/2014 18:04:46,"MOTS"
139,"WEEKLY",04/24/2016 00:00:00,04/30/2016 00:00:00,"April",2016,,"",01/13/2014 18:04:46,"MOTS"
140,"WEEKLY",05/01/2016 00:00:00,05/07/2016 00:00:00,"May",2016,,"",01/13/2014 18:04:46,"MOTS"
141,"WEEKLY",05/08/2016 00:00:00,05/14/2016 00:00:00,"May",2016,,"",01/13/2014 18:04:46,"MOTS"
142,"WEEKLY",05/15/2016 00:00:00,05/21/2016 00:00:00,"May",2016,,"",01/13/2014 18:04:46,"MOTS"
143,"WEEKLY",05/22/2016 00:00:00,05/28/2016 00:00:00,"May",2016,,"",01/13/2014 18:04:46,"MOTS"
144,"WEEKLY",05/29/2016 00:00:00,06/04/2016 00:00:00,"June",2016,,"",01/13/2014 18:04:46,"MOTS"
145,"WEEKLY",06/05/2016 00:00:00,06/11/2016 00:00:00,"June",2016,,"",01/13/2014 18:04:46,"MOTS"
146,"WEEKLY",06/12/2016 00:00:00,06/18/2016 00:00:00,"June",2016,,"",01/13/2014 18:04:46,"MOTS"
147,"WEEKLY",06/19/2016 00:00:00,06/25/2016 00:00:00,"June",2016,,"",01/13/2014 18:04:46,"MOTS"
148,"WEEKLY",06/26/2016 00:00:00,07/02/2016 00:00:00,"June",2016,,"",01/13/2014 18:04:46,"MOTS"
149,"WEEKLY",07/03/2016 00:00:00,07/09/2016 00:00:00,"July",2016,,"",01/13/2014 18:04:46,"MOTS"
150,"WEEKLY",07/10/2016 00:00:00,07/16/2016 00:00:00,"July",2016,,"",01/13/2014 18:04:46,"MOTS"
151,"WEEKLY",07/17/2016 00:00:00,07/23/2016 00:00:00,"July",2016,,"",01/13/2014 18:04:46,"MOTS"
152,"WEEKLY",07/24/2016 00:00:00,07/30/2016 00:00:00,"July",2016,,"",01/13/2014 18:04:46,"MOTS"
153,"WEEKLY",07/31/2016 00:00:00,08/06/2016 00:00:00,"August",2016,,"",01/13/2014 18:04:46,"MOTS"
154,"WEEKLY",08/07/2016 00:00:00,08/13/2016 00:00:00,"August",2016,,"",01/13/2014 18:04:47,"MOTS"
155,"WEEKLY",08/14/2016 00:00:00,08/20/2016 00:00:00,"August",2016,,"",01/13/2014 18:04:47,"MOTS"
156,"WEEKLY",08/21/2016 00:00:00,08/27/2016 00:00:00,"August",2016,,"",01/13/2014 18:04:47,"MOTS"
157,"WEEKLY",08/28/2016 00:00:00,09/03/2016 00:00:00,"August",2016,,"",01/13/2014 18:04:47,"MOTS"
158,"WEEKLY",09/04/2016 00:00:00,09/10/2016 00:00:00,"September",2016,,"",01/13/2014 18:04:47,"MOTS"
159,"WEEKLY",09/11/2016 00:00:00,09/17/2016 00:00:00,"September",2016,,"",01/13/2014 18:04:47,"MOTS"
160,"WEEKLY",09/18/2016 00:00:00,09/24/2016 00:00:00,"September",2016,,"",01/13/2014 18:04:47,"MOTS"
161,"WEEKLY",09/25/2016 00:00:00,10/01/2016 00:00:00,"September",2016,,"",01/13/2014 18:04:47,"MOTS"
162,"WEEKLY",10/02/2016 00:00:00,10/08/2016 00:00:00,"October",2016,,"",01/13/2014 18:04:47,"MOTS"
163,"WEEKLY",10/09/2016 00:00:00,10/15/2016 00:00:00,"October",2016,,"",01/13/2014 18:04:47,"MOTS"
164,"WEEKLY",10/16/2016 00:00:00,10/22/2016 00:00:00,"October",2016,,"",01/13/2014 18:04:47,"MOTS"
165,"WEEKLY",10/23/2016 00:00:00,10/29/2016 00:00:00,"October",2016,,"",01/13/2014 18:04:47,"MOTS"
166,"WEEKLY",10/30/2016 00:00:00,11/05/2016 00:00:00,"November",2016,,"",01/13/2014 18:04:47,"MOTS"
167,"WEEKLY",11/06/2016 00:00:00,11/12/2016 00:00:00,"November",2016,,"",01/13/2014 18:04:47,"MOTS"
168,"WEEKLY",11/13/2016 00:00:00,11/19/2016 00:00:00,"November",2016,,"",01/13/2014 18:04:47,"MOTS"
169,"WEEKLY",11/20/2016 00:00:00,11/26/2016 00:00:00,"November",2016,,"",01/13/2014 18:04:47,"MOTS"
170,"WEEKLY",11/27/2016 00:00:00,12/03/2016 00:00:00,"November",2016,,"",01/13/2014 18:04:47,"MOTS"
171,"WEEKLY",12/04/2016 00:00:00,12/10/2016 00:00:00,"December",2016,,"",01/13/2014 18:04:47,"MOTS"
172,"WEEKLY",12/11/2016 00:00:00,12/17/2016 00:00:00,"December",2016,,"",01/13/2014 18:04:47,"MOTS"
173,"WEEKLY",12/18/2016 00:00:00,12/24/2016 00:00:00,"December",2016,,"",01/13/2014 18:04:47,"MOTS"
174,"WEEKLY",12/25/2016 00:00:00,12/31/2016 00:00:00,"December",2016,,"",01/13/2014 18:04:47,"MOTS"
175,"WEEKLY",01/01/2017 00:00:00,01/07/2017 00:00:00,"January",2017,,"",01/13/2014 18:04:47,"MOTS"
176,"WEEKLY",01/08/2017 00:00:00,01/14/2017 00:00:00,"January",2017,,"",01/13/2014 18:04:47,"MOTS"
177,"WEEKLY",01/15/2017 00:00:00,01/21/2017 00:00:00,"January",2017,,"",01/13/2014 18:04:47,"MOTS"
178,"WEEKLY",01/22/2017 00:00:00,01/28/2017 00:00:00,"January",2017,,"",01/13/2014 18:04:47,"MOTS"
179,"WEEKLY",01/29/2017 00:00:00,02/04/2017 00:00:00,"February",2017,,"",01/13/2014 18:04:47,"MOTS"
180,"WEEKLY",02/05/2017 00:00:00,02/11/2017 00:00:00,"February",2017,,"",01/13/2014 18:04:47,"MOTS"
181,"WEEKLY",02/12/2017 00:00:00,02/18/2017 00:00:00,"February",2017,,"",01/13/2014 18:04:47,"MOTS"
182,"WEEKLY",02/19/2017 00:00:00,02/25/2017 00:00:00,"February",2017,,"",01/13/2014 18:04:47,"MOTS"
183,"WEEKLY",02/26/2017 00:00:00,03/04/2017 00:00:00,"March",2017,,"",01/13/2014 18:04:47,"MOTS"
184,"WEEKLY",03/05/2017 00:00:00,03/11/2017 00:00:00,"March",2017,,"",01/13/2014 18:04:47,"MOTS"
185,"WEEKLY",03/12/2017 00:00:00,03/18/2017 00:00:00,"March",2017,,"",01/13/2014 18:04:47,"MOTS"
186,"WEEKLY",03/19/2017 00:00:00,03/25/2017 00:00:00,"March",2017,,"",01/13/2014 18:04:47,"MOTS"
187,"WEEKLY",03/26/2017 00:00:00,04/01/2017 00:00:00,"April",2017,,"",01/13/2014 18:04:47,"MOTS"
188,"WEEKLY",04/02/2017 00:00:00,04/08/2017 00:00:00,"April",2017,,"",01/13/2014 18:04:47,"MOTS"
189,"WEEKLY",04/09/2017 00:00:00,04/15/2017 00:00:00,"April",2017,,"",01/13/2014 18:04:47,"MOTS"
190,"WEEKLY",04/16/2017 00:00:00,04/22/2017 00:00:00,"April",2017,,"",01/13/2014 18:04:47,"MOTS"
191,"WEEKLY",04/23/2017 00:00:00,04/29/2017 00:00:00,"April",2017,,"",01/13/2014 18:04:47,"MOTS"
192,"WEEKLY",04/30/2017 00:00:00,05/06/2017 00:00:00,"May",2017,,"",01/13/2014 18:04:47,"MOTS"
193,"WEEKLY",05/07/2017 00:00:00,05/13/2017 00:00:00,"May",2017,,"",01/13/2014 18:04:47,"MOTS"
194,"WEEKLY",05/14/2017 00:00:00,05/20/2017 00:00:00,"May",2017,,"",01/13/2014 18:04:47,"MOTS"
195,"WEEKLY",05/21/2017 00:00:00,05/27/2017 00:00:00,"May",2017,,"",01/13/2014 18:04:47,"MOTS"
196,"WEEKLY",05/28/2017 00:00:00,06/03/2017 00:00:00,"May",2017,,"",01/13/2014 18:04:47,"MOTS"
197,"WEEKLY",06/04/2017 00:00:00,06/10/2017 00:00:00,"June",2017,,"",01/13/2014 18:04:47,"MOTS"
198,"WEEKLY",06/11/2017 00:00:00,06/17/2017 00:00:00,"June",2017,,"",01/13/2014 18:04:47,"MOTS"
199,"WEEKLY",06/18/2017 00:00:00,06/24/2017 00:00:00,"June",2017,,"",01/13/2014 18:04:47,"MOTS"
200,"WEEKLY",06/25/2017 00:00:00,07/01/2017 00:00:00,"June",2017,,"",01/13/2014 18:04:47,"MOTS"
201,"WEEKLY",07/02/2017 00:00:00,07/08/2017 00:00:00,"July",2017,,"",01/13/2014 18:04:47,"MOTS"
202,"WEEKLY",07/09/2017 00:00:00,07/15/2017 00:00:00,"July",2017,,"",01/13/2014 18:04:47,"MOTS"
203,"WEEKLY",07/16/2017 00:00:00,07/22/2017 00:00:00,"July",2017,,"",01/13/2014 18:04:47,"MOTS"
204,"WEEKLY",07/23/2017 00:00:00,07/29/2017 00:00:00,"July",2017,,"",01/13/2014 18:04:47,"MOTS"
205,"WEEKLY",07/30/2017 00:00:00,08/05/2017 00:00:00,"August",2017,,"",01/13/2014 18:04:47,"MOTS"
206,"WEEKLY",08/06/2017 00:00:00,08/12/2017 00:00:00,"August",2017,,"",01/13/2014 18:04:47,"MOTS"
207,"WEEKLY",08/13/2017 00:00:00,08/19/2017 00:00:00,"August",2017,,"",01/13/2014 18:04:47,"MOTS"
208,"WEEKLY",08/20/2017 00:00:00,08/26/2017 00:00:00,"August",2017,,"",01/13/2014 18:04:47,"MOTS"
209,"WEEKLY",08/27/2017 00:00:00,09/02/2017 00:00:00,"August",2017,,"",01/13/2014 18:04:47,"MOTS"
210,"WEEKLY",09/03/2017 00:00:00,09/09/2017 00:00:00,"September",2017,,"",01/13/2014 18:04:47,"MOTS"
211,"WEEKLY",09/10/2017 00:00:00,09/16/2017 00:00:00,"September",2017,,"",01/13/2014 18:04:47,"MOTS"
212,"WEEKLY",09/17/2017 00:00:00,09/23/2017 00:00:00,"September",2017,,"",01/13/2014 18:04:47,"MOTS"
213,"WEEKLY",09/24/2017 00:00:00,09/30/2017 00:00:00,"September",2017,,"",01/13/2014 18:04:47,"MOTS"
214,"WEEKLY",10/01/2017 00:00:00,10/07/2017 00:00:00,"October",2017,,"",01/13/2014 18:04:47,"MOTS"
215,"WEEKLY",10/08/2017 00:00:00,10/14/2017 00:00:00,"October",2017,,"",01/13/2014 18:04:47,"MOTS"
216,"WEEKLY",10/15/2017 00:00:00,10/21/2017 00:00:00,"October",2017,,"",01/13/2014 18:04:47,"MOTS"
217,"WEEKLY",10/22/2017 00:00:00,10/28/2017 00:00:00,"October",2017,,"",01/13/2014 18:04:47,"MOTS"
218,"WEEKLY",10/29/2017 00:00:00,11/04/2017 00:00:00,"November",2017,,"",01/13/2014 18:04:47,"MOTS"
219,"WEEKLY",11/05/2017 00:00:00,11/11/2017 00:00:00,"November",2017,,"",01/13/2014 18:04:47,"MOTS"
220,"WEEKLY",11/12/2017 00:00:00,11/18/2017 00:00:00,"November",2017,,"",01/13/2014 18:04:47,"MOTS"
221,"WEEKLY",11/19/2017 00:00:00,11/25/2017 00:00:00,"November",2017,,"",01/13/2014 18:04:47,"MOTS"
222,"WEEKLY",11/26/2017 00:00:00,12/02/2017 00:00:00,"November",2017,,"",01/13/2014 18:04:47,"MOTS"
223,"WEEKLY",12/03/2017 00:00:00,12/09/2017 00:00:00,"December",2017,,"",01/13/2014 18:04:47,"MOTS"
224,"WEEKLY",12/10/2017 00:00:00,12/16/2017 00:00:00,"December",2017,,"",01/13/2014 18:04:47,"MOTS"
225,"WEEKLY",12/17/2017 00:00:00,12/23/2017 00:00:00,"December",2017,,"",01/13/2014 18:04:47,"MOTS"
226,"WEEKLY",12/24/2017 00:00:00,12/30/2017 00:00:00,"December",2017,,"",01/13/2014 18:04:47,"MOTS"
227,"WEEKLY",12/31/2017 00:00:00,01/06/2018 00:00:00,"January",2018,,"",01/13/2014 18:04:47,"MOTS"
228,"WEEKLY",01/07/2018 00:00:00,01/13/2018 00:00:00,"January",2018,,"",01/13/2014 18:04:47,"MOTS"
229,"WEEKLY",01/14/2018 00:00:00,01/20/2018 00:00:00,"January",2018,,"",01/13/2014 18:04:47,"MOTS"
230,"WEEKLY",01/21/2018 00:00:00,01/27/2018 00:00:00,"January",2018,,"",01/13/2014 18:04:47,"MOTS"
231,"WEEKLY",01/28/2018 00:00:00,02/03/2018 00:00:00,"January",2018,,"",01/13/2014 18:04:47,"MOTS"
232,"WEEKLY",02/04/2018 00:00:00,02/10/2018 00:00:00,"February",2018,,"",01/13/2014 18:04:47,"MOTS"
233,"WEEKLY",02/11/2018 00:00:00,02/17/2018 00:00:00,"February",2018,,"",01/13/2014 18:04:47,"MOTS"
234,"WEEKLY",02/18/2018 00:00:00,02/24/2018 00:00:00,"February",2018,,"",01/13/2014 18:04:47,"MOTS"
235,"WEEKLY",02/25/2018 00:00:00,03/03/2018 00:00:00,"February",2018,,"",01/13/2014 18:04:47,"MOTS"
236,"WEEKLY",03/04/2018 00:00:00,03/10/2018 00:00:00,"March",2018,,"",01/13/2014 18:04:47,"MOTS"
237,"WEEKLY",03/11/2018 00:00:00,03/17/2018 00:00:00,"March",2018,,"",01/13/2014 18:04:47,"MOTS"
238,"WEEKLY",03/18/2018 00:00:00,03/24/2018 00:00:00,"March",2018,,"",01/13/2014 18:04:47,"MOTS"
239,"WEEKLY",03/25/2018 00:00:00,03/31/2018 00:00:00,"March",2018,,"",01/13/2014 18:04:47,"MOTS"
240,"WEEKLY",04/01/2018 00:00:00,04/07/2018 00:00:00,"April",2018,,"",01/13/2014 18:04:47,"MOTS"
241,"WEEKLY",04/08/2018 00:00:00,04/14/2018 00:00:00,"April",2018,,"",01/13/2014 18:04:47,"MOTS"
242,"WEEKLY",04/15/2018 00:00:00,04/21/2018 00:00:00,"April",2018,,"",01/13/2014 18:04:47,"MOTS"
243,"WEEKLY",04/22/2018 00:00:00,04/28/2018 00:00:00,"April",2018,,"",01/13/2014 18:04:47,"MOTS"
244,"WEEKLY",04/29/2018 00:00:00,05/05/2018 00:00:00,"May",2018,,"",01/13/2014 18:04:47,"MOTS"
245,"WEEKLY",05/06/2018 00:00:00,05/12/2018 00:00:00,"May",2018,,"",01/13/2014 18:04:47,"MOTS"
246,"WEEKLY",05/13/2018 00:00:00,05/19/2018 00:00:00,"May",2018,,"",01/13/2014 18:04:47,"MOTS"
247,"WEEKLY",05/20/2018 00:00:00,05/26/2018 00:00:00,"May",2018,,"",01/13/2014 18:04:47,"MOTS"
248,"WEEKLY",05/27/2018 00:00:00,06/02/2018 00:00:00,"May",2018,,"",01/13/2014 18:04:47,"MOTS"
249,"WEEKLY",06/03/2018 00:00:00,06/09/2018 00:00:00,"June",2018,,"",01/13/2014 18:04:47,"MOTS"
250,"WEEKLY",06/10/2018 00:00:00,06/16/2018 00:00:00,"June",2018,,"",01/13/2014 18:04:47,"MOTS"
