PROJECTID,PROJECTNAME,PROGRAMID,PROGRAMNAME,abandonIntervalADuration,abandonIntervalBDuration,abandonIntervalCDuration,abandonIntervalDDuration,abandonIntervalEDuration,abandonIntervalFDuration,flowShortDisconnectDuration,includeAbandonsInServiceLevel,includeFlowOutsInServiceLevel,includeShortAbandonsInServiceLevel
741,NCUI," "," ",6000,20000,40000,60000,120000,240000,30000,1,0,1
