PROJECT_CONFIG_ID, CONTACT_QUEUE_ID,QUEUE_NUMBER, UNIT_OF_WORK_ID, QUEUE_NAME, SOURCE_QUEUE, QUEUE_TYPE, SERVICE_PERCENT, SERVICE_SECONDS, QUEUE_GROUP, INTERVAL_MINUTES, AVG_SPEED_ANSR_INTRVL_PRIOD_ID,CALLS_ABANDOND_INTRVL_PRIOD_ID
100,0,0,0,Unknown,0,Unknown,0,0,0,0,0,0
