D_CONTACT_QUEUE_ID,QUEUE_NUMBER,QUEUE_NAME,SOURCE_QUEUE,QUEUE_TYPE,SERVICE_PERCENT,SERVICE_SECONDS,QUEUE_GROUP,INTERVAL_MINUTES,SPEED_ANSWER_PERIOD_1_BOUND,SPEED_ANSWER_PERIOD_2_BOUND,SPEED_ANSWER_PERIOD_3_BOUND,SPEED_ANSWER_PERIOD_4_BOUND,SPEED_ANSWER_PERIOD_5_BOUND,SPEED_ANSWER_PERIOD_6_BOUND,SPEED_ANSWER_PERIOD_7_BOUND,SPEED_ANSWER_PERIOD_8_BOUND,SPEED_ANSWER_PERIOD_9_BOUND,SPEED_ANSWER_PERIOD_10_BOUND,CALLS_ABNDONED_PERIOD_1_BOUND,CALLS_ABNDONED_PERIOD_2_BOUND,CALLS_ABNDONED_PERIOD_3_BOUND,CALLS_ABNDONED_PERIOD_4_BOUND,CALLS_ABNDONED_PERIOD_5_BOUND,CALLS_ABNDONED_PERIOD_6_BOUND,CALLS_ABNDONED_PERIOD_7_BOUND,CALLS_ABNDONED_PERIOD_8_BOUND,CALLS_ABNDONED_PERIOD_9_BOUND,CALLS_ABNDONED_PERIOD_10_BOUND,VERSION,RECORD_EFF_DT,RECORD_END_DT
0,0,Unknown,0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900,12/31/2199
