Date,Agent ID,Supervisor ID,Calls Answered,Short Calls Answered,Avg Handle Time,Total Return to Queue,Calls RTQ Due to Timeout,Total Scheduled Productive Time,Actual Productive Time,Talk Time,Wrap Up Time,Logged in Time,Not Ready Time,Break Time,Lunch Time,Calls Offered
2018-05-22,125687,120682,13,0,00:09:58,0,0,06:18:00,05:45:01,02:09:36,00:00:00,07:52:37,02:07:36,00:32:28,00:28:37,13
2018-05-22,125688,120682,11,0,00:11:37,0,0,06:06:00,05:47:06,02:07:50,00:00:00,06:50:24,01:03:18,00:14:24,00:26:08,11
2018-05-22,125690,121632,9,0,00:16:43,0,0,05:54:00,05:24:00,02:30:35,00:00:00,06:50:07,01:26:07,00:07:21,01:18:40,9
2018-05-22,125762,94760,13,0,00:11:14,0,2,06:22:00,05:44:11,02:26:11,00:00:00,07:48:30,02:04:19,00:34:06,00:29:52,15
2018-05-22,125765,121310,12,0,00:10:33,1,0,06:47:00,06:02:06,02:06:36,00:00:00,07:49:29,01:47:23,00:32:32,00:29:27,13
2018-05-22,125767,120950,12,0,00:08:32,0,1,06:59:00,06:11:04,01:42:34,00:00:00,07:48:35,01:37:31,00:42:51,00:30:43,13
2018-05-22,125792,119707,11,0,00:14:32,0,0,06:35:00,05:40:10,02:39:57,00:00:00,07:45:34,02:05:24,00:52:02,00:33:56,11
2018-05-22,125800,121310,7,0,00:25:46,0,0,05:30:00,04:59:06,03:00:25,00:00:00,07:47:38,02:48:32,00:24:32,00:16:30,7
2018-05-22,125843,78803,19,1,00:06:03,0,0,07:00:00,06:41:07,01:55:11,00:00:00,08:27:19,01:46:12,01:06:01,00:38:24,19
2018-05-22,125845,102828,51,3,00:11:13,0,0,08:16:00,1d00:14:21,09:32:06,00:00:00,1d04:31:45,04:17:24,02:18:52,02:03:04,51
2018-05-22,125853,59883,36,0,00:08:01,3,0,07:12:00,21:55:06,04:48:51,00:00:00,1d01:35:36,03:40:30,01:44:20,01:53:16,39
2018-05-22,125869,125178,39,0,00:15:02,0,0,06:25:00,19:28:12,09:46:27,00:00:00,1d01:32:42,06:04:30,01:17:52,01:56:32,39
2018-05-22,125891,149215,48,0,00:10:17,0,0,08:30:00,23:50:15,08:14:00,00:00:00,1d04:19:30,04:29:15,02:08:44,01:54:52,48
2018-05-22,125895,59826,54,0,00:08:19,0,0,06:30:00,21:11:39,07:29:30,00:00:00,1d01:29:39,04:18:00,03:34:32,02:00:36,54
2018-05-22,125903,93198,42,0,00:05:07,0,0,07:30:00,22:32:48,03:35:06,00:00:00,1d01:28:42,02:55:54,01:55:04,01:58:48,42
2018-05-22,125907,133319,48,0,00:11:35,0,0,08:15:00,1d00:53:12,09:16:24,00:00:00,1d04:18:24,03:25:12,02:31:52,01:59:52,54
2018-05-22,125923,59757,48,0,00:12:05,0,3,08:30:00,1d01:10:18,09:40:33,00:00:00,1d04:27:48,03:17:30,01:36:32,02:17:32,51
2018-05-22,125931,85892,36,0,00:11:57,0,0,05:31:00,16:34:33,07:10:33,00:00:00,1d01:49:36,09:15:03,01:50:28,02:08:24,36
2018-05-22,126061,101973,48,15,00:04:10,0,9,04:45:00,20:23:27,03:20:06,00:00:00,23:43:30,03:20:03,02:03:32,02:08:04,57
2018-05-22,126069,59883,42,3,00:05:05,0,0,07:30:00,22:37:09,03:33:51,00:00:00,1d01:32:54,02:55:45,01:53:52,02:00:24,42
2018-05-22,126075,68134,9,0,00:29:26,0,0,05:52:00,06:01:46,04:24:55,00:00:00,09:53:19,03:51:33,00:27:43,00:27:12,9
2018-05-22,126076,60292,23,1,00:13:15,0,0,07:30:00,07:23:05,05:05:02,00:00:00,08:29:13,01:06:08,00:36:30,00:29:16,23
2018-05-22,126339,122225,11,0,00:09:57,0,0,07:30:00,05:19:50,01:49:34,00:00:00,07:47:04,02:27:14,00:35:40,00:32:47,11
2018-05-22,126742,58837,63,21,00:04:45,0,3,04:24:00,11:48:39,05:00:03,00:00:00,1d00:59:21,13:10:42,02:45:44,02:15:32,66
2018-05-22,126785,48049,66,0,00:11:19,0,0,07:30:00,21:32:00,12:27:30,00:00:00,1d00:58:39,03:26:39,02:33:32,02:01:56,66
2018-05-22,126834,122230,13,0,00:13:36,0,0,07:30:00,06:35:37,02:56:50,00:00:00,07:49:43,01:14:06,00:42:20,00:29:48,13
2018-05-22,126862,102611,13,0,00:08:04,0,0,07:30:00,07:41:26,01:44:55,00:00:00,08:29:32,00:48:06,00:24:39,00:23:21,13
2018-05-22,126872,149176,66,9,00:06:23,0,6,07:23:00,22:32:21,07:01:30,00:00:00,1d05:10:36,06:38:15,01:24:56,02:01:20,72
2018-05-22,126975,126049,5,0,00:06:14,0,1,07:10:00,02:12:59,00:31:10,00:00:00,04:04:29,01:51:30,00:29:07,00:35:36,6
2018-05-22,126982,127959,14,0,00:07:00,0,0,06:44:00,05:55:19,01:38:07,00:00:00,07:43:51,01:48:32,00:32:18,00:33:22,15
2018-05-22,126984,120947,8,0,00:06:21,0,0,04:15:00,03:04:28,00:50:53,00:00:00,04:28:11,01:23:43,00:57:13,00:05:58,8
2018-05-22,126985,120950,13,0,00:09:22,0,0,07:30:00,06:09:08,02:01:53,00:00:00,07:48:48,01:39:40,01:09:41,00:29:56,13
2018-05-22,126986,124814,27,0,00:06:28,0,1,07:30:00,06:58:05,02:54:45,00:00:00,08:33:45,01:35:40,00:29:46,00:28:09,28
2018-05-22,126989,121210,13,1,00:05:25,0,0,06:18:00,06:08:38,01:10:29,00:00:00,07:21:57,01:13:19,00:30:50,00:17:40,13
2018-05-22,127048,90087,42,0,00:05:41,0,0,07:30:00,22:36:57,03:59:00,00:00:00,1d01:26:03,02:49:06,01:45:12,01:59:48,42
2018-05-22,127063,122061,9,0,00:08:17,0,0,06:30:00,05:55:03,01:14:40,00:00:00,07:47:41,01:52:38,00:14:52,00:31:20,9
2018-05-22,127066,121194,12,0,00:09:24,0,0,06:55:00,06:29:20,01:52:48,00:00:00,07:20:11,00:50:51,00:29:19,00:06:34,12
2018-05-22,127075,121632,9,0,00:13:41,0,0,06:28:00,05:53:49,02:03:09,00:00:00,07:15:31,01:21:42,00:14:50,00:32:39,9
2018-05-22,127087,101610,14,0,00:14:47,0,0,07:10:00,07:12:34,03:27:09,00:00:00,08:38:46,01:26:12,00:56:28,00:29:18,14
2018-05-22,127091,100589,14,0,00:18:20,0,0,07:23:00,07:26:00,04:16:43,00:00:00,08:33:01,01:07:01,00:28:08,00:29:57,14
2018-05-22,127098,83271,45,0,00:05:29,0,1,07:30:00,07:27:34,04:07:04,00:00:00,08:30:33,01:02:59,00:30:28,00:29:54,46
2018-05-22,127107,78803,15,0,00:10:55,0,0,08:30:00,08:27:04,02:43:52,00:00:00,09:31:57,01:04:53,00:32:51,00:31:52,15
2018-05-22,127109,86061,15,0,00:16:03,0,0,08:40:00,08:28:41,04:00:52,00:00:00,10:21:38,01:52:57,00:40:27,00:27:24,15
2018-05-22,127117,93802,16,0,00:15:15,0,0,07:09:00,07:23:09,04:04:14,00:00:00,09:00:01,01:36:52,00:34:42,00:30:02,16
2018-05-22,127128,122322,12,1,00:10:29,0,0,07:30:00,06:47:17,02:05:49,00:00:00,07:54:57,01:07:40,00:38:35,00:21:51,12
2018-05-22,127157,124086,11,0,00:13:36,0,0,06:56:00,05:55:22,02:29:42,00:00:00,08:37:44,02:42:22,00:53:38,00:31:09,11
2018-05-22,127160,120408,12,1,00:14:28,0,0,07:30:00,07:07:54,02:53:44,00:00:00,07:45:31,00:37:37,00:15:05,00:21:04,12
2018-05-22,127166,123083,11,1,00:09:46,0,1,05:35:00,05:20:13,01:47:31,00:00:00,08:04:00,02:43:47,00:28:37,00:27:00,12
2018-05-22,127176,132301,11,0,00:21:48,1,0,06:58:00,07:08:09,03:59:54,00:00:00,08:25:18,01:17:09,00:14:53,00:29:59,12
2018-05-22,127215,75661,46,1,00:05:26,0,1,07:30:00,07:19:31,04:10:17,00:00:00,08:30:28,01:10:57,00:39:33,00:30:56,47
2018-05-22,127216,134868,28,0,00:05:59,0,2,05:00:00,05:03:05,02:47:47,00:00:00,05:30:57,00:27:52,00:26:11,00:00:00,30
2018-05-22,127217,60016,24,2,00:08:40,0,0,07:30:00,07:25:48,03:28:12,00:00:00,08:40:28,01:14:40,00:40:22,00:30:08,24
2018-05-22,127229,122339,9,0,00:20:26,0,0,06:07:00,05:12:14,03:03:58,00:00:00,07:42:41,02:30:27,00:29:45,00:47:34,9
2018-05-22,127231,123083,10,0,00:06:54,0,0,06:52:00,06:04:41,01:09:02,00:00:00,07:39:42,01:35:01,00:19:23,00:34:22,10
2018-05-22,127234,121633,11,0,00:16:49,0,0,05:38:00,06:33:13,03:05:08,00:00:00,08:20:59,01:47:46,00:29:15,00:30:55,11
2018-05-22,127252,122223,16,0,00:11:21,0,0,08:18:00,07:42:59,03:01:50,00:00:00,09:01:25,01:18:26,00:35:53,00:28:36,16
2018-05-22,127261,45357,14,1,00:09:35,0,0,07:28:00,07:18:22,02:14:17,00:00:00,08:15:19,00:56:57,00:22:27,00:30:40,14
2018-05-22,127290,122230,9,0,00:19:31,0,0,07:30:00,06:54:08,02:55:43,00:00:00,07:45:41,00:51:33,00:51:06,00:00:00,9
2018-05-22,127291,123083,7,0,00:08:00,0,0,04:07:00,04:24:53,00:56:06,00:00:00,07:03:47,02:38:54,00:15:00,00:29:44,7
2018-05-22,127295,122546,10,0,00:12:18,0,0,05:58:00,05:35:49,02:03:09,00:00:00,07:24:21,01:48:32,00:22:33,00:38:37,10
2018-05-22,127299,121116,6,0,00:17:57,0,0,07:30:00,05:01:40,01:47:43,00:00:00,07:37:36,02:35:56,00:42:17,00:25:41,6
2018-05-22,127312,125802,15,0,00:06:26,0,0,07:05:00,06:33:20,01:36:33,00:00:00,07:56:17,01:22:57,00:30:01,00:29:24,15
2018-05-22,127315,122343,11,0,00:11:00,0,0,06:36:00,05:59:30,02:01:05,00:00:00,06:28:50,00:29:20,00:17:04,00:00:00,11
2018-05-22,127344,121210,15,1,00:06:35,0,0,07:30:00,06:46:29,01:38:54,00:00:00,07:44:57,00:58:28,00:26:50,00:28:53,15
2018-05-22,127350,123083,11,1,00:06:29,0,0,06:48:00,06:37:08,01:11:27,00:00:00,08:13:52,01:36:44,00:30:57,00:28:44,11
2018-05-22,127355,121569,10,0,00:06:39,0,0,07:30:00,06:54:12,01:06:32,00:00:00,07:43:18,00:49:06,00:14:37,00:33:14,10
2018-05-22,127358,121632,15,0,00:08:10,0,0,07:30:00,06:48:19,02:02:39,00:00:00,07:58:02,01:09:43,00:32:47,00:30:08,15
2018-05-22,127367,120682,14,0,00:10:43,0,0,07:20:00,06:44:55,02:30:06,00:00:00,08:04:29,01:19:34,00:32:05,00:30:08,14
2018-05-22,127373,121467,11,0,00:15:46,0,0,07:23:00,06:24:36,02:53:29,00:00:00,07:55:17,01:30:41,00:43:21,00:35:20,11
2018-05-22,127380,121823,5,0,00:20:02,0,0,04:03:00,03:32:28,01:40:13,00:00:00,08:56:10,05:23:42,00:32:55,00:22:06,5
2018-05-22,127385,122226,15,0,00:09:32,0,0,07:30:00,06:36:58,02:23:13,00:00:00,08:06:33,01:29:35,00:49:50,00:31:54,15
2018-05-22,127430,121632,12,0,00:15:11,0,0,07:30:00,06:42:28,03:02:18,00:00:00,07:47:13,01:04:45,00:34:38,00:29:59,13
2018-05-22,127434,121632,11,0,00:17:49,0,0,06:46:00,06:23:03,03:16:04,00:00:00,08:17:20,01:54:17,00:14:05,00:29:46,11
2018-05-22,127464,125802,14,0,00:06:13,0,1,06:39:00,06:23:23,01:27:02,00:00:00,07:58:26,01:35:03,00:26:03,00:28:21,16
2018-05-22,127469,126327,12,0,00:08:42,0,0,06:54:00,06:40:12,01:44:28,00:00:00,07:55:24,01:15:12,00:38:39,00:29:25,12
2018-05-22,127592,149215,54,3,00:11:55,0,6,06:53:00,17:54:18,10:44:00,00:00:00,1d00:09:42,06:15:24,02:57:40,02:08:08,60
2018-05-22,127607,93440,9,0,00:05:28,0,0,03:45:00,04:10:35,00:49:17,00:00:00,04:30:17,00:19:42,00:16:18,00:00:00,9
2018-05-22,127615,93714,45,18,00:06:26,0,3,06:33:00,20:25:21,04:49:36,00:00:00,1d01:28:36,05:03:15,00:42:52,03:25:32,48
2018-05-22,127683,120947,6,0,00:10:52,0,0,07:58:00,06:59:14,01:05:16,00:00:00,08:40:28,01:41:14,00:29:58,00:34:16,6
2018-05-22,127685,122223,15,0,00:08:11,0,0,07:10:00,06:14:04,02:02:51,00:00:00,07:51:42,01:37:38,00:58:45,00:31:49,15
2018-05-22,127692,132301,5,0,00:27:21,0,0,05:57:00,04:51:40,02:16:48,00:00:00,07:55:05,03:03:25,00:28:28,00:29:04,5
2018-05-22,127725,124814,16,0,00:14:09,0,0,08:30:00,07:49:06,03:46:28,00:00:00,08:42:38,00:53:32,00:21:14,00:29:46,16
2018-05-22,127776,126812,14,0,00:06:44,0,0,07:30:00,06:34:17,01:34:18,00:00:00,07:48:35,01:14:18,00:43:49,00:29:07,14
2018-05-22,127778,126327,10,0,00:13:11,0,0,06:26:00,05:56:48,02:11:51,00:00:00,07:52:59,01:56:11,00:36:57,00:30:11,10
2018-05-22,127786,124085,4,0,00:05:57,0,0,02:28:00,02:45:17,00:23:51,00:00:00,06:16:58,03:31:41,00:14:00,00:28:43,4
2018-05-22,127789,121823,10,0,00:21:23,0,0,08:08:00,07:27:08,03:33:50,00:00:00,08:45:26,01:18:18,00:40:35,00:32:17,10
2018-05-22,127792,124084,15,1,00:04:41,0,0,07:30:00,06:38:27,01:10:20,00:00:00,07:47:14,01:08:47,00:36:33,00:31:32,16
2018-05-22,127793,121961,16,0,00:14:21,0,0,06:49:00,05:55:22,03:49:47,00:00:00,07:36:08,01:40:46,00:30:38,00:29:01,16
2018-05-22,127795,121572,15,0,00:07:14,0,1,07:30:00,06:51:36,01:48:30,00:00:00,07:49:58,00:58:22,00:38:46,00:05:39,16
2018-05-22,127807,122230,14,0,00:07:51,0,0,07:30:00,06:17:45,01:50:00,00:00:00,07:48:44,01:30:59,00:51:47,00:29:32,14
2018-05-22,127859,65204,33,0,00:23:30,0,0,07:03:00,20:10:48,12:55:33,00:00:00,1d01:37:03,05:26:15,03:09:44,01:51:56,33
2018-05-22,127900,122086,7,0,00:19:03,0,0,01:26:00,03:36:23,02:13:27,00:00:00,08:05:47,04:29:24,00:42:59,00:33:50,7
2018-05-22,127905,121210,13,0,00:08:24,0,1,07:30:00,06:41:14,01:49:15,00:00:00,07:48:23,01:07:09,00:24:20,00:36:21,14
2018-05-22,127907,126812,7,0,00:12:43,0,0,04:15:00,04:28:16,01:29:02,00:00:00,04:28:32,00:00:16,00:00:00,00:00:00,7
2018-05-22,127916,127959,8,0,00:21:03,0,0,05:54:00,05:46:12,02:48:29,00:00:00,06:41:19,00:55:07,00:13:01,00:27:30,8
2018-05-22,127923,123083,9,0,00:18:59,0,0,04:49:00,05:01:37,02:50:56,00:00:00,08:06:31,03:04:54,00:24:12,00:30:01,9
2018-05-22,127927,126812,8,0,00:25:48,0,0,06:25:00,06:11:52,03:26:28,00:00:00,07:57:58,01:46:06,00:36:46,00:36:10,9
2018-05-22,127961,126812,10,0,00:07:02,0,0,05:30:00,04:38:42,01:10:20,00:00:00,05:43:45,01:05:03,00:30:24,00:30:07,10
2018-05-22,127965,235,15,0,00:11:18,0,0,08:30:00,08:22:01,02:49:44,00:00:00,09:13:53,00:51:52,00:02:56,00:44:38,15
2018-05-22,127966,126327,12,0,00:08:02,0,0,07:30:00,06:38:03,01:36:34,00:00:00,07:48:35,01:10:32,00:36:30,00:31:28,12
2018-05-22,127968,124814,17,0,00:21:01,0,0,08:30:00,07:57:07,05:57:23,00:00:00,09:04:44,01:07:37,00:12:37,00:33:30,17
2018-05-22,127984,122546,12,0,00:10:51,0,0,07:30:00,06:39:41,02:10:17,00:00:00,07:49:51,01:10:10,00:32:50,00:36:53,12
2018-05-22,127986,219,14,0,00:05:54,0,0,08:30:00,07:28:17,01:22:46,00:00:00,08:40:18,01:12:01,00:41:00,00:30:53,14
2018-05-22,127998,124083,12,0,00:15:13,0,0,07:30:00,06:55:30,03:02:45,00:00:00,07:54:08,00:58:38,00:15:43,00:42:44,12
2018-05-22,128003,122225,12,0,00:12:06,0,0,06:19:00,06:09:29,02:25:15,00:00:00,08:58:30,02:49:01,00:24:30,00:32:30,12
2018-05-22,128007,79822,6,0,00:22:24,0,0,03:00:00,03:04:44,02:14:25,00:00:00,03:29:55,00:25:11,00:24:56,00:00:00,6
2018-05-22,128012,119930,11,0,00:13:04,0,0,07:15:00,06:05:07,02:23:54,00:00:00,07:30:44,01:25:37,00:46:05,00:32:49,11
2018-05-22,128022,79710,14,1,00:06:45,0,0,07:30:00,05:43:03,01:34:39,00:00:00,07:43:16,02:00:13,00:54:42,00:34:54,14
2018-05-22,128025,72933,13,0,00:14:13,0,1,07:16:00,06:44:09,03:04:57,00:00:00,09:00:08,02:15:59,00:14:29,00:35:43,14
2018-05-22,128033,122343,10,0,00:11:06,0,0,05:24:00,04:32:38,01:51:08,00:00:00,07:49:48,03:17:10,00:30:21,00:30:11,10
2018-05-22,128042,121633,13,0,00:13:01,0,0,07:28:00,07:19:18,02:49:23,00:00:00,09:28:54,02:09:36,00:31:25,00:29:06,13
2018-05-22,128119,120690,14,0,00:06:07,0,0,06:51:00,06:45:43,01:25:49,00:00:00,07:53:51,01:08:08,00:30:32,00:35:47,14
2018-05-22,128157,121955,16,1,00:10:50,0,1,08:42:00,08:00:16,02:53:26,00:00:00,09:25:14,01:24:58,00:37:05,00:30:01,17
2018-05-22,128163,121568,15,1,00:05:49,0,0,07:30:00,06:51:27,01:27:20,00:00:00,07:36:13,00:44:46,00:14:11,00:30:29,15
2018-05-22,128164,133405,14,0,00:10:48,0,0,06:58:00,06:24:03,02:31:19,00:00:00,07:45:56,01:21:53,00:22:46,00:29:45,14
2018-05-22,128170,121633,11,0,00:14:02,0,0,07:13:00,07:12:23,02:34:30,00:00:00,09:21:20,02:08:57,00:32:08,00:27:58,11
2018-05-22,128177,120241,9,0,00:08:53,0,0,04:08:00,04:24:39,01:20:04,00:00:00,05:46:43,01:22:04,00:14:58,00:29:45,10
2018-05-22,128180,126327,12,0,00:12:56,0,0,07:30:00,06:45:31,02:35:21,00:00:00,07:53:21,01:07:50,00:37:27,00:30:04,12
2018-05-22,128187,124086,11,0,00:19:52,0,0,08:18:00,07:32:08,03:38:35,00:00:00,08:47:27,01:15:19,00:30:29,00:31:28,11
2018-05-22,128195,93802,22,1,00:14:21,1,1,10:30:00,09:26:58,05:15:57,00:00:00,12:11:52,02:44:54,00:45:12,00:32:01,24
2018-05-22,128207,102611,13,0,00:11:17,0,0,08:05:00,08:17:41,02:26:43,00:00:00,09:30:06,01:12:25,00:42:55,00:29:26,13
2018-05-22,128233,45291,47,1,00:04:58,0,1,07:30:00,07:17:32,03:53:38,00:00:00,08:29:21,01:11:49,00:29:43,00:39:36,48
2018-05-22,128259,86897,10,0,00:29:39,1,1,08:00:00,07:50:56,04:56:31,00:00:00,09:32:48,01:41:52,01:04:39,00:29:44,13
2018-05-22,128365,121634,13,0,00:08:51,0,1,07:30:00,06:43:20,01:55:11,00:00:00,07:48:17,01:04:57,00:30:08,00:30:01,14
2018-05-22,128370,122322,11,1,00:13:33,0,0,07:30:00,06:42:21,02:29:13,00:00:00,07:53:22,01:11:01,00:55:25,00:13:59,11
2018-05-22,128374,120692,14,0,00:07:42,0,0,07:30:00,06:56:55,01:48:00,00:00:00,07:51:21,00:54:26,00:20:44,00:29:56,14
2018-05-22,128378,123120,7,0,00:17:17,0,0,08:20:00,07:40:43,02:00:59,00:00:00,09:22:37,01:41:54,00:30:58,00:31:28,7
2018-05-22,128381,122141,12,0,00:06:51,0,1,08:25:00,06:34:29,01:22:14,00:00:00,08:40:31,02:06:02,00:10:49,01:36:14,13
2018-05-22,128382,122061,7,1,00:08:05,0,0,05:56:00,05:57:45,00:56:41,00:00:00,07:50:50,01:53:05,00:33:24,00:30:01,7
2018-05-22,128388,85892,39,3,00:09:19,0,0,06:17:00,18:34:48,06:03:33,00:00:00,1d01:29:03,06:54:15,02:04:56,02:05:04,39
2018-05-22,128431,125802,14,0,00:09:35,0,1,06:45:00,06:28:06,02:14:11,00:00:00,08:18:51,01:50:45,00:47:53,00:34:21,16
2018-05-22,128732,127959,14,0,00:07:11,0,0,07:30:00,06:15:19,01:40:37,00:00:00,07:48:54,01:33:35,00:48:36,00:32:17,14
2018-05-22,128740,121633,13,0,00:07:01,0,0,06:15:00,06:09:58,01:31:23,00:00:00,08:19:36,02:09:38,00:33:11,00:29:19,13
2018-05-22,128896,75661,23,0,00:12:15,0,1,06:25:00,05:58:56,04:42:02,00:00:00,08:39:30,02:40:34,00:49:13,00:35:03,24
2018-05-22,128951,122546,13,0,00:09:50,0,0,07:30:00,06:45:09,02:07:58,00:00:00,07:52:53,01:07:44,00:33:05,00:33:57,13
2018-05-22,128954,120241,12,0,00:08:32,0,0,07:22:00,06:18:34,01:42:29,00:00:00,07:47:59,01:29:25,00:48:35,00:30:07,12
2018-05-22,128955,121115,12,1,00:07:09,0,2,07:04:00,05:41:24,01:25:48,00:00:00,07:33:56,01:52:32,00:35:26,00:34:30,14
2018-05-22,128956,122338,11,0,00:11:48,0,0,05:54:00,05:16:59,02:09:54,00:00:00,07:55:04,02:38:05,00:17:45,00:29:34,11
2018-05-22,128964,79822,22,0,00:09:51,0,1,07:22:00,07:22:11,03:36:50,00:00:00,08:48:41,01:26:30,00:22:47,00:30:29,23
2018-05-22,128967,122336,14,1,00:10:28,0,0,07:52:00,07:26:09,02:26:38,00:00:00,08:37:59,01:11:50,00:30:59,00:31:38,14
2018-05-22,129024,122230,9,0,00:12:32,0,0,04:30:00,04:36:13,01:52:48,00:00:00,05:05:11,00:28:58,00:27:08,00:00:00,9
2018-05-22,129114,119707,15,0,00:06:37,0,0,07:30:00,07:02:02,01:39:24,00:00:00,07:55:51,00:53:49,00:15:56,00:32:25,15
2018-05-22,129115,79710,10,0,00:18:53,0,0,06:30:00,06:08:43,03:08:52,00:00:00,07:54:56,01:46:13,00:18:56,00:30:00,10
2018-05-22,129117,121569,12,0,00:11:28,0,1,07:30:00,07:09:00,02:17:45,00:00:00,07:59:44,00:50:44,00:15:51,00:30:03,13
2018-05-22,129118,121572,10,0,00:17:30,0,0,08:15:00,07:36:51,02:55:04,00:00:00,08:51:51,01:15:00,00:39:44,00:28:24,10
2018-05-22,129149,125802,10,0,00:12:50,0,0,05:30:00,05:07:46,02:08:26,00:00:00,08:13:24,03:05:38,00:29:41,00:33:54,10
2018-05-22,129152,121640,14,0,00:08:18,0,0,07:30:00,06:27:16,01:56:18,00:00:00,07:36:37,01:09:21,00:33:41,00:32:49,14
2018-05-22,129218,124083,9,1,00:22:21,1,2,07:30:00,06:55:37,03:21:13,00:00:00,07:46:33,00:50:56,00:26:05,00:21:09,12
2018-05-22,129301,68970,63,12,00:12:58,0,0,07:30:00,20:23:57,13:37:30,00:00:00,1d01:31:24,05:07:27,04:15:16,01:58:56,63
2018-05-22,129364,126049,13,0,00:09:08,0,0,07:03:00,05:52:20,01:58:50,00:00:00,07:42:39,01:50:19,00:57:40,00:31:11,13
2018-05-22,129376,31493,45,3,00:05:55,0,3,04:02:00,11:59:00,04:26:33,00:00:00,1d01:23:09,13:24:09,02:04:20,01:58:20,48
2018-05-22,129377,68970,72,3,00:09:39,0,3,07:30:00,22:12:54,11:35:06,00:00:00,1d01:28:54,03:16:00,02:14:08,01:59:36,78
2018-05-22,129378,31493,21,0,00:31:57,0,0,04:42:00,13:58:33,11:11:12,00:00:00,1d06:38:24,16:39:51,02:00:16,02:01:36,21
2018-05-22,129379,70042,45,0,00:10:26,0,3,04:14:00,12:51:03,07:49:36,00:00:00,16:40:03,03:49:00,02:02:56,02:00:44,48
2018-05-22,129509,121951,11,0,00:07:57,0,0,07:30:00,06:44:10,01:27:36,00:00:00,08:55:49,02:11:39,00:32:06,00:27:45,11
2018-05-22,129512,121951,15,1,00:09:59,0,0,08:20:00,07:38:26,02:29:49,00:00:00,09:51:18,02:12:52,00:15:07,00:35:48,15
2018-05-22,129633,124084,12,1,00:09:59,0,0,06:44:00,06:20:23,01:59:54,00:00:00,07:22:52,01:02:29,00:27:45,00:30:22,12
2018-05-22,129637,141023,13,0,00:10:50,0,0,07:30:00,06:59:12,02:20:57,00:00:00,08:04:47,01:05:35,00:30:47,00:30:33,13
2018-05-22,129736,121955,13,0,00:11:44,0,0,08:14:00,07:56:13,02:32:36,00:00:00,08:42:30,00:46:17,00:04:15,00:26:52,13
2018-05-22,129743,120002,11,0,00:19:22,0,0,07:30:00,07:10:31,03:33:09,00:00:00,07:51:28,00:40:57,00:30:08,00:10:28,11
2018-05-22,129752,124086,14,0,00:06:07,0,0,08:10:00,07:07:02,01:25:43,00:00:00,08:45:35,01:38:33,00:45:06,00:32:10,14
2018-05-22,129787,119930,16,0,00:04:41,0,1,06:45:00,06:53:25,01:15:00,00:00:00,07:44:34,00:51:09,00:20:55,00:30:02,17
2018-05-22,129788,120692,14,0,00:09:38,0,0,07:30:00,06:38:42,02:14:52,00:00:00,07:42:29,01:03:47,00:31:13,00:28:24,14
2018-05-22,129816,119930,13,0,00:13:35,0,0,08:30:00,08:01:55,02:56:37,00:00:00,08:48:47,00:46:52,00:14:02,00:29:25,13
2018-05-22,129818,94760,12,2,00:11:39,0,6,07:30:00,06:25:56,02:19:54,00:00:00,07:52:06,01:26:10,00:36:25,00:29:56,18
2018-05-22,129972,121194,16,2,00:06:12,0,0,06:05:00,05:28:08,01:39:25,00:00:00,07:55:03,02:26:55,00:33:13,00:31:22,16
2018-05-22,129985,122340,12,0,00:08:31,0,0,06:28:00,05:08:15,01:42:19,00:00:00,07:48:18,02:40:03,00:48:15,00:35:04,12
2018-05-22,129989,120682,11,0,00:13:16,0,0,07:30:00,06:31:33,02:26:02,00:00:00,07:31:48,01:00:15,00:28:53,00:30:08,11
2018-05-22,130190,69623,14,2,00:06:19,0,0,07:30:00,07:24:41,01:28:32,00:00:00,08:26:53,01:02:12,00:32:51,00:29:16,14
2018-05-22,130252,114372,9,0,00:19:12,0,0,07:30:00,07:25:44,02:52:55,00:00:00,08:41:08,01:15:24,00:37:13,00:27:37,9
2018-05-22,130271,102611,19,4,00:03:24,0,0,07:30:00,07:26:10,01:04:36,00:00:00,08:34:01,01:07:51,00:33:20,00:34:29,19
2018-05-22,130283,93802,15,2,00:15:54,2,0,07:30:00,07:37:55,03:58:40,00:00:00,09:10:33,01:32:38,00:14:49,00:29:29,17
2018-05-22,130310,81642,51,0,00:12:04,0,3,08:08:00,23:32:06,10:15:27,00:00:00,1d06:10:33,06:38:27,01:56:36,02:00:44,54
2018-05-22,130364,69623,13,1,00:07:06,0,0,06:59:00,07:22:37,01:32:19,00:00:00,08:20:20,00:57:43,00:26:06,00:27:36,13
2018-05-22,130391,120690,14,2,00:10:34,0,3,07:15:00,06:22:11,02:28:04,00:00:00,07:56:25,01:34:14,00:52:32,00:33:50,17
2018-05-22,130396,79961,10,1,00:16:26,0,0,06:23:00,05:44:31,02:44:29,00:00:00,08:03:11,02:18:40,00:30:13,00:31:07,10
2018-05-22,130406,79710,8,0,00:11:46,0,0,04:45:00,04:14:48,01:34:14,00:00:00,05:02:02,00:47:14,00:14:19,00:00:00,8
2018-05-22,130421,124814,18,0,00:16:06,0,0,08:01:00,07:00:37,04:49:49,00:00:00,08:50:39,01:50:02,00:31:16,00:41:46,18
2018-05-22,130460,106186,16,0,00:05:36,1,0,07:30:00,06:51:57,01:29:50,00:00:00,08:30:16,01:38:19,00:36:31,00:30:01,17
