D_PROD_PLANNING_TARGET_ID,D_PROJECT_ID,D_TARGET_ID,TARGET_VALUE,RECORD_EFF_DT,RECORD_END_DT,VERSION
0,0,0,0,01/01/1900,12/31/2199,1
